"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr7",99775442,99775558,1.056e-06,5,1.642e-08,5.047e-05
"chr17",46018808,46019184,8.005e-06,7,3.042e-14,2.885e-11
"chr6",32116779,32117049,3.934e-11,11,3.132e-14,4.135e-11
"chr1",26233375,26233565,3.268e-06,6,7.669e-08,0.0001439
"chr17",37764117,37764293,4.643e-13,7,5.242e-17,1.062e-13
"chr6",31690948,31691481,1.555e-07,13,1.499e-14,1.003e-11
"chr13",46425836,46425999,1.963e-05,6,3.41e-08,7.46e-05
"chr3",196014710,196014846,1.378e-12,6,1.108e-12,2.904e-09
"chr7",27183945,27184188,5.639e-08,14,3.141e-10,4.61e-07
"chr6",33385235,33385582,2.702e-14,11,5.053e-21,5.192e-18
"chr8",109095917,109096007,7.788e-10,5,3.566e-12,1.413e-08
"chr22",21986959,21987048,4.746e-06,6,5.914e-08,0.0002369
"chr11",3014168,3014291,4.03e-10,5,1.429e-11,4.142e-08
"chr19",57018847,57019069,8.018e-08,5,5.827e-14,9.363e-11
"chr19",58545121,58545333,1.787e-07,7,3.754e-12,6.315e-09
"chr17",1957606,1958206,3.206e-09,15,3.167e-21,1.882e-18
"chr3",46506373,46506554,3.52e-08,7,6.333e-13,1.248e-09
"chr18",22006315,22006496,6.004e-11,5,7.011e-16,1.312e-12
"chr10",105156203,105156444,6.453e-09,6,5.445e-14,8.05e-11
"chr10",135122745,135122794,0.0001937,5,6.892e-07,0.005003
"chr20",24449667,24449916,1.085e-10,7,1.002e-15,1.431e-12
"chr14",24898817,24898992,1.108e-06,6,1.198e-09,2.441e-06
"chr10",75118431,75118678,1.863e-09,5,1.729e-15,2.565e-12
"chr1",202091864,202092005,2.91e-12,7,4.874e-12,1.233e-08
"chr20",43729807,43729910,6.416e-06,6,3.899e-08,0.000135
"chr18",12254119,12254473,3.355e-09,9,5.777e-19,5.819e-16
"chr11",64126339,64126461,9.813e-13,6,7.87e-15,2.304e-11
"chr6",31938860,31939322,7.727e-10,11,8.008e-15,6.17e-12
"chr22",50523685,50523801,2.709e-13,5,3.444e-15,1.058e-11
"chr1",39874873,39875069,1.384e-14,7,1.276e-18,2.322e-15
"chr11",2020495,2020560,3.625e-05,5,1.098e-07,0.0006023
"chr6",48036583,48036676,4.955e-05,7,3.792e-07,0.001453
"chr13",74708037,74708194,4.944e-13,5,2.901e-16,7.565e-13
"chr15",83953708,83953883,1.394e-13,8,5.482e-11,1.117e-07
"chr19",9609151,9609422,4.841e-08,8,5.896e-13,7.759e-10
"chr17",29297457,29297604,8.864e-07,5,1.162e-08,2.818e-05
"chr7",99691603,99691734,4.495e-13,6,1.094e-15,3.022e-12
"chr6",30042203,30042388,1.243e-07,5,2.719e-10,5.241e-07
"chr6",29796014,29796086,1.296e-07,5,2.036e-10,1.008e-06
"chr14",96670861,96671169,8.884e-10,8,8.731e-16,1.028e-12
"chr20",44650141,44650270,6.163e-10,5,9.733e-13,2.69e-09
"chr19",49866855,49866963,2.927e-08,5,1.823e-10,6.018e-07
"chr5",178368122,178368253,1.711e-07,6,1.372e-08,3.736e-05
"chr19",13875296,13875430,9.254e-08,5,1.351e-12,3.594e-09
"chr6",30585022,30585191,1.768e-15,6,5.012e-20,1.058e-16
"chr13",48877590,48877719,1.824e-16,6,1.002e-20,2.771e-17
"chr20",62168726,62168831,2.379e-07,5,1.748e-09,5.938e-06
"chr6",146864334,146864529,8.256e-12,8,1.73e-18,3.164e-15
"chr1",41328136,41328420,6.375e-08,6,5.127e-19,6.437e-16
"chr18",49866209,49866412,2.968e-08,8,9.776e-12,1.717e-08
"chr6",31692233,31692375,5.03e-07,6,2.329e-08,5.848e-05
"chr13",114107930,114108052,2.793e-09,6,3.721e-09,1.088e-05
"chr16",84224563,84224901,1.444e-07,5,4.491e-13,4.738e-10
"chr6",31409571,31409706,2.568e-06,5,2.568e-10,6.784e-07
"chr10",97802911,97803058,1.27e-13,8,2.499e-13,6.063e-10
"chr17",40274523,40274740,2.088e-05,6,8.939e-09,1.469e-05
"chr7",151722535,151722628,2.215e-15,5,1.586e-18,6.083e-15
"chr6",32064145,32064218,4.949e-05,7,2.868e-06,0.01391
"chr12",26986178,26986279,2.958e-06,5,1.591e-10,5.617e-07
"chr10",89621772,89621940,1.734e-13,5,6.586e-18,1.398e-14
"chr6",31631637,31631762,4.786e-07,5,7.45e-09,2.125e-05
"chr6",30166731,30166810,1.847e-10,6,2.684e-09,1.211e-05
"chr6",32145349,32146232,3.32e-13,25,6.967e-30,2.814e-27
"chr6",33248615,33248714,5.179e-10,5,1.818e-11,6.55e-08
"chr7",12610077,12610175,2.36e-10,5,2.689e-12,9.785e-09
"chr6",133562086,133562494,1.76e-09,12,1.148e-14,9.995e-12
"chr2",26624603,26624934,5.12e-08,8,8.579e-14,9.246e-11
"chr19",15343169,15343395,3.149e-07,7,4.695e-13,7.408e-10
"chr16",81130119,81130375,8.966e-07,5,5.071e-16,7.733e-13
"chr2",44065549,44066030,4.886e-10,12,3.558e-17,2.638e-14
"chr15",86313833,86313973,2.482e-07,7,2.102e-10,5.353e-07
"chr17",43025158,43025343,1.384e-14,5,1.877e-21,3.618e-18
"chr2",217236629,217236827,2.15e-11,5,6.072e-20,1.094e-16
"chr1",177140125,177140322,1.469e-09,5,4.172e-13,7.552e-10
"chr6",28973317,28973524,2.652e-10,10,4.885e-16,7.651e-13
"chr17",36981594,36981749,3.805e-09,5,8.467e-17,2.555e-13
"chr6",160389710,160389851,4.259e-08,7,9.498e-14,2.401e-10
"chr14",102027659,102027797,8.844e-10,5,9.473e-12,2.448e-08
"chr3",13520958,13521178,2.587e-09,6,8.99e-16,1.44e-12
"chr11",72504856,72504909,3.058e-10,5,1.633e-13,1.099e-09
"chr6",20534631,20534758,1.292e-09,7,6.918e-09,1.942e-05
"chr1",231155631,231155758,1.411e-09,6,1.767e-11,4.961e-08
"chr2",225266655,225266876,3.619e-08,6,1.882e-12,3.038e-09
"chr13",73356345,73356572,9.573e-13,5,1.102e-18,1.731e-15
"chr22",42296818,42296941,3.734e-10,5,1.323e-11,3.834e-08
"chr1",3566576,3566818,1.881e-11,5,1.07e-15,1.636e-12
"chr10",90343165,90343285,1.384e-14,6,6.023e-17,3.3e-13
"chr7",130131479,130131923,5.534e-06,13,2.994e-10,2.405e-07
"chr11",3187445,3187939,1.666e-08,15,1.888e-16,1.603e-13
"chr13",46189837,46190098,2.15e-11,7,2.636e-15,3.641e-12
"chr6",30434071,30434421,4.459e-09,10,1.245e-18,1.268e-15
"chr1",67218079,67218275,1.737e-10,5,2.55e-14,4.646e-11
"chr7",139168304,139168523,1.139e-09,6,9.87e-15,1.609e-11
"chr4",163085234,163085411,2.083e-10,7,3.531e-14,7.113e-11
"chr12",54393549,54393725,1.727e-06,6,1.134e-11,2.298e-08
"chr6",28956225,28956426,2.674e-11,13,1.428e-13,2.533e-10
"chr6",33041217,33041406,0.0001251,6,9.971e-09,1.881e-05
"chr11",2019435,2020104,2.362e-12,22,1.705e-18,9.09e-16
"chr6",28584034,28584172,7.765e-07,13,5.914e-08,0.0001528
"chr11",15136344,15136505,5.928e-09,5,2.615e-16,4.918e-13
"chr19",9473673,9473781,1.52e-10,6,1.696e-12,5.601e-09
"chr7",73275264,73275363,1.374e-08,5,7.962e-11,2.868e-07
"chr12",120740009,120740057,2.835e-08,5,3.378e-11,2.51e-07
"chr14",29234977,29235196,3.126e-08,6,9.22e-16,1.446e-12
"chr6",29768218,29768269,2.066e-08,5,2.305e-11,1.612e-07
"chr17",45810358,45810436,9.188e-08,6,2.36e-10,1.079e-06
"chr6",112408819,112409052,1.151e-18,8,1.289e-17,1.973e-14
"chr20",36156470,36156580,2.723e-17,6,1.266e-20,4.105e-17
"chr3",46875703,46875903,0.0004674,8,3.103e-08,5.532e-05
"chr2",74685458,74685602,3.143e-15,7,1.513e-14,3.739e-11
"chr6",30523241,30523449,1.384e-14,8,3.841e-18,6.586e-15
"chr2",217560271,217560403,5.672e-06,5,3.411e-10,9.214e-07
"chr7",149569945,149570183,0.0001228,6,2.662e-08,3.988e-05
"chr13",27335081,27335204,4.14e-09,5,5.533e-11,1.604e-07
"chr10",133273946,133274184,3.205e-05,5,4.635e-10,6.945e-07
"chr1",178062685,178062853,1.491e-12,5,5.436e-18,1.154e-14
"chr6",33395289,33395495,6.329e-07,6,3.638e-11,6.298e-08
"chr3",164914436,164914621,3.14e-06,6,1.082e-09,2.085e-06
"chr1",161008541,161008826,1e-06,6,2.75e-13,3.441e-10
