"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr7",93520171,93520452,2.679e-26,10,1.282e-29,1.627e-26
"chr3",111804829,111805005,1.313e-13,5,2.03e-20,4.114e-17
"chr11",26353604,26353811,7.749e-22,6,1.874e-30,3.229e-27
"chr6",30431658,30431860,1.842e-23,6,3.115e-22,5.5e-19
"chr4",99064321,99064831,4.674e-13,7,1.19e-23,8.324e-21
"chr1",236686563,236686804,4.491e-11,5,1.505e-14,2.234e-11
"chr2",84743444,84743573,1.93e-14,5,2.549e-20,7.047e-17
"chr10",77542301,77542488,6.714e-07,7,4.454e-09,8.493e-06
"chr18",21718734,21718979,7.489e-27,10,6.114e-29,8.899e-26
"chr6",33267504,33267781,1.776e-28,12,1.994e-30,2.567e-27
"chr10",8078037,8078357,4.125e-15,6,1.349e-25,1.504e-22
"chr17",46651721,46651952,3.428e-22,7,7.212e-27,1.113e-23
"chr6",32118203,32118457,3.278e-13,14,8.809e-18,1.237e-14
"chr15",93616893,93617080,7.304e-26,8,9.352e-27,1.783e-23
"chr19",11649461,11649701,2.02e-11,5,6.999e-15,1.039e-11
"chr6",32862030,32862734,4.397e-37,21,3.368e-55,1.706e-52
"chr11",75141721,75141846,2.086e-12,5,1.287e-20,3.671e-17
"chr6",28834403,28834520,1.524e-21,6,1.734e-25,5.285e-22
"chr6",31409504,31409757,1.656e-14,7,5.686e-22,8.015e-19
"chr15",41061983,41062224,2.381e-13,5,1.082e-17,1.602e-14
"chr8",108510095,108510343,1.946e-09,5,1.2e-15,1.756e-12
"chr20",1472070,1472419,2.332e-09,5,6.185e-17,1.135e-13
"chr13",26586253,26586713,2.582e-09,6,4.294e-18,3.328e-15
"chr16",1583809,1584118,5.006e-06,6,1.914e-11,2.208e-08
"chr20",2844658,2844713,7.347e-26,5,3.009e-29,1.951e-25
"chr17",1395863,1396123,3.297e-06,5,3.577e-14,4.903e-11
"chr17",11501502,11501663,2.825e-20,7,7.57e-25,1.677e-21
"chr21",45705617,45705742,8.605e-15,7,1.255e-15,3.484e-12
"chr6",24911192,24911334,3.981e-14,6,5.427e-23,1.363e-19
"chr17",9862751,9863081,9.278e-11,8,1.558e-17,1.683e-14
"chr12",110156244,110156459,2.747e-17,5,1.949e-19,3.232e-16
"chr10",13043877,13043986,3.683e-25,6,1.182e-20,3.866e-17
"chr13",48877590,48877719,1.211e-29,6,4.702e-32,1.3e-28
"chr11",14993377,14994230,7.069e-19,18,7.861e-38,3.287e-35
"chr7",43909258,43909462,2.876e-20,5,8.851e-26,1.547e-22
"chr6",31380487,31380600,1.636e-26,5,1.375e-25,4.34e-22
"chr13",113698930,113699016,1.632e-33,6,1.779e-34,7.375e-31
"chr5",140346105,140346293,8.887e-19,5,1.265e-21,2.4e-18
"chr6",32064490,32065211,2.61e-23,26,9.4e-40,4.649e-37
"chr17",37764117,37764293,8.094e-27,7,3.172e-30,6.427e-27
"chr1",179847084,179847162,4.744e-25,5,2.459e-26,1.124e-22
"chr10",124638755,124639257,6.976e-20,13,2.968e-26,2.108e-23
"chr13",111972885,111973143,1.324e-08,7,4.855e-12,6.711e-09
"chr3",129147229,129147694,6.435e-15,7,2.23e-24,1.71e-21
"chr12",56390797,56391077,1.887e-21,10,1.136e-30,1.446e-27
"chr6",87646875,87647154,4.55e-18,8,1.612e-25,2.06e-22
"chr2",56410010,56410300,1.435e-26,8,1.233e-28,1.517e-25
"chr17",74075091,74075336,1.842e-10,5,8.188e-20,1.192e-16
"chr13",52419264,52419483,6.48e-20,6,7.66e-22,1.247e-18
"chr19",58220515,58220837,8.635e-11,7,1.664e-15,1.844e-12
"chr10",90343165,90343435,5.067e-29,7,8.47e-31,1.119e-27
"chr11",44332684,44333192,3.399e-27,17,5.263e-38,3.695e-35
"chr6",29342521,29342706,2.805e-14,5,4.031e-26,7.771e-23
"chr17",46669454,46669781,1.665e-06,6,1.108e-14,1.211e-11
"chr6",31838412,31838774,4.042e-23,11,1.377e-23,1.357e-20
"chr4",1166754,1166990,1.617e-16,8,4.546e-21,6.869e-18
"chr11",1785546,1785804,1.16e-16,9,5.834e-19,8.064e-16
"chr17",79304419,79304683,1.893e-17,7,6.844e-18,9.244e-15
"chr2",176948342,176948759,6.851e-12,8,1.444e-20,1.235e-17
"chr10",63422510,63422640,1.049e-14,6,6.506e-22,1.785e-18
"chr3",47324471,47324572,1.156e-27,5,5.085e-29,1.795e-25
"chr4",4860430,4860655,2.1e-15,8,9.598e-23,1.521e-19
"chr6",31860643,31860763,4.884e-30,5,3.876e-30,1.152e-26
"chr7",93205125,93205295,3.71e-14,8,2.682e-22,5.625e-19
"chr11",67418105,67418405,2.876e-06,8,2.802e-10,3.33e-07
"chr5",50678711,50678928,1.306e-18,6,1.428e-27,2.347e-24
"chr6",32163729,32164160,1.813e-27,13,6.431e-38,5.321e-35
"chr6",64281438,64281886,7.378e-15,8,7.285e-21,5.799e-18
"chr8",143859668,143859786,2.742e-07,5,1.329e-08,4.015e-05
"chr19",827714,827843,3.195e-10,5,7.048e-11,1.948e-07
"chr13",103532259,103532435,1.475e-38,6,5.191e-41,1.052e-37
"chr6",155537900,155538055,4.332e-09,6,6.585e-15,1.507e-11
"chr6",32115963,32116112,6.862e-11,6,1.246e-16,2.657e-13
"chr6",133562086,133562494,5.756e-19,12,1.189e-25,1.039e-22
"chr20",57465438,57465535,2.779e-11,5,2.729e-12,1.003e-08
"chr1",85040133,85040343,1.141e-18,8,8.767e-28,1.489e-24
"chr15",32933660,32933919,6.372e-11,5,4.015e-18,5.528e-15
"chr6",137366321,137366545,4.388e-22,7,1.587e-19,2.526e-16
"chr1",119532043,119532195,4.192e-13,6,2.853e-20,6.692e-17
"chr2",73114255,73114426,8.235e-25,7,2.641e-29,5.508e-26
"chr6",146919931,146920295,9.73e-17,8,5.221e-25,5.115e-22
"chr7",4832111,4832535,1.346e-06,5,7.346e-16,6.536e-13
"chr11",790141,790193,5.907e-14,5,1.746e-16,1.523e-12
"chr10",50887471,50887731,4.075e-20,7,9.574e-26,1.313e-22
"chr6",32134853,32135396,0,19,1.091e-64,7.168e-62
"chr1",6526128,6526583,6.944e-12,7,9.413e-20,7.377e-17
"chr10",4230412,4230752,2.301e-16,5,2.385e-29,2.501e-26
"chr12",122712074,122712381,1.441e-10,7,5.718e-15,6.706e-12
"chr13",51417922,51418092,1.276e-14,7,2.397e-16,4.657e-13
"chr22",45680757,45681036,1.63e-13,5,1.239e-25,1.583e-22
"chr3",49236799,49236946,9.558e-08,6,1.051e-09,2.55e-06
"chr12",72233239,72233372,1.036e-15,6,2.252e-21,6.037e-18
"chr1",2125048,2125243,1.875e-27,7,2.332e-19,4.265e-16
"chr8",27695475,27695695,8.681e-14,6,3.352e-17,5.433e-14
"chr6",32809265,32809494,2.34e-35,8,3.053e-39,4.754e-36
"chr7",27197454,27198429,3.194e-14,10,6.823e-35,2.496e-32
"chr15",29213625,29213860,8.006e-06,5,1.376e-13,2.089e-10
"chr19",33622855,33623091,1.766e-38,9,3.399e-37,5.135e-34
"chr11",2891064,2891118,5.567e-12,5,2.058e-14,1.356e-10
"chr17",47492395,47492548,1.804e-23,6,7.467e-31,1.74e-27
"chr6",33395289,33395495,1.16e-16,6,7.801e-22,1.35e-18
"chr3",46506103,46506554,2.688e-19,9,1.422e-30,1.124e-27
"chr19",46142573,46142711,2.751e-18,5,1.181e-23,3.052e-20
"chr6",28921287,28921499,5.375e-15,5,1.369e-23,2.302e-20
"chr15",79298603,79298769,2.503e-23,6,3.358e-27,7.214e-24
"chr7",27183642,27184521,2.146e-37,31,5.411e-38,2.195e-35
"chr1",3607096,3607425,5.163e-11,6,3.664e-20,3.971e-17
"chr6",31545251,31545473,3.346e-09,5,1.091e-12,1.752e-09
"chr19",16178090,16178253,7.904e-10,6,3.835e-13,8.389e-10
"chr10",102893924,102894342,1.892e-09,6,4.698e-21,4.008e-18
"chr11",66084468,66084841,7.74e-13,5,5.223e-20,4.993e-17
"chr10",134150450,134150760,1.618e-09,8,1.184e-12,1.362e-09
"chr11",28129558,28129852,1.432e-25,7,8.757e-35,1.062e-31
"chr6",32063393,32064258,1.306e-18,28,6.659e-29,2.745e-26
"chr11",2922634,2922852,1.512e-18,6,8.85e-23,1.448e-19
"chr20",25128680,25128807,6.885e-14,6,7.284e-21,2.045e-17
"chr11",368350,369192,1.05e-15,23,7.766e-32,3.289e-29
"chr14",104690039,104690244,5.103e-07,5,1.556e-11,2.708e-08
"chr5",134735543,134735701,3.409e-19,7,1.114e-19,2.515e-16
"chr21",36041333,36041699,8.641e-23,6,5.177e-30,5.044e-27
"chr3",5024760,5024963,1.107e-29,5,5.54e-30,9.732e-27
"chr7",27225221,27225897,2.906e-17,15,7.726e-32,4.075e-29
"chr10",18629496,18629677,7.579e-12,5,5.801e-15,1.137e-11
"chr20",55841868,55841906,1.404e-21,6,1.256e-24,1.179e-20
"chr17",42081809,42081955,9.658e-22,6,6.718e-23,1.641e-19
"chr12",21810278,21810845,1.472e-18,6,4.205e-28,2.645e-25
"chr2",10861363,10861602,4.814e-16,5,2.697e-25,4.025e-22
"chr5",92914035,92914319,3.518e-09,5,3.746e-16,4.182e-13
"chr6",105628012,105628165,3.445e-11,5,6.827e-18,1.591e-14
"chr12",15942594,15942969,2.57e-10,7,2.996e-15,2.85e-12
"chr6",117802587,117802786,2.279e-09,5,3.193e-14,5.73e-11
"chr6",54711377,54711476,1.912e-15,5,4.456e-13,1.605e-09
"chr10",49892740,49893026,9.19e-13,8,4.317e-17,5.383e-14
"chr11",123986025,123986166,1.654e-29,8,8.501e-29,2.15e-25
"chr2",27531123,27531360,8.534e-21,8,7.33e-23,1.103e-19
"chr2",47382286,47382739,2.679e-15,6,4.382e-24,3.45e-21
"chr6",30180687,30180820,2.441e-21,6,9.246e-22,2.479e-18
"chr17",6947287,6947464,2.103e-15,7,3.683e-12,7.421e-09
"chr6",5261365,5261560,2.309e-23,5,1.355e-26,2.478e-23
"chr16",776415,776685,3.938e-12,5,1.412e-17,1.865e-14
"chr8",55370406,55370579,1.095e-09,5,6.307e-17,2.288e-13
"chr6",31549009,31549276,1.301e-23,9,1.117e-27,1.492e-24
"chr6",28304074,28304249,4.077e-27,8,2.42e-33,4.932e-30
"chr6",30080263,30080405,4.075e-20,5,4.414e-25,1.108e-21
"chr10",128994431,128994702,1.56e-19,5,1.413e-24,1.859e-21
"chr6",69345835,69346248,6.74e-11,5,6.569e-23,5.672e-20
"chr7",99517191,99517378,5.201e-16,8,9.75e-25,1.859e-21
"chr20",61809715,61809932,3.153e-22,8,3.77e-27,6.196e-24
"chr12",54071089,54071194,1.237e-17,5,3.254e-20,1.105e-16
"chr8",39172019,39172120,1.631e-08,6,3.05e-13,1.077e-09
"chr6",10419834,10420079,1.624e-19,6,7.782e-28,1.133e-24
"chr19",57630523,57630742,3.919e-15,9,2.883e-18,4.695e-15
"chr6",4079341,4079704,1.345e-26,7,3.687e-28,3.622e-25
"chr6",168197504,168197732,2.04e-12,5,3.251e-15,5.036e-12
"chr4",165878036,165878136,3.962e-07,5,9.287e-09,3.312e-05
"chr10",25465170,25465503,2.151e-18,6,4.298e-28,4.602e-25
"chr4",84030974,84031145,1.112e-26,5,3.778e-31,7.879e-28
"chr19",58280727,58280927,3.769e-18,5,1.25e-22,2.228e-19
"chr5",150284415,150284600,1.478e-11,6,4.025e-15,7.704e-12
"chr5",68710807,68710912,7.982e-12,6,3.66e-19,1.243e-15
"chr17",48711901,48712219,2.887e-17,5,6.438e-25,7.219e-22
"chr1",43751362,43751563,5.815e-25,7,3.822e-27,6.781e-24
"chr6",31502385,31502521,3.979e-26,6,2.499e-37,6.553e-34
"chr13",74708037,74708194,3.737e-24,5,1.031e-26,2.342e-23
"chr5",63257709,63257941,2.919e-23,8,2.513e-28,3.863e-25
"chr2",202483867,202484320,2.485e-11,7,2.634e-21,2.074e-18
"chr10",126150217,126150316,1.472e-25,5,8.66e-26,3.119e-22
"chr4",4859934,4860082,1.753e-25,8,5.058e-26,1.219e-22
"chr12",25102273,25102521,7.803e-14,5,1.554e-16,1.597e-13
"chr6",30227882,30228254,4.662e-30,14,7.84e-29,7.515e-26
"chr7",27183195,27183436,3.826e-05,6,3.666e-09,5.424e-06
"chr15",81426346,81426669,2.328e-11,9,8.244e-16,8.58e-13
"chr7",94023742,94023988,6.956e-25,7,1.457e-29,2.112e-26
"chr17",46667682,46667812,1.019e-07,5,2.945e-10,8.079e-07
"chr17",7323539,7323730,2.214e-26,5,5.428e-27,1.013e-23
"chr10",71812100,71812332,3.994e-12,7,3.598e-15,5.461e-12
"chr2",183943387,183943551,4.544e-19,5,5.115e-24,1.112e-20
"chr4",40058920,40059040,1.134e-22,5,4.835e-23,1.437e-19
"chr11",72504856,72504909,3.455e-20,5,3.845e-23,2.587e-19
"chr7",94285269,94286793,1.657e-27,55,3.928e-60,9.191e-58
"chr10",102732132,102732323,1.85e-12,6,1.079e-13,2.013e-10
"chr1",115397373,115397616,4.546e-12,5,1.979e-17,2.904e-14
"chr4",89444908,89445097,2.898e-20,6,4.911e-22,9.266e-19
"chr2",239140023,239140369,3.331e-13,8,1.801e-21,1.856e-18
"chr8",65291512,65291730,1.35e-13,7,5.623e-14,9.189e-11
"chr15",74421847,74421935,4.642e-21,6,3.704e-20,1.501e-16
"chr1",54821852,54822298,8.116e-08,6,1.395e-17,1.115e-14
"chr8",91803656,91803805,8.85e-15,5,4.346e-23,1.04e-19
"chr6",32178016,32178298,1.593e-21,5,9.889e-34,1.25e-30
"chr6",13924354,13924570,4.248e-09,5,1.788e-14,2.951e-11
"chr1",93645672,93646016,2.09e-14,5,8.451e-25,8.761e-22
"chr11",2951167,2951353,1.429e-15,7,5.646e-18,1.082e-14
"chr11",2398335,2398505,3.597e-18,6,3.282e-26,6.885e-23
"chr2",241497411,241497599,3.763e-10,6,3.986e-17,7.56e-14
"chr2",54086853,54087209,1.342e-13,10,3.171e-21,3.176e-18
"chr7",150745472,150745709,3.441e-17,6,1.38e-27,2.077e-24
"chr1",28559460,28559620,1.084e-23,6,2.253e-25,5.021e-22
"chr6",32137060,32137294,1.969e-34,7,1.4e-38,2.133e-35
"chr13",33002359,33002597,4.629e-14,6,2.121e-17,3.178e-14
"chr6",31938860,31939322,2.893e-28,13,1.669e-31,1.288e-28
"chr3",44754071,44754201,3.304e-12,6,1.519e-13,4.166e-10
"chr7",120968876,120969174,3.549e-12,8,6e-22,7.179e-19
"chr6",30853947,30854233,9.047e-07,8,1.164e-10,1.451e-07
"chr6",31778621,31778842,2.319e-38,8,9.683e-42,1.562e-38
"chr18",14748197,14748298,5.16e-13,6,2.584e-14,9.133e-11
"chr5",140700258,140700676,2.115e-22,10,1.839e-29,1.569e-26
"chr7",39605535,39605883,5.335e-11,5,2.104e-18,2.156e-15
"chr16",85518900,85519308,1.253e-12,7,7.804e-19,6.821e-16
"chr13",37005488,37005582,8.72e-09,7,4.966e-09,1.884e-05
"chr20",62367804,62367998,3.818e-11,6,1.695e-14,3.122e-11
"chr8",101170018,101170202,4.368e-16,7,1.534e-17,2.973e-14
"chr5",121414210,121414425,4.19e-14,5,4.188e-20,6.947e-17
"chr11",86383695,86383940,4.474e-15,7,8.678e-18,1.263e-14
"chr12",76742179,76742536,2.918e-31,8,1.851e-38,1.849e-35
"chr11",107328524,107328671,6.767e-22,6,7.807e-20,1.894e-16
"chr12",4554595,4554809,1.253e-12,5,5.885e-21,9.806e-18
"chr5",125931119,125931275,1.907e-18,5,5.229e-18,1.195e-14
"chr2",197504012,197504206,6.582e-14,5,2.766e-16,4.081e-13
"chr3",192445499,192445594,5.287e-20,6,7.406e-17,4.168e-13
"chr11",705691,706070,1.056e-11,5,1.524e-21,1.434e-18
"chr3",33260731,33261000,5.845e-15,5,2.51e-17,3.327e-14
"chr6",33084548,33085063,9.379e-18,16,4.794e-27,3.32e-24
"chr1",25292017,25292274,2.415e-08,7,4.687e-14,6.501e-11
"chr8",117778487,117778786,1.018e-16,5,5.506e-22,6.567e-19
"chr6",32939136,32939317,1.515e-15,6,1.403e-18,2.765e-15
"chr15",91473058,91473569,7.74e-13,9,2.778e-23,1.939e-20
"chr16",51185038,51185236,9.706e-16,6,8.654e-19,1.559e-15
"chr18",60986585,60986770,1.801e-18,6,3.57e-23,6.881e-20
