"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr18",12254119,12254566,1.149e-16,12,9.724e-29,7.757e-26
"chr3",52528954,52529524,1.927e-13,10,4.923e-23,3.08e-20
"chr17",43025158,43025343,3.484e-25,5,1.253e-32,2.415e-29
"chr19",9609151,9609422,3.211e-20,8,1.151e-26,1.515e-23
"chr2",217560271,217560403,1.497e-13,5,1.302e-20,3.517e-17
"chr7",1250181,1250500,2.047e-12,6,2.699e-15,2.979e-12
"chr6",29720314,29720635,1.488e-17,7,7.678e-22,8.53e-19
"chr3",46506103,46506554,4.372e-19,9,1.906e-30,1.507e-27
"chr6",112408819,112409052,6.016e-33,8,4.137e-26,6.331e-23
"chr17",1957606,1958206,1.203e-21,15,9.891e-40,5.879e-37
"chr10",72362291,72362866,3.352e-14,9,3.636e-19,2.255e-16
"chr3",112359487,112359652,1.514e-08,6,1.257e-13,2.716e-10
"chr10",89621772,89621940,1.295e-25,5,1.811e-29,3.845e-26
"chr15",61521714,61521987,5.821e-20,5,9.814e-25,1.282e-21
"chr6",146864334,146864529,5.376e-23,8,2.14e-31,3.914e-28
"chr14",102027659,102027797,2.03e-22,5,8.924e-24,2.306e-20
"chr17",36981594,36981749,1.635e-16,5,2.385e-26,5.487e-23
"chr20",23015898,23015936,4.396e-11,5,1.799e-13,1.689e-09
"chr17",6899296,6899577,3.838e-10,8,3.774e-14,4.79e-11
"chr6",28583970,28584172,1.716e-22,15,4.943e-21,8.726e-18
"chr17",73874464,73874699,3.474e-23,5,5.078e-27,7.705e-24
"chr6",33263047,33263475,4.921e-27,8,3.358e-41,2.798e-38
"chr6",33172816,33173137,7.428e-14,8,2.803e-16,3.7e-13
"chr8",60031822,60031944,4.77e-16,5,2.969e-21,8.679e-18
"chr20",62168669,62168878,1.26e-18,7,1.717e-16,3.788e-13
"chr18",22006315,22006496,4.725e-20,5,1.016e-27,2.002e-24
"chr7",27183642,27184521,1.084e-36,31,7.453e-38,3.024e-35
"chr15",86313833,86313973,7.367e-30,7,2.316e-30,5.899e-27
"chr22",30662798,30663041,1.061e-23,6,4.733e-34,6.945e-31
"chr20",36148132,36148375,1.995e-15,7,8.254e-19,1.211e-15
"chr6",30070073,30070109,2.13e-09,5,1.029e-11,1.019e-07
"chr3",181428376,181428697,9.579e-22,9,7.018e-27,7.796e-24
"chr20",57463264,57464129,9.418e-23,32,3.038e-36,1.252e-33
"chr6",32064145,32064218,2.645e-05,7,3.304e-06,0.01601
"chr1",54821852,54822298,8.664e-08,6,1.533e-17,1.226e-14
"chr22",21986959,21987190,1.576e-16,8,2.518e-22,3.887e-19
"chr19",15342981,15343425,4.968e-15,9,4.416e-24,3.547e-21
"chr10",27703246,27703377,4.689e-17,6,6.644e-20,1.809e-16
"chr2",189157173,189157566,1.069e-14,9,2.854e-15,2.619e-12
"chr15",27111387,27111604,2.427e-17,9,9.798e-16,1.642e-12
"chr11",278393,278538,4.738e-16,6,1.632e-20,4.014e-17
"chr17",57696952,57697125,4.907e-18,5,1.172e-26,2.417e-23
"chr5",149669367,149669813,7.454e-10,6,4.186e-18,3.347e-15
"chr7",73275264,73275363,4.045e-19,5,1.733e-20,6.241e-17
"chr3",48632567,48632892,2.272e-16,8,9.254e-22,1.015e-18
"chr6",3848789,3849818,1.99e-25,30,1.836e-42,6.363e-40
"chr17",6554841,6554987,3.911e-13,5,2.896e-21,7.073e-18
"chr6",33385235,33385582,4.418e-28,11,1.326e-35,1.363e-32
"chr6",31409504,31409757,2.033e-14,7,7.594e-22,1.07e-18
"chr7",139168304,139168523,6.055e-20,6,2.461e-26,4.008e-23
"chr14",96670861,96671169,2.21e-20,8,8.722e-30,1.01e-26
"chr6",29768218,29768269,2.381e-21,5,1.863e-24,1.303e-20
"chr11",71955298,71955439,2.561e-16,5,3.072e-19,7.769e-16
"chr3",10149881,10150083,1.03e-22,7,9.274e-27,1.637e-23
"chr6",32939136,32939317,2.021e-15,6,1.772e-18,3.492e-15
"chr16",81129996,81130375,8.331e-14,6,6.327e-29,5.953e-26
"chr1",231155631,231155818,3.047e-23,7,3.161e-19,6.028e-16
"chr7",1733975,1734325,3.185e-07,5,4.576e-19,4.662e-16
"chr12",54393549,54393725,1.761e-15,6,5.269e-23,1.068e-19
"chr22",24890689,24890833,3.447e-11,7,1.591e-15,3.849e-12
"chr6",30585022,30585191,7.332e-29,6,1.009e-32,2.13e-29
"chr22",50523685,50523801,2.806e-24,5,1.122e-25,3.448e-22
"chr5",140800423,140800629,9.279e-09,5,8.053e-16,1.345e-12
"chr10",97802848,97803058,3.604e-28,9,7.294e-24,1.239e-20
"chr5",178368070,178368415,1.893e-18,8,1.018e-20,1.052e-17
"chr10",76859247,76859441,2.536e-37,6,2.57e-35,4.723e-32
"chr4",174429262,174429374,2.66e-16,5,5.538e-17,1.763e-13
"chr6",123317407,123317569,6.247e-23,5,3.314e-27,7.296e-24
"chr17",27045042,27045302,4.532e-14,6,1.501e-16,1.523e-13
"chr18",49866209,49866412,2.044e-21,8,3.657e-25,6.423e-22
"chr6",31129328,31129466,1.142e-31,5,1.451e-30,3.748e-27
"chr3",42306384,42306737,1.127e-14,6,4.408e-20,4.453e-17
"chr3",128840618,128840692,7.282e-14,6,9.896e-13,4.769e-09
"chr10",72201416,72201668,2.489e-14,6,1.96e-22,2.773e-19
"chr13",48877590,48877719,3.208e-29,6,8.503e-32,2.351e-28
"chr19",9473564,9473880,1.718e-22,9,3.822e-25,4.313e-22
"chr22",42296818,42296941,1.323e-17,5,1.707e-17,4.949e-14
"chr11",15136344,15136505,4.289e-18,5,3.014e-27,6.676e-24
"chr12",66563718,66563928,2.418e-17,5,8.172e-22,1.388e-18
"chr8",18541445,18541627,3.066e-15,5,3.964e-16,8.701e-13
"chr6",33401479,33401542,1.592e-06,5,1.013e-08,5.732e-05
"chr10",102046457,102046768,3.817e-13,7,5.558e-22,6.373e-19
"chr6",32145349,32146232,1.808e-26,25,2.314e-52,9.343e-50
"chr10",105156203,105156444,1.062e-17,6,4.011e-22,5.935e-19
"chr1",175162346,175162553,8.223e-07,5,3.494e-11,6.018e-08
"chr2",26624449,26624934,5.325e-18,10,1.831e-29,1.346e-26
"chr12",122018896,122019117,3.153e-14,7,1.039e-16,1.792e-13
"chr1",161008296,161008826,6.331e-15,8,4.869e-28,3.276e-25
"chr1",178062685,178062853,1.061e-23,5,1.026e-29,2.179e-26
"chr6",31619761,31619951,1.391e-18,5,1.056e-23,1.982e-20
"chr17",45810358,45810512,1.159e-19,7,1.074e-23,2.487e-20
"chr2",27665078,27665150,3.494e-06,5,3.972e-07,0.001965
"chr13",74708037,74708194,7.686e-24,5,1.522e-26,3.458e-23
"chr7",151722535,151722628,1.963e-27,5,6.719e-29,2.577e-25
"chr12",120740009,120740057,1.451e-17,5,2.311e-20,1.717e-16
"chr8",109095917,109096064,7.944e-21,6,4.827e-19,1.171e-15
"chr14",29234889,29235196,9.914e-18,8,1.422e-31,1.652e-28
"chr10",49893335,49893549,2.063e-18,7,3.717e-19,6.193e-16
"chr6",31631637,31631801,9.468e-18,7,6.03e-17,2.414e-13
"chr19",50936037,50936172,7.589e-14,5,1.038e-17,2.742e-14
"chr6",351115,351402,3.678e-20,5,4.395e-29,5.46e-26
"chr19",11529946,11530065,4.716e-13,5,3.133e-18,9.389e-15
"chr6",29796014,29796086,1.629e-18,5,2.197e-21,1.088e-17
"chr17",46667682,46667812,1.132e-07,5,3.403e-10,9.335e-07
"chr10",42863443,42863594,1.149e-09,5,4.055e-12,9.577e-09
"chr6",30689513,30689681,2.205e-18,5,9.488e-23,2.014e-19
"chr6",30042136,30042388,7.249e-15,8,1.152e-21,1.63e-18
"chr6",138893613,138893718,5.432e-15,6,3.167e-16,1.131e-12
"chr8",39172019,39172120,1.739e-08,6,3.733e-13,1.318e-09
"chr19",33210497,33210851,1.682e-12,5,6.011e-22,6.055e-19
"chr14",24898817,24899054,3.835e-18,7,6.848e-24,1.03e-20
"chr11",3014168,3014291,1.008e-22,5,3.338e-22,9.677e-19
"chr1",41328136,41328420,5.282e-16,6,7.311e-32,9.18e-29
"chr18",43684143,43684271,2.297e-18,5,7.724e-17,3.093e-13
"chr3",30647669,30647808,3.337e-22,6,4.907e-22,1.259e-18
"chr22",30476088,30476345,1.857e-10,9,1.809e-13,2.509e-10
"chr17",46651721,46651952,5.143e-22,7,9.964e-27,1.538e-23
"chr22",44287771,44288155,1.776e-22,7,6.459e-27,5.998e-24
"chr6",33254384,33254599,7.944e-21,5,2.748e-22,4.558e-19
"chr11",1036676,1036766,1.307e-14,6,2.121e-15,8.358e-12
"chr20",44650141,44650270,8.338e-20,5,4.154e-24,1.148e-20
"chr6",31164742,31164994,7.622e-13,10,3.162e-16,4.713e-13
"chr7",99691603,99691734,7.289e-37,6,1.865e-35,5.076e-32
"chr14",23623662,23623935,9.512e-08,5,1.403e-11,1.833e-08
"chr3",194090476,194090730,7.572e-08,5,3.066e-14,4.302e-11
"chr7",152160884,152161197,1.615e-17,5,4.813e-22,5.484e-19
"chr4",24796918,24797176,1.76e-16,6,4.007e-17,5.539e-14
"chr20",24449667,24449916,1.994e-22,7,9.055e-28,1.297e-24
"chr6",134210137,134210307,2.334e-10,7,3.413e-16,6.987e-13
"chr6",29716938,29717136,5.956e-18,5,1.434e-23,2.582e-20
"chr7",101005831,101006058,4.872e-12,5,3.874e-16,5.232e-13
"chr6",32948329,32948526,3.31e-33,6,1.199e-29,2.171e-26
"chr15",34502417,34502580,4.206e-20,5,8.812e-24,1.928e-20
"chr19",49866855,49866963,3.762e-17,5,1.657e-18,5.47e-15
"chr13",114107875,114108052,6.894e-16,7,6.065e-17,2.237e-13
"chr1",26233331,26233709,2.842e-17,11,6.501e-24,6.133e-21
"chr15",81426346,81426669,2.748e-11,9,1.013e-15,1.103e-12
"chr20",19915715,19915874,3.276e-15,6,3.15e-15,6.972e-12
"chr11",62783360,62783573,1.021e-14,6,2.896e-22,4.849e-19
"chr8",110374562,110374866,5.918e-13,6,1.77e-24,2.076e-21
"chr4",89618981,89619085,3.712e-17,8,1.372e-19,4.705e-16
"chr11",64126339,64126461,4.123e-25,6,1.544e-25,4.513e-22
"chr10",125651369,125651726,1.652e-12,8,3.584e-19,3.58e-16
"chr11",6947540,6947759,1.343e-15,5,8.544e-19,1.391e-15
"chr11",67418105,67418405,3.165e-06,8,3.156e-10,3.751e-07
"chr19",5913853,5914158,4.972e-23,5,6.518e-28,7.62e-25
"chr22",25595588,25595840,3.776e-22,6,7.393e-29,1.046e-25
"chr12",110156244,110156459,3.693e-17,5,2.41e-19,3.997e-16
"chr15",32933660,32933919,7.019e-11,5,4.79e-18,6.595e-15
"chr19",9785726,9786027,5.49e-07,6,1.217e-13,1.442e-10
"chr4",331395,331517,1.364e-28,5,3.997e-30,1.168e-26
"chr11",3187445,3187939,2.817e-29,15,5.977e-40,4.315e-37
"chr17",37764117,37764293,1.808e-26,7,5.268e-30,1.067e-26
"chr3",46037407,46037608,6.595e-13,5,2.314e-20,4.105e-17
"chr17",17109569,17109817,2.034e-10,7,5.241e-13,7.535e-10
"chr6",32119873,32120203,2.993e-10,6,7.245e-17,1.2e-13
"chr16",8806358,8806756,1.162e-07,7,3.8e-14,3.402e-11
"chr11",2482222,2482594,3.933e-23,10,1.705e-34,1.635e-31
"chr17",41278134,41278622,3.062e-10,10,8.597e-14,6.279e-11
"chr16",1583809,1584118,5.268e-06,6,2.107e-11,2.432e-08
"chr7",48129796,48129992,7.712e-10,5,5.236e-17,9.526e-14
"chr6",28973317,28973524,1.106e-23,10,2.346e-29,4.041e-26
"chr3",121902441,121902622,1.699e-17,7,2.055e-14,4.047e-11
"chr17",40274523,40274811,7.343e-28,7,4.295e-34,5.318e-31
"chr20",36156470,36156634,2.19e-31,7,7.452e-27,1.62e-23
"chr3",57742982,57743171,1.406e-20,5,4.366e-23,8.238e-20
"chr3",47450717,47450915,5.037e-23,5,6.94e-33,1.25e-29
"chr17",7461259,7461775,1.996e-06,6,1.495e-18,1.033e-15
"chr8",122651485,122651575,4.738e-25,5,1.669e-26,6.615e-23
"chr1",3566576,3566818,5.317e-22,5,2.394e-26,3.528e-23
"chr5",121414210,121414425,5.187e-14,5,5.101e-20,8.46e-17
"chr11",2019435,2020560,1.158e-30,36,3.438e-48,1.09e-45
"chr1",39874873,39875069,9.214e-27,7,1.386e-31,2.522e-28
"chr6",33041217,33041583,4.562e-12,7,1.842e-23,1.795e-20
"chr6",33048443,33048555,2.653e-05,7,2.626e-06,0.008328
"chr1",67218079,67218275,4.816e-20,5,4.105e-24,7.468e-21
"chr17",46018808,46019184,2.198e-12,7,8.386e-26,7.954e-23
"chr3",30936069,30936318,1.954e-18,6,2.842e-21,4.07e-18
"chr4",165878036,165878136,4.54e-07,5,1.061e-08,3.782e-05
"chr12",26986178,26986279,3.879e-13,5,5.11e-20,1.804e-16
"chr11",117102798,117102988,9.799e-21,5,5.183e-26,9.728e-23
"chr6",33248615,33248714,6.057e-27,5,4.024e-26,1.45e-22
"chr6",30882993,30883203,1.886e-06,5,4.733e-13,8.037e-10
"chr3",13520762,13521178,2.011e-17,8,7.514e-29,6.441e-26
"chr11",2422519,2422730,1.579e-22,10,2.334e-17,3.944e-14
"chr6",28887741,28888029,3.409e-15,5,6.126e-32,7.586e-29
"chr6",29599011,29599390,6.359e-11,9,1.171e-15,1.149e-12
"chr14",100203941,100204258,1.942e-12,6,2.035e-24,2.29e-21
"chr5",168271854,168272051,2.597e-24,5,2.657e-35,4.809e-32
"chr22",38071533,38071677,2.222e-11,6,8.325e-14,2.062e-10
"chr11",47399979,47400330,2.692e-09,7,2.749e-15,2.82e-12
"chr4",155702171,155702411,1.389e-07,6,1.359e-12,2.019e-09
"chr13",26586253,26586713,2.769e-09,6,4.529e-18,3.511e-15
"chr6",29455255,29455532,1.24e-25,7,1.912e-29,2.461e-26
"chr17",81052621,81052836,7.786e-22,6,1.993e-29,3.305e-26
"chr12",132663427,132663741,2.239e-09,6,3.134e-18,3.559e-15
"chr1",177140125,177140322,4.181e-19,5,1.479e-23,2.677e-20
"chr2",127413362,127413530,3.267e-11,5,8.619e-15,1.838e-11
