"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr5",170736131,170736335,7.827e-29,7,1.549e-26,2.707e-23
"chr10",63809072,63809170,1.978e-17,6,3.238e-18,1.178e-14
"chr1",204328842,204329307,6.824e-21,8,1.284e-37,9.843e-35
"chr18",21452729,21452895,1.424e-16,6,1.285e-17,2.761e-14
"chr5",78365646,78365801,3.822e-13,5,3.389e-18,7.798e-15
"chr17",46719576,46720050,5.802e-14,5,1.411e-34,1.061e-31
"chr6",30128384,30128686,7.93e-42,9,5.828e-47,6.882e-44
"chr6",31382064,31382250,1.798e-27,5,7.371e-34,1.413e-30
"chr11",57529254,57529614,1.059e-11,5,4.321e-19,4.28e-16
"chr16",69141249,69141442,1.499e-16,5,4.119e-33,7.611e-30
"chr5",1225294,1225719,3.942e-38,7,6.909e-52,5.797e-49
"chr8",140716494,140716766,2.195e-17,5,3.732e-34,4.892e-31
"chr12",12848976,12849138,2.128e-20,5,4.54e-26,9.993e-23
"chr1",236686563,236686804,7.391e-15,5,4.255e-19,6.297e-16
"chr6",33423974,33424213,0,9,4.841e-57,7.223e-54
"chr6",30656498,30656692,2.909e-26,6,8.381e-37,1.541e-33
"chr6",32363120,32363325,1.824e-37,6,3.41e-34,5.932e-31
"chr17",10559322,10559537,8.028e-31,5,1.206e-45,2.001e-42
"chr22",20073392,20073636,4.433e-23,5,1.929e-43,2.82e-40
"chr6",29796014,29796086,2.091e-25,5,3.584e-28,1.775e-24
"chr16",2879943,2880431,3.123e-21,6,6.506e-35,4.754e-32
"chr6",100442001,100442151,4.984e-16,5,1.591e-22,3.783e-19
"chr7",5111487,5111669,1.068e-20,8,9.934e-21,1.946e-17
"chr11",67205095,67205291,3.527e-21,5,1.242e-24,2.259e-21
"chr10",93393027,93393509,1.775e-21,7,1.173e-36,8.677e-34
"chr11",113258209,113258455,2.028e-26,6,2.652e-34,3.844e-31
"chr17",7323539,7323730,0,5,8.399e-51,1.568e-47
"chr20",33872553,33872806,5.025e-28,6,4.047e-38,5.704e-35
"chr17",18163715,18163865,1.138e-28,5,1.6e-32,3.804e-29
"chr5",112824613,112824765,4.321e-13,5,6.302e-15,1.485e-11
"chr10",111683421,111683654,9.655e-16,5,1.254e-24,1.919e-21
"chr1",26233331,26233709,5.568e-25,11,1.433e-33,1.352e-30
"chr14",96505372,96505502,7.782e-36,6,6.653e-34,1.825e-30
"chr4",4859934,4860082,5.659e-35,8,1.09e-34,2.626e-31
"chr6",28510280,28510532,6.094e-14,9,2.377e-19,3.364e-16
"chr19",39574711,39575027,8.216e-20,7,9.348e-34,1.055e-30
"chr17",41924398,41924577,1.283e-32,8,3.549e-34,7.071e-31
"chr10",135340720,135341025,4.641e-33,6,1.063e-35,1.243e-32
"chr13",31479934,31480335,1.576e-21,7,3.353e-38,2.982e-35
"chr3",73674067,73674170,1.842e-27,7,1.809e-31,6.263e-28
"chr5",74162770,74162924,8.9e-22,5,2.632e-24,6.095e-21
"chr18",44236846,44237151,0,8,3.475e-49,4.063e-46
"chr11",66035909,66036138,3.857e-13,6,1.025e-20,1.596e-17
"chr15",52043485,52043684,8.856e-29,6,9.25e-34,1.657e-30
"chr6",33267504,33267781,4.956e-36,12,5.488e-38,7.065e-35
"chr1",155290417,155290614,1.812e-22,6,4.803e-29,8.695e-26
"chr7",50861417,50862067,2.238e-41,18,5.236e-57,2.873e-54
"chr19",51220097,51220537,5.156e-36,8,1.09e-43,8.835e-41
"chr20",61809715,61809932,8.856e-29,8,5.251e-35,8.629e-32
"chr3",44770850,44770973,1.094e-18,6,3.771e-13,1.093e-09
"chr3",196065105,196065569,1.402e-40,11,5.062e-57,3.89e-54
"chr10",72201416,72201668,7.042e-18,6,2.066e-28,2.923e-25
"chr5",125931119,125931275,2.281e-25,5,9.918e-25,2.267e-21
"chr17",46608267,46608570,0,9,7.272e-62,8.558e-59
"chr15",93633144,93633408,9.504e-13,5,1.178e-22,1.591e-19
"chr22",39898039,39898247,1.674e-16,5,1.425e-26,2.443e-23
"chr19",10381354,10381498,2.785e-31,6,2.264e-33,5.606e-30
"chr6",31778621,31778842,0,8,2.868e-59,4.628e-56
"chr10",102893924,102894342,7.626e-13,6,9.042e-28,7.714e-25
"chr11",64981080,64981316,8.414e-16,5,3.519e-23,5.317e-20
"chr6",143998868,143999105,9.521e-27,7,9.264e-38,1.394e-34
"chr18",49866209,49866412,4.137e-30,8,3.688e-34,6.478e-31
"chr6",28601268,28601519,2.241e-09,13,7.332e-13,1.042e-09
"chr10",27703246,27703377,7.461e-25,6,6.265e-28,1.706e-24
"chr20",19866973,19867145,5.367e-20,5,2.977e-29,6.173e-26
"chr22",44568698,44568812,5.08e-20,6,8.506e-21,2.661e-17
"chr6",33160066,33160318,9.561e-32,12,9.509e-38,1.346e-34
"chr21",38070523,38070671,1.122e-23,5,2.173e-29,5.236e-26
"chr6",28493499,28493664,1.121e-25,5,6.058e-29,1.309e-25
"chr6",75953565,75953690,6.492e-23,5,2.124e-30,6.058e-27
"chr13",26625088,26625359,3.813e-21,6,1.423e-19,1.872e-16
"chr19",8428849,8429166,2.692e-19,5,2.555e-36,2.874e-33
"chr20",13200972,13201353,7.801e-22,8,7.893e-42,7.388e-39
"chr20",37075184,37075286,5.832e-29,5,1.053e-29,3.681e-26
"chr6",30509404,30509642,2.788e-27,7,3.377e-35,5.059e-32
"chr11",790141,790293,1.501e-19,6,1.074e-28,2.519e-25
"chr6",32015174,32015389,1.628e-37,6,4.238e-33,7.029e-30
"chr19",12146564,12146696,2.969e-28,5,7.164e-28,1.935e-24
"chr17",45810358,45810512,1.869e-27,7,1.111e-31,2.572e-28
"chr6",31631637,31631801,0,7,1.223e-40,2.659e-37
"chr6",30524221,30524408,1.456e-25,6,2.607e-32,4.971e-29
"chr1",23763278,23763782,2.934e-29,5,1.559e-32,1.103e-29
"chr20",62574022,62574273,7.539e-20,5,1.015e-25,1.442e-22
"chr7",1967620,1967976,1.954e-28,5,4.735e-48,4.743e-45
"chr2",242127689,242127948,1.29e-28,5,1.646e-45,2.267e-42
"chr7",44240379,44240570,6.161e-29,6,1.617e-36,3.019e-33
"chr5",95997735,95997923,1.648e-22,5,1.922e-29,3.646e-26
"chr7",4832111,4832535,1.441e-09,5,1.175e-21,9.88e-19
"chr7",27186992,27187560,2.9e-16,8,1.971e-38,1.237e-35
"chr17",79283027,79283138,2.578e-27,5,5.422e-27,1.742e-23
"chr12",132690569,132690782,3.644e-23,6,4.747e-24,7.947e-21
"chr19",44324746,44325008,4.028e-26,9,5.444e-29,7.409e-26
"chr4",77356174,77356507,1.839e-18,5,1.068e-25,1.144e-22
"chr19",2255418,2255496,0,5,8.205e-45,3.751e-41
"chr12",52995249,52995446,2.473e-17,5,2.281e-22,4.129e-19
"chr1",113249941,113250088,6.215e-23,5,3.921e-31,9.512e-28
"chr4",174429262,174429374,1.178e-24,5,1.674e-24,5.331e-21
"chr4",165898665,165898967,3.454e-17,8,9.312e-24,1.1e-20
"chr13",48807049,48807339,5.669e-26,6,7.647e-32,9.403e-29
"chr5",87980881,87981253,4.498e-17,6,7.041e-30,6.749e-27
"chr11",57267100,57267445,4.607e-16,5,1.565e-21,1.618e-18
"chr6",144329731,144329962,1.536e-22,10,8.721e-25,1.346e-21
"chr19",18496755,18497064,5.902e-17,6,1.265e-25,1.46e-22
"chr4",56458332,56458622,2.628e-33,6,1.729e-53,2.126e-50
"chr6",31126798,31127379,1.714e-16,15,1.009e-33,6.194e-31
"chr6",150346720,150347053,9.616e-32,10,9.402e-37,1.007e-33
"chr5",76114521,76114684,1.016e-32,5,1.1e-36,2.406e-33
"chr22",44287771,44288155,6.261e-30,7,5.457e-36,5.067e-33
"chr11",18477152,18477379,1.669e-10,5,4.905e-16,6.977e-13
"chr7",27260101,27260466,4.925e-16,5,7.49e-32,7.318e-29
"chr10",102279689,102279791,8.495e-18,6,3.841e-18,1.343e-14
"chr11",44332127,44332624,3.389e-30,15,1.602e-49,1.15e-46
"chr3",30936069,30936318,1.006e-24,6,8.045e-28,1.152e-24
"chr16",4421444,4421654,4.631e-19,5,3.939e-26,6.689e-23
"chr6",32847526,32847845,1.098e-20,16,3.559e-25,3.979e-22
"chr6",32223075,32223430,2.919e-20,10,4.6e-34,4.621e-31
"chr6",33272147,33272430,0,8,2.003e-60,2.524e-57
"chr11",86383695,86383940,3.026e-27,7,8.618e-30,1.254e-26
"chr3",107810506,107810791,6.495e-22,5,1.374e-34,1.719e-31
"chr6",3848789,3849818,5.205e-36,30,2.582e-60,8.948e-58
"chr1",85040133,85040343,1.552e-24,8,6.009e-36,1.02e-32
"chr7",151722535,151722628,2.32e-34,5,5.641e-35,2.163e-31
"chr10",71892693,71892787,4.441e-22,6,3.094e-16,1.264e-12
"chr6",27839849,27840257,1.465e-23,6,9.823e-37,8.586e-34
"chr20",61446961,61447929,2.927e-37,30,5.789e-56,2.133e-53
"chr11",2920349,2920819,6.888e-15,9,6.708e-27,5.089e-24
"chr18",43652365,43652594,2.578e-27,6,2.039e-31,3.175e-28
"chr6",32122009,32122161,9.525e-39,8,1.112e-30,2.608e-27
"chr17",1665118,1665303,3.101e-19,7,8.415e-23,1.622e-19
"chr4",159131323,159131690,2.509e-18,5,1.084e-30,1.053e-27
"chr18",32556625,32556804,3.616e-23,5,3.327e-31,6.628e-28
"chr10",133273799,133274319,5.226e-34,8,6.141e-48,4.211e-45
"chr2",175351896,175351956,3.233e-20,5,1.001e-22,5.948e-19
"chr7",38350920,38351226,1.275e-09,5,1.131e-17,1.318e-14
"chr7",158045979,158046222,2.454e-07,5,3.762e-12,5.521e-09
"chr19",57352013,57352269,6.491e-35,9,4.757e-37,6.626e-34
"chr6",31854250,31854472,2.935e-36,6,8.042e-41,1.292e-37
"chr4",111397133,111397401,3.967e-11,6,3.829e-15,5.023e-12
"chr2",63815862,63816096,7.864e-27,6,7e-28,1.067e-24
"chr13",113633378,113633676,1.093e-24,6,3.517e-30,4.209e-27
"chr17",46622453,46622715,1.049e-17,7,1.508e-21,2.053e-18
"chr6",30420980,30421218,1.176e-12,6,3.992e-21,5.981e-18
"chr17",46669454,46669781,8.791e-12,7,1.051e-23,1.147e-20
"chr10",120101659,120101904,6.533e-27,6,5.421e-37,7.891e-34
"chr5",140864275,140864834,3.187e-19,8,1.163e-40,7.421e-38
"chr10",121356702,121356865,2.733e-32,5,8.568e-37,1.874e-33
"chr5",132155232,132155555,4.28e-08,5,5.291e-19,5.841e-16
"chr1",41444650,41444871,8.879e-29,9,2.18e-27,3.518e-24
"chr15",99789621,99789855,8.462e-10,5,8.075e-17,1.692e-13
"chr6",134210137,134210307,4.491e-15,7,4.672e-23,9.801e-20
"chr11",118763673,118764003,4.527e-26,6,1.491e-32,1.611e-29
"chr11",7041376,7041987,6.873e-34,13,2.584e-45,1.508e-42
"chr10",116164597,116164955,2.394e-18,6,7.452e-29,7.423e-26
"chr8",38831507,38831857,5.667e-12,5,8.31e-23,8.467e-20
"chr1",46859670,46859845,4.57e-15,5,5.866e-23,1.195e-19
"chr22",24979553,24979755,0,7,3.565e-38,6.293e-35
"chr4",21699335,21699534,5.349e-19,6,6.449e-23,1.156e-19
"chr10",134043617,134043897,1.751e-08,5,1.637e-15,2.121e-12
"chr17",73642403,73642773,1.839e-19,7,9.629e-30,9.281e-27
"chr20",61147571,61147679,1.007e-23,6,1.036e-22,3.421e-19
"chr10",134599782,134599860,5.218e-28,5,7.533e-30,3.444e-26
"chr3",155421969,155422145,5.591e-12,5,1.566e-17,3.173e-14
"chr3",182817189,182817626,3.131e-17,9,8.549e-30,6.976e-27
"chr1",182360682,182360902,2.333e-15,5,2.066e-27,3.348e-24
"chr11",87908557,87908938,3.936e-18,9,3.532e-32,3.306e-29
"chr10",18629496,18629677,4.616e-22,5,2.492e-35,4.911e-32
"chr1",23495429,23495577,9.281e-29,6,1.493e-27,3.597e-24
"chr2",241076130,241076777,0,16,6.569e-53,3.621e-50
"chr13",114107875,114108052,1.773e-39,7,4.914e-37,9.901e-34
"chr7",150778121,150778340,6.144e-26,7,2.09e-32,3.403e-29
"chr17",48546257,48546503,1.853e-14,6,7.26e-22,1.052e-18
"chr12",107348688,107349093,2.838e-15,5,8.083e-32,7.117e-29
"chr7",130130121,130130753,6.281e-13,14,2.301e-28,1.298e-25
"chr14",24780539,24780926,8.992e-15,9,7.223e-21,6.656e-18
"chr21",42219138,42219299,1.612e-24,6,8.212e-28,1.819e-24
"chr6",30796198,30796407,3.653e-17,6,8.356e-15,1.421e-11
"chr14",55907298,55907460,1.669e-13,6,8.168e-17,2.444e-13
"chr20",57428281,57428437,2.058e-40,5,9.379e-45,2.144e-41
"chr20",61161999,61162112,0,5,4.505e-42,1.422e-38
"chr1",68512776,68513063,1.09e-11,6,3.423e-20,4.254e-17
"chr7",45961345,45961569,5.859e-34,9,1.178e-29,1.875e-26
"chr7",150779046,150779390,1.501e-27,7,5.06e-32,5.246e-29
"chr4",123747532,123747750,4.017e-13,6,2.405e-25,3.935e-22
"chr6",33401479,33401542,1.431e-11,5,9.024e-14,5.109e-10
"chr11",47600535,47600751,1.309e-24,7,4.137e-30,6.829e-27
"chr6",32049262,32049376,0,5,5.051e-46,1.58e-42
"chr10",49893335,49893549,1.046e-27,7,7.385e-28,1.231e-24
"chr8",105379367,105379726,1.67e-29,5,1.05e-35,1.043e-32
"chr6",32119873,32120324,2.526e-20,7,5.559e-35,4.395e-32
"chr19",18699117,18699342,1.314e-08,5,1.42e-16,1.76e-13
"chr6",29589894,29590017,0,5,9.847e-45,2.855e-41
"chr20",61151390,61151480,0,5,1.251e-44,4.958e-41
"chr16",62070004,62070306,6.533e-27,9,2.162e-31,2.553e-28
"chr17",46651721,46651952,5.202e-36,7,8.056e-52,1.244e-48
"chr3",49044373,49044551,6.237e-23,6,3.021e-30,6.053e-27
"chr11",57519281,57519659,5.992e-38,8,2.124e-52,2.004e-49
"chr3",192445499,192445594,6.777e-26,6,4.761e-21,1.787e-17
"chr16",23724773,23724943,7.361e-20,6,1.512e-21,3.173e-18
"chr2",85581377,85581729,1.48e-25,7,3.595e-32,3.642e-29
"chr6",31502385,31502521,8.248e-35,6,4.931e-44,1.293e-40
"chr10",4230412,4230752,5.085e-25,5,4.451e-43,4.668e-40
"chr6",30685073,30685303,1.95e-29,7,1.063e-32,1.647e-29
"chr3",134369986,134370241,4.081e-24,6,1.422e-37,1.989e-34
"chr11",118972878,118973022,5.581e-22,5,7.302e-34,1.808e-30
"chr2",74685458,74685602,2.661e-34,7,1.866e-28,4.62e-25
"chr6",30180687,30180820,5.541e-26,6,9.204e-26,2.468e-22
"chr1",38412518,38412818,3.94e-18,6,1.284e-29,1.526e-26
"chr19",52004991,52005188,5.356e-24,5,1.142e-29,2.068e-26
"chr6",30619046,30619242,0,11,4.123e-50,7.501e-47
"chr5",78407417,78407566,1.381e-19,6,4.227e-29,1.012e-25
"chr12",54446018,54446576,4.57e-15,10,9.581e-30,6.123e-27
"chr6",32023245,32023383,0,6,9.427e-38,2.436e-34
"chr10",1102608,1102726,4.145e-35,5,7.471e-33,2.258e-29
"chr6",33385235,33385582,1.747e-36,11,8.681e-45,8.921e-42
"chr11",2464821,2465491,5.882e-27,15,4.301e-55,2.289e-52
"chr6",31590512,31590870,1.063e-38,10,2.353e-40,2.344e-37
"chr17",80545124,80545454,2.366e-12,6,2.879e-26,3.111e-23
"chr6",28602542,28603292,6.05e-40,21,1.695e-57,8.059e-55
"chr6",30173935,30174261,7.52e-25,6,7.687e-30,8.409e-27
"chr8",142377302,142377489,1.655e-28,5,2.178e-32,4.153e-29
"chr12",14927075,14927294,7.361e-20,6,5.711e-31,9.299e-28
"chr6",30688680,30688882,1.284e-23,6,1.304e-21,2.302e-18
"chr6",29760446,29760909,1.286e-27,13,1.553e-47,1.196e-44
"chr22",42828385,42828516,2.786e-26,6,4.855e-26,1.322e-22
"chr6",117802587,117802786,2.851e-15,5,2.004e-21,3.591e-18
"chr7",27170312,27171051,1.767e-09,14,2.962e-22,1.429e-19
"chr6",122931153,122931308,2.939e-41,8,6.587e-40,1.515e-36
"chr15",74218696,74218921,3.217e-17,8,6.588e-23,1.044e-19
"chr19",49402006,49402111,0,6,7.076e-47,2.403e-43
"chr7",91510313,91510500,1.396e-18,5,6.419e-25,1.224e-21
"chr6",32085148,32085541,1.062e-28,7,2.977e-30,2.702e-27
"chr6",30165960,30166173,1.742e-35,6,5.897e-36,9.873e-33
"chr6",29944979,29945155,1.2e-37,10,9.919e-39,2.01e-35
"chr11",28129558,28129852,3.574e-32,7,6.051e-43,7.339e-40
"chr12",57940956,57941150,2.716e-25,6,1.667e-34,3.064e-31
"chr5",171881545,171881583,2.619e-19,5,8.801e-22,8.259e-18
"chr22",45680686,45681036,2.609e-17,6,2.025e-27,2.064e-24
"chr6",30131188,30131719,5.402e-41,13,4.958e-46,3.329e-43
"chr11",64051698,64051814,3.41e-32,6,1.497e-32,4.602e-29
"chr22",50585385,50585427,8.196e-17,5,3.488e-19,2.962e-15
"chr6",158589293,158589440,2.698e-19,5,1.379e-25,3.345e-22
"chr8",97657071,97657345,1.109e-29,7,7.172e-39,9.334e-36
"chr7",149569882,149570183,9.406e-23,9,1.006e-27,1.191e-24
"chr17",65471302,65471507,1.096e-10,5,9.652e-19,1.679e-15
"chr12",89748725,89749142,1.011e-20,7,2.212e-20,1.891e-17
"chr11",117747933,117748236,2.94e-17,7,9.466e-21,1.114e-17
"chr1",1104256,1104526,1.702e-27,6,2.873e-27,3.794e-24
"chr20",749147,749620,5.559e-15,7,1.066e-22,8.036e-20
"chr6",31649334,31649728,9.421e-21,10,1.455e-30,1.317e-27
"chr6",32115963,32116112,4.16e-21,6,1.925e-28,4.607e-25
"chr22",17489111,17489250,1.153e-34,6,1.496e-30,3.838e-27
"chr6",106546703,106546824,6.002e-13,5,1.135e-13,3.344e-10
"chr13",31506684,31506963,8.221e-11,7,1.609e-14,2.058e-11
"chr6",31105710,31106302,2.185e-36,12,2.336e-54,1.407e-51
"chr11",12398873,12399109,2.898e-26,7,1.103e-29,1.667e-26
"chr12",75785088,75785295,4.688e-11,5,1.746e-17,3.007e-14
"chr3",53381804,53381977,1.005e-26,5,3.483e-34,7.179e-31
"chr3",156838095,156838403,1.206e-14,5,2.589e-27,2.997e-24
"chr6",31860643,31860763,0,5,1.173e-49,3.486e-46
"chr11",45928804,45928937,1.603e-32,6,1.436e-22,3.851e-19
"chr19",38810161,38810284,1.732e-25,5,2.689e-26,7.796e-23
"chr1",25292017,25292412,4.03e-37,8,2.414e-52,2.18e-49
"chr3",49967461,49967713,3.209e-10,6,7.058e-17,1.571e-13
"chr17",17109569,17109817,3.863e-15,7,1.324e-18,1.904e-15
"chr1",112058235,112058750,1.926e-10,5,1.102e-24,7.629e-22
"chr11",2292690,2293309,1.503e-38,20,1.445e-36,8.326e-34
"chr6",30652646,30652907,1.517e-15,5,6.736e-29,9.204e-26
"chr15",93616893,93617080,6.654e-33,8,8.065e-33,1.538e-29
"chr6",31852239,31852503,2.238e-41,9,4.806e-43,6.492e-40
"chr1",200841804,200842145,1.811e-23,5,2.787e-40,2.915e-37
"chr6",30112422,30112776,4.628e-24,5,1.226e-33,1.235e-30
"chr2",3704362,3704773,7.851e-14,6,5.609e-28,4.867e-25
"chr19",2236342,2236503,3.674e-26,5,1.204e-34,2.668e-31
"chr5",175788721,175788878,5.385e-25,5,3.628e-36,8.24e-33
"chr5",169659744,169659950,0,7,2.387e-55,4.133e-52
"chr5",2537495,2537834,4.414e-07,6,1.911e-14,2.009e-11
"chr19",859329,859680,2.794e-21,6,2.277e-28,2.314e-25
"chr20",62367697,62367998,5.287e-17,7,3.823e-24,4.53e-21
"chr6",33359454,33359648,6.292e-20,5,5.101e-30,9.376e-27
"chr22",25595588,25595840,1.633e-24,6,1.783e-41,2.523e-38
"chr1",93645672,93646016,2.593e-19,5,8.84e-32,9.164e-29
"chr11",2922634,2922852,8.394e-36,6,3.765e-36,6.158e-33
"chr12",1609368,1609549,1.393e-19,6,3.349e-26,6.598e-23
"chr12",27396705,27396983,7.714e-18,5,6.527e-22,8.373e-19
"chr12",57634409,57634677,7.402e-24,6,3.978e-28,5.294e-25
"chr2",176046456,176046632,3.401e-32,5,1.329e-34,2.693e-31
"chr4",5890288,5890430,8.146e-33,7,9.92e-35,2.491e-31
"chr8",11561497,11561593,2.665e-32,5,2.34e-30,8.694e-27
"chr8",99306715,99306953,1.8e-23,6,1.368e-35,2.05e-32
"chr2",175260419,175260698,1.056e-20,5,1.691e-33,2.161e-30
"chr10",72432460,72432573,4.05e-18,5,1.188e-21,3.75e-18
"chr1",75198402,75199117,4.1e-15,10,6.81e-36,3.396e-33
"chr16",89557868,89558024,1.999e-29,5,2.922e-31,6.679e-28
"chr6",31543539,31543686,1.662e-20,8,3.168e-30,7.685e-27
"chr6",31865865,31866255,2.814e-30,9,2.56e-41,2.34e-38
"chr12",121416389,121416796,0,8,1.328e-62,1.163e-59
"chr11",2721206,2722258,4.332e-26,29,5.35e-62,1.814e-59
"chr11",62783360,62783573,2.757e-23,6,5.379e-33,9.005e-30
"chr16",8738239,8738531,5.316e-13,5,1.528e-19,1.867e-16
"chr6",167263024,167263454,9.569e-26,6,5.765e-40,4.781e-37
"chr20",30135107,30135177,8.479e-25,6,1.567e-27,7.982e-24
"chr7",152160884,152161197,1.814e-22,5,3.992e-29,4.549e-26
"chr7",1022470,1023066,1.698e-27,10,7.983e-52,4.777e-49
"chr12",58146163,58146524,1.189e-18,6,6.787e-27,6.705e-24
"chr6",31707452,31707803,2.935e-34,11,5.306e-42,5.391e-39
"chr17",76037034,76037562,3.842e-12,6,3.889e-26,2.626e-23
"chr1",244213357,244213618,1.033e-12,5,5.053e-24,6.904e-21
"chr5",139493485,139493680,3.654e-25,5,4.345e-28,7.946e-25
"chr4",41867414,41867562,2.697e-24,5,4.812e-27,1.16e-23
"chr6",31830526,31830656,1.508e-31,5,2.845e-33,7.804e-30
"chr6",26018002,26018185,2.73e-19,6,1.587e-19,3.093e-16
"chr12",133066504,133066682,2.586e-18,6,6.638e-21,1.33e-17
"chr4",24796918,24797176,1.248e-16,6,2.372e-25,3.279e-22
"chr4",124317778,124317966,4.247e-30,7,8.448e-25,1.602e-21
"chr6",32064145,32064218,2.305e-05,7,3.463e-06,0.01677
"chr7",143599077,143599409,7.827e-29,7,1.382e-37,1.485e-34
"chr6",151814891,151814994,1.287e-29,5,5.851e-28,2.026e-24
"chr2",26624449,26624934,9.25e-25,10,4.088e-45,3.006e-42
"chr6",27832868,27832992,1.147e-21,5,1.046e-21,3.008e-18
"chr7",23053736,23054024,1.922e-26,10,8.538e-30,1.057e-26
"chr8",42234613,42234975,1.595e-18,6,4.434e-24,4.368e-21
"chr6",31846768,31847028,3.179e-21,9,4.282e-24,5.873e-21
"chr6",32016069,32016426,1.113e-30,12,4.232e-29,4.227e-26
"chr5",140346105,140346293,4.295e-24,5,2.222e-27,4.216e-24
"chr13",48877433,48877719,2.935e-36,8,2.15e-35,2.681e-32
"chr3",111717681,111718245,3.598e-18,8,7.83e-33,4.951e-30
"chr6",138866864,138867125,4.063e-38,7,2.755e-45,3.764e-42
"chr17",50237204,50237403,7.57e-17,5,2.029e-21,3.637e-18
"chr6",29975229,29975427,4.578e-17,6,5.035e-28,9.069e-25
"chr7",26191457,26191696,2.102e-23,5,1.127e-32,1.682e-29
"chr6",31627510,31627714,1.169e-23,7,8.548e-29,1.494e-25
"chr6",52009018,52009154,0,5,7.508e-48,1.969e-44
"chr11",1948932,1949113,1.265e-17,5,3.925e-23,7.733e-20
"chr1",68299387,68299511,2.749e-17,5,6.874e-21,1.977e-17
"chr12",115134903,115135238,3.583e-38,14,2.724e-39,2.9e-36
"chr2",124782585,124782885,4.282e-15,5,3.439e-27,4.088e-24
"chr11",69933926,69934128,4.98e-18,5,5.048e-22,8.912e-19
"chr11",94278323,94278603,6.06e-16,8,1.16e-25,1.478e-22
