"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",57642627,57642763,5.402e-09,6,9.263e-12,2.429e-08
"chr4",174429262,174429374,8.794e-20,5,4.474e-20,1.424e-16
"chr17",17109569,17109817,2.473e-12,7,3.452e-15,4.949e-12
"chr10",49893335,49893549,2.777e-22,7,1.273e-22,2.121e-19
"chr4",331395,331517,1.153e-31,5,1.569e-32,4.586e-29
"chr15",27111387,27111604,2.514e-21,9,7.329e-19,1.204e-15
"chr22",24890689,24890833,5.858e-14,7,1.221e-18,3.023e-15
"chr11",64126339,64126461,1.612e-28,6,2.405e-28,7.029e-25
"chr14",24898817,24899054,1.764e-21,7,2.463e-27,3.706e-24
"chr20",33880194,33880370,1.904e-26,6,5.28e-31,1.07e-27
"chr17",1957606,1958206,2.018e-25,15,1.112e-44,6.608e-42
"chr8",18541445,18541627,4.909e-24,5,3.314e-24,6.494e-21
"chr6",32948329,32948526,2.079e-33,6,2.851e-29,5.161e-26
"chr6",31409504,31409757,1.507e-16,7,4.06e-25,5.722e-22
"chr10",97802848,97803058,2.414e-32,9,1.029e-26,1.747e-23
"chr6",155537900,155538055,2.561e-11,6,7.731e-18,1.779e-14
"chr7",1250181,1250500,4.915e-15,6,4.401e-18,4.92e-15
"chr18",43684143,43684271,8.291e-21,5,1.315e-18,3.663e-15
"chr20",23015898,23015936,1.189e-13,5,4.87e-16,4.167e-12
"chr1",109941042,109941201,8.43e-13,5,1.793e-16,4.98e-13
"chr20",43729807,43730072,1.23e-20,7,3.165e-27,4.259e-24
"chr6",33385235,33385582,6.961e-32,11,3.128e-39,3.215e-36
"chr11",117102798,117102988,1.315e-23,5,4.776e-29,8.964e-26
"chr15",61521714,61521987,1.095e-22,5,1.675e-27,2.188e-24
"chr5",121414136,121414425,2.598e-16,6,9.784e-28,1.207e-24
"chr11",105481282,105481509,2.062e-10,6,1.659e-19,2.606e-16
"chr19",33210497,33210851,9.026e-22,5,2.861e-36,2.882e-33
"chr6",31619761,31619951,1.048e-20,5,4.159e-26,7.806e-23
"chr17",46667586,46667812,1.754e-10,6,1.657e-14,2.61e-11
"chr7",106505687,106505961,4.79e-13,5,4.768e-24,6.205e-21
"chr17",7461259,7461775,4.834e-08,6,1.775e-22,1.227e-19
"chr6",136172686,136173085,8.63e-28,6,1.171e-31,1.047e-28
"chr6",30112422,30112776,8.474e-24,5,3.69e-34,3.717e-31
"chr22",30662798,30663041,3.876e-26,6,5.758e-37,8.45e-34
"chr6",29720314,29720635,4.638e-20,7,4.281e-24,4.756e-21
"chr12",66563718,66563928,1.677e-19,5,3.465e-24,5.883e-21
"chr2",225266579,225266876,1.264e-20,7,3.271e-27,3.927e-24
"chr10",72362291,72362866,1.06e-17,9,4.5e-23,2.791e-20
"chr16",84224563,84224901,1.896e-16,5,1.078e-26,1.137e-23
"chr4",8582100,8582300,7.262e-13,7,1.229e-14,2.197e-11
"chr6",29924201,29924471,1.592e-30,6,9.175e-29,1.212e-25
"chr5",76115809,76116169,6.178e-10,5,2.476e-21,2.453e-18
"chr7",12610077,12610175,6.901e-26,5,7.721e-26,2.809e-22
"chr11",62783360,62783573,1.706e-17,6,3.746e-27,6.271e-24
"chr6",30165960,30166173,3.26e-35,6,1.009e-35,1.689e-32
"chr2",26624449,26624934,7.24e-21,10,9.455e-34,6.952e-31
"chr7",27183642,27184521,0,31,2.038e-49,8.269e-47
"chr10",118083817,118084109,8.563e-25,5,1.941e-40,2.37e-37
"chr3",47450717,47450915,8.285e-36,5,2.346e-43,4.226e-40
"chr17",6899296,6899758,8.756e-13,9,3.25e-19,2.509e-16
"chr1",178062685,178062853,1.182e-26,5,1.161e-32,2.465e-29
"chr5",168271854,168272051,7.134e-28,5,1.38e-43,2.498e-40
"chr19",9609151,9609422,9.318e-24,8,1.683e-30,2.214e-27
"chr6",29768218,29768269,2.652e-36,5,3.57e-40,2.496e-36
"chr13",48877433,48877719,1.785e-32,8,1.153e-31,1.438e-28
"chr3",111717681,111718245,1.191e-14,7,8.545e-26,5.403e-23
"chr11",6947446,6947759,1.316e-17,6,9.216e-22,1.05e-18
"chr19",9785726,9786077,2.014e-08,7,8.16e-18,8.29e-15
"chr3",46506103,46506554,2.614e-22,9,8.144e-35,6.44e-32
"chr15",81426346,81426820,1.467e-13,10,5.575e-20,4.194e-17
"chr11",3014168,3014291,2.314e-26,5,3.593e-25,1.042e-21
"chr6",31690903,31692375,6.047e-39,36,1.314e-58,3.183e-56
"chr6",30166731,30166872,0,8,2.573e-31,6.509e-28
"chr7",142494147,142494564,2.959e-10,7,2.162e-17,1.849e-14
"chr6",29455255,29455532,4.635e-39,7,6.711e-45,8.64e-42
"chr20",36148603,36149455,1.412e-14,32,3.676e-21,1.538e-18
"chr20",44650141,44650270,1.741e-22,5,3.582e-27,9.901e-24
"chr13",73356345,73356591,1.453e-24,6,1.37e-26,1.987e-23
"chr6",30689513,30689681,3.093e-21,5,1.548e-25,3.286e-22
"chr2",158453599,158454243,4.217e-14,7,7.236e-28,4.007e-25
"chr13",26586253,26586713,9.194e-11,6,1.092e-21,8.466e-19
"chr6",30434071,30434552,1.18e-20,13,5.538e-39,4.106e-36
"chr4",165878036,165878136,1.07e-08,5,3.359e-10,1.198e-06
"chr11",1036676,1036766,7.463e-18,6,2.697e-18,1.069e-14
"chr3",46037407,46037608,6.41e-15,5,3.047e-23,5.405e-20
"chr6",160389644,160389851,6.981e-19,8,6.602e-27,1.137e-23
"chr6",32808503,32808752,8.572e-15,6,1.817e-19,2.602e-16
"chr10",105156203,105156444,5.687e-20,6,4.012e-24,5.936e-21
"chr6",112408819,112409052,2.609e-36,8,4.927e-28,7.54e-25
"chr4",24796918,24797176,2.079e-17,6,2.741e-22,3.789e-19
"chr4",89618981,89619236,2.542e-20,9,1.124e-23,1.571e-20
"chr3",49459854,49460177,8.474e-17,8,3.018e-23,3.332e-20
"chr11",111783266,111783355,1.882e-25,5,2.019e-25,8.088e-22
"chr6",134210137,134210307,2.419e-12,7,5.778e-19,1.212e-15
"chr7",16505588,16505664,1.013e-12,5,1.444e-14,6.772e-11
"chr20",24449667,24449916,1.192e-25,7,6.407e-31,9.176e-28
"chr6",28889356,28889682,3.339e-28,5,1.468e-45,1.606e-42
"chr1",41328136,41328420,5.692e-18,6,5.554e-35,6.974e-32
"chr14",101530342,101530856,2.923e-18,6,5.91e-35,4.101e-32
"chr17",42733526,42733729,5.437e-19,7,2.752e-19,4.834e-16
"chr14",29234889,29235196,4.012e-20,8,1.564e-35,1.817e-32
"chr14",23623662,23623935,2.959e-10,5,2.835e-14,3.698e-11
"chr19",41724897,41725332,3.011e-13,5,2.984e-22,2.446e-19
"chr5",140772181,140772681,1.854e-07,6,1.35e-21,9.627e-19
"chr13",46189837,46190098,5.687e-25,7,1.623e-31,2.217e-28
"chr7",151722535,151722628,1.521e-30,5,1.848e-31,7.085e-28
"chr3",46875703,46875903,1.05e-31,8,1.229e-44,2.192e-41
"chr12",50135417,50135621,2.867e-15,5,1.437e-27,2.512e-24
"chr1",3566576,3566818,1.053e-24,5,5.306e-29,7.819e-26
"chr6",32145349,32146232,4.573e-30,25,3.455e-58,1.395e-55
"chr20",57463105,57464129,1.796e-27,33,6.442e-45,2.243e-42
"chr22",26137737,26137997,4.644e-16,5,1.511e-27,2.072e-24
"chr1",202091864,202092005,4.231e-33,7,1.031e-31,2.606e-28
"chr6",112575849,112576119,2.881e-11,5,4.159e-17,5.493e-14
"chr15",86313833,86313973,0,7,4.708e-52,1.199e-48
"chr1",179560699,179560983,2.467e-13,5,5.445e-20,6.837e-17
"chr14",106938288,106938509,4.386e-22,6,1.743e-27,2.812e-24
"chr7",27183195,27183436,8.621e-06,5,5.979e-09,8.848e-06
"chr22",46663417,46663783,1.525e-15,6,5.157e-34,5.024e-31
"chr12",120740009,120740057,3.97e-20,5,7.458e-23,5.541e-19
"chr2",124782585,124782885,2.867e-12,5,1.209e-22,1.437e-19
"chr5",178368070,178368415,1.17e-21,8,3.489e-24,3.606e-21
"chr5",115697213,115697696,5.851e-18,5,1.204e-46,8.888e-44
"chr15",34502417,34502580,1.231e-22,5,2.199e-26,4.811e-23
"chr17",37764117,37764293,3.169e-30,7,2.539e-33,5.145e-30
"chr10",135122745,135122875,1.139e-12,6,8.019e-17,3.045e-13
"chr19",14785592,14785849,5.886e-13,5,1.058e-25,1.469e-22
"chr18",12254119,12254566,1.985e-18,12,1.511e-31,1.206e-28
"chr19",5913853,5914158,2.457e-37,5,2.532e-44,2.961e-41
"chr17",6947287,6947464,7.595e-18,7,9.044e-14,1.823e-10
"chr2",85811291,85811662,3.289e-12,5,2.522e-19,2.424e-16
"chr5",149669367,149669813,1.31e-11,6,1.471e-20,1.176e-17
"chr2",127413362,127413530,6.234e-13,5,1.215e-17,2.579e-14
"chr17",57696952,57697125,9.144e-20,5,6.765e-29,1.394e-25
"chr13",74708037,74708194,1.367e-26,5,5.45e-29,1.238e-25
"chr19",49866855,49866963,1.64e-19,5,1.259e-20,4.157e-17
"chr6",31129328,31129466,0,5,4.897e-49,1.265e-45
"chr11",71955298,71955439,1.057e-18,5,1.083e-21,2.738e-18
"chr1",112058235,112058750,6.269e-08,5,1.56e-19,1.08e-16
"chr20",62168669,62168878,7.105e-22,7,4.312e-19,7.358e-16
"chr16",1583809,1584118,8.676e-08,6,5.474e-14,6.317e-11
"chr17",81052621,81052836,3.79e-22,6,9.789e-31,1.624e-27
"chr6",30121773,30122213,2.586e-33,12,4.662e-52,3.778e-49
"chr6",31631637,31631801,1.039e-27,7,2.139e-25,4.651e-22
"chr6",33091566,33091841,3.016e-09,5,8.281e-17,1.44e-13
"chr7",139168304,139168523,1.593e-22,6,3.083e-29,5.02e-26
"chr16",81129996,81130375,1.621e-15,6,6.786e-32,6.385e-29
"chr19",36236335,36236496,3.183e-32,6,1.369e-33,3.032e-30
"chr12",57940956,57941150,1.759e-22,6,1.143e-29,2.101e-26
"chr12",122018896,122019117,5.376e-18,7,2.508e-20,4.047e-17
"chr3",13520762,13521178,2.196e-19,8,8.322e-30,7.134e-27
"chr6",30585022,30585191,2.056e-32,6,7.623e-36,1.609e-32
"chr6",30042136,30042388,1.206e-16,8,3.089e-25,4.371e-22
"chr4",155702171,155702411,1.19e-09,7,1.337e-14,1.98e-11
"chr7",101005831,101006058,7.515e-14,5,1.44e-17,2.263e-14
"chr6",351115,351402,5.967e-21,5,6.082e-36,7.557e-33
"chr12",133066504,133066682,2.97e-15,6,5.582e-18,1.118e-14
"chr5",140800423,140800629,1.154e-10,5,2.456e-18,4.252e-15
"chr11",72504856,72504909,1.711e-22,5,2.333e-25,1.57e-21
"chr1",67218079,67218275,1.652e-22,5,1.333e-26,2.425e-23
"chr6",123317211,123317569,7.84e-26,6,1.436e-34,1.43e-31
"chr6",133562086,133562494,3.361e-21,12,2.057e-28,1.798e-25
"chr1",175162346,175162553,1.172e-08,5,1.575e-13,2.714e-10
"chr22",24372920,24373054,1.479e-19,5,1.56e-22,4.151e-19
"chr6",10881890,10882240,2.734e-15,6,2.484e-25,2.531e-22
"chr10",102046457,102046768,1.266e-14,7,8.117e-25,9.307e-22
"chr14",96670861,96671169,2.093e-23,8,1.363e-33,1.578e-30
"chr8",110374562,110374866,2.884e-15,6,2.74e-28,3.214e-25
"chr10",90343165,90343435,2.023e-32,7,5.958e-34,7.869e-31
"chr17",46018808,46019184,5.113e-14,7,1.09e-28,1.034e-25
"chr3",10149881,10150139,2.873e-24,8,2.091e-27,2.891e-24
"chr14",55907298,55907460,4.131e-10,6,4.172e-13,9.184e-10
"chr19",46974971,46975180,1.138e-06,5,6.254e-11,1.067e-07
"chr14",100203941,100204258,3.548e-14,6,7.148e-28,8.041e-25
"chr6",32942062,32942808,1.566e-13,9,9.242e-30,4.418e-27
"chr12",110156244,110156459,3.55e-20,5,1.535e-22,2.546e-19
"chr6",30523071,30523449,2.136e-29,10,1.346e-36,1.27e-33
"chr12",129309116,129309376,5.636e-12,5,4.096e-16,6.091e-13
"chr22",30476088,30476525,5.751e-14,11,9.684e-20,7.902e-17
"chr17",40274523,40274811,1.297e-33,7,5.872e-39,7.27e-36
"chr3",33260731,33261000,4.726e-17,5,2.107e-19,2.793e-16
"chr11",15136344,15136505,2.122e-20,5,6.052e-30,1.34e-26
"chr6",30882993,30883203,5.78e-06,5,3.821e-13,6.489e-10
"chr16",8806358,8806756,2.962e-09,7,6.313e-17,9.948e-14
"chr2",74685458,74685602,1.406e-30,7,1.629e-25,4.035e-22
"chr6",48036211,48036676,5.645e-21,10,2.357e-28,1.807e-25
"chr15",32933660,32933919,7.587e-12,5,1.06e-20,1.459e-17
"chr7",99691603,99691734,0,6,2.217e-41,6.036e-38
"chr13",27335081,27335204,5.563e-23,5,4.352e-23,1.262e-19
"chr6",42928273,42928546,7.678e-26,12,1.49e-18,1.946e-15
"chr20",57485764,57486076,4.996e-25,5,1.013e-22,1.158e-19
"chr18",22006315,22006496,2.83e-22,5,9.049e-31,1.783e-27
"chr19",15342981,15343425,2.322e-17,9,2.472e-27,1.985e-24
"chr6",138893613,138893718,1.443e-18,6,1.572e-19,5.339e-16
"chr7",152160884,152161197,1.292e-19,5,7.349e-25,8.372e-22
"chr11",32452369,32452839,1.687e-11,6,3.027e-20,2.296e-17
"chr16",88590324,88590467,1.114e-11,5,1.084e-12,2.703e-09
"chr2",27665016,27665150,7.624e-08,6,4.619e-09,1.229e-05
"chr2",189157173,189157566,8.631e-17,9,4.682e-17,4.248e-14
"chr12",132663427,132663741,2.28e-11,6,1.163e-18,1.32e-15
"chr7",114055073,114055210,1.395e-13,6,5.43e-16,1.445e-12
"chr2",217236629,217236882,2.294e-23,6,5.629e-27,7.934e-24
"chr17",6554841,6554987,3.572e-15,5,9.209e-24,2.249e-20
"chr14",101505890,101506087,1.525e-34,5,1.008e-37,1.825e-34
"chr6",33248615,33248714,0,5,1.02e-39,3.676e-36
"chr3",194090476,194090730,8.829e-10,5,2.054e-17,2.884e-14
"chr3",196014710,196014846,8.32e-27,6,1.937e-22,5.079e-19
"chr5",138713896,138714339,1.646e-18,6,2.93e-24,2.358e-21
"chr10",133273799,133274319,9.459e-34,8,5.898e-49,4.045e-46
"chr6",29523785,29524117,2.855e-24,6,1.277e-43,1.372e-40
"chr6",29716938,29717136,2.759e-20,5,3.756e-26,6.765e-23
"chr10",76859247,76859441,4.702e-37,6,1.928e-33,3.543e-30
"chr6",30104439,30104916,5.066e-19,8,1.892e-27,1.415e-24
"chr6",33172816,33173137,1.76e-15,8,8.753e-19,9.724e-16
"chr18",74729020,74729251,1.7e-38,7,2.953e-40,4.558e-37
"chr6",28887741,28888029,3.172e-21,5,3.701e-38,4.583e-35
"chr15",83953708,83954150,1.854e-31,10,1.196e-25,9.651e-23
"chr19",13875296,13875430,1.424e-17,5,1.613e-23,4.294e-20
"chr4",163085234,163085411,9.147e-24,7,6.212e-26,1.252e-22
"chr12",133414254,133414571,1.799e-27,5,1.21e-33,1.361e-30
"chr6",33263047,33263475,0,8,6.561e-64,5.467e-61
"chr22",44287771,44288155,1.085e-25,7,1.695e-30,1.574e-27
"chr6",20534631,20534758,1.38e-19,7,2.061e-15,5.923e-12
"chr6",33395289,33395495,3.216e-19,6,1.364e-24,2.361e-21
"chr19",50936037,50936172,4.115e-16,5,2.673e-20,7.061e-17
"chr17",46651721,46651952,2.987e-23,7,2.244e-30,3.464e-27
"chr7",99775421,99775558,6.968e-20,7,1.382e-19,3.597e-16
"chr2",44065549,44066030,0,12,3.147e-66,2.333e-63
"chr6",32810550,32810833,9.437e-09,5,7.052e-13,8.886e-10
"chr8",109095917,109096064,9.113e-24,6,3.726e-21,9.038e-18
"chr22",21986959,21987190,1.428e-22,8,4.254e-28,6.567e-25
"chr11",66035909,66036138,1.52e-11,6,4.866e-18,7.578e-15
"chr22",25595588,25595840,1.769e-22,6,1.795e-28,2.54e-25
"chr17",29297379,29297604,1.554e-17,9,7.88e-22,1.249e-18
"chr8",39172019,39172120,2.549e-10,6,9.999e-16,3.528e-12
"chr3",121902441,121902622,2.087e-21,7,4.427e-17,8.723e-14
"chr1",231155631,231155818,0,7,2.691e-39,5.132e-36
"chr6",28641621,28641757,7.752e-23,8,2.289e-24,6.001e-21
"chr6",32939136,32939317,2.302e-17,6,2.997e-20,5.905e-17
"chr8",122651485,122651575,3.747e-28,5,3.837e-29,1.52e-25
"chr3",164914436,164914621,3.827e-15,6,3.16e-22,6.092e-19
"chr18",49866209,49866412,3.917e-25,8,7.944e-29,1.395e-25
"chr3",48632567,48632892,2.413e-19,8,2.522e-25,2.767e-22
"chr6",28956225,28956426,1.981e-30,13,3.055e-29,5.419e-26
"chr20",19915715,19915874,6.886e-17,6,1.094e-16,2.49e-13
"chr1",26233331,26233709,1.567e-20,11,4.21e-28,3.972e-25
"chr12",81471648,81471884,1.309e-14,7,2.867e-25,4.332e-22
"chr11",278393,278538,2.464e-32,6,2.668e-36,6.562e-33
"chr2",217560271,217560403,4.098e-16,5,1.557e-23,4.206e-20
"chr6",32064145,32064218,2.423e-05,7,3.326e-06,0.01612
"chr15",91427820,91428056,5.412e-06,5,8.343e-13,1.261e-09
"chr14",102027659,102027797,4.317e-26,5,2.744e-27,7.091e-24
"chr20",36156470,36156634,5.559e-35,7,3.923e-29,8.531e-26
"chr1",46859670,46859845,2.187e-11,5,1.233e-15,2.489e-12
"chr6",33254384,33254599,4.202e-21,5,7.617e-24,1.263e-20
"chr1",153762200,153762564,1.077e-12,6,7.699e-22,7.543e-19
"chr6",31740786,31740978,8.911e-23,7,2.797e-34,5.195e-31
"chr19",9473564,9473880,7.678e-26,9,4.09e-28,4.615e-25
"chr6",29796014,29796086,1.765e-21,5,2.688e-24,1.331e-20
"chr10",125651369,125651726,4.574e-15,8,6.358e-22,6.351e-19
"chr6",76059449,76059773,5.897e-16,6,9.854e-28,1.085e-24
"chr8",60031822,60031944,3.449e-18,5,4.52e-24,1.321e-20
"chr3",57742982,57743171,3.484e-23,5,3.607e-26,6.805e-23
"chr6",28493499,28493664,9.902e-23,5,5.045e-26,1.09e-22
"chr3",187870862,187871034,4.9e-10,5,2.232e-15,4.604e-12
"chr7",149569882,149570183,3.106e-18,9,1.502e-22,1.78e-19
"chr17",73874464,73874699,4.735e-26,5,5.258e-30,7.979e-27
"chr10",42863443,42863594,8.897e-12,5,2.759e-14,6.529e-11
"chr17",45810358,45810512,4.884e-23,7,4.577e-27,1.06e-23
"chr6",31548284,31548437,1.338e-13,5,2.992e-18,6.973e-15
"chr10",116164597,116164849,1.314e-14,5,2.362e-22,3.342e-19
"chr10",27703246,27703377,1.232e-20,6,1.819e-23,4.952e-20
"chr6",3848789,3849818,1.936e-30,30,7.164e-50,2.483e-47
"chr10",89621772,89621940,1.283e-28,5,3.409e-32,7.235e-29
"chr1",161171210,161171876,2.41e-07,7,2.834e-18,1.517e-15
"chr22",50523685,50523801,3.806e-27,5,2.312e-28,7.107e-25
"chr11",67418044,67418405,1.034e-08,11,1.082e-13,1.069e-10
"chr20",57465438,57465535,1.082e-13,5,2.055e-14,7.551e-11
"chr6",33401479,33401542,8.723e-09,5,5.309e-11,3.005e-07
"chr7",73275264,73275436,3.674e-36,6,6.472e-39,1.342e-35
"chr12",26986178,26986279,7.477e-15,5,1.177e-22,4.155e-19
"chr1",1713943,1714271,1.56e-11,5,3.753e-21,4.081e-18
"chr6",84742997,84743364,2.261e-26,10,8.787e-30,8.539e-27
"chr19",59070390,59070579,4.209e-21,5,1.303e-26,2.459e-23
"chr3",30936069,30936318,4.202e-21,6,6.494e-24,9.3e-21
"chr7",1596049,1596260,8.067e-15,5,4.064e-21,6.868e-18
"chr6",32119873,32120324,4.084e-20,7,8.273e-29,6.541e-26
"chr20",10015645,10015964,1.159e-17,6,2.549e-21,2.85e-18
"chr3",42306384,42306737,1.786e-17,6,4.143e-23,4.186e-20
"chr13",114107875,114108052,3.206e-39,7,5.796e-37,1.168e-33
"chr6",146864334,146864529,7.706e-26,8,1.099e-34,2.01e-31
"chr20",36148132,36148375,4.625e-25,7,1.168e-32,1.713e-29
"chr5",146832181,146832518,1.799e-14,6,6.269e-21,6.634e-18
"chr1",161008296,161008826,5.306e-17,8,2.266e-31,1.525e-28
"chr1",177140125,177140322,1.24e-21,5,2.511e-26,4.545e-23
"chr6",28510280,28510532,3.288e-12,9,5.183e-17,7.334e-14
"chr20",62693942,62694005,3.953e-16,6,1.206e-18,6.824e-15
"chr11",66035476,66035671,1.014e-17,7,7.929e-19,1.45e-15
"chr17",36981594,36981749,3.05e-18,5,1.343e-28,3.09e-25
"chr19",57018847,57019069,1.307e-17,5,1.85e-25,2.972e-22
"chr22",38071533,38071677,2.371e-14,6,1.023e-16,2.749e-13
"chr6",31164742,31164994,3.153e-15,10,4.674e-19,6.614e-16
"chr7",48129796,48129992,1.622e-14,5,4.13e-22,7.515e-19
"chr17",43025158,43025343,9.314e-28,5,3.102e-35,5.979e-32
