"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr6",110501280,110501372,5.943e-13,5,1.93e-14,7.488e-11
"chr11",2907060,2907127,4.911e-15,6,3.995e-19,2.126e-15
"chr5",76114521,76114684,4.911e-15,5,5.096e-20,1.115e-16
"chr11",94706674,94706874,1.754e-09,6,5.883e-14,1.049e-10
"chr6",26569444,26569596,2.408e-09,5,4.442e-15,1.042e-11
"chr7",93520171,93520346,5.907e-14,8,1.232e-18,2.51e-15
"chr19",1095535,1095637,3.606e-09,5,1.423e-10,4.973e-07
"chr11",71955298,71955439,1.094e-07,5,3.028e-10,7.658e-07
"chr6",30309482,30309653,3.459e-11,7,1.516e-14,3.172e-11
"chr13",111267789,111267935,7.597e-11,6,1.13e-15,2.712e-12
"chr6",32163729,32164160,3.542e-15,13,1.125e-23,9.309e-21
"chr6",33177734,33177840,3.867e-09,7,9.529e-11,3.206e-07
"chr6",4021362,4021498,3.919e-14,5,4.079e-18,1.069e-14
"chr10",13043877,13043986,5.867e-13,6,2.042e-12,6.682e-09
"chr1",32827706,32827840,1.697e-09,6,1.337e-17,3.559e-14
"chr6",122720483,122720674,1.666e-08,5,3.223e-15,6.011e-12
"chr11",368899,369192,1.044e-06,10,2.5e-11,3.043e-08
"chr2",63815917,63816096,1.136e-12,5,4.665e-17,9.294e-14
"chr11",28129558,28129852,4.68e-14,7,8.502e-22,1.031e-18
"chr3",164914436,164914621,2.75e-06,6,9.716e-10,1.873e-06
"chr17",58042143,58042324,4.408e-11,5,7.142e-17,2.187e-13
"chr7",145813412,145813494,4.624e-08,7,1.251e-08,5.442e-05
"chr6",52009018,52009154,1.191e-11,5,3.716e-14,9.752e-11
"chr13",52419264,52419383,3.116e-09,5,4.77e-11,1.43e-07
"chr14",96670861,96671169,7.645e-10,8,7.013e-16,7.713e-13
"chr6",29581053,29581182,1.471e-06,5,1.247e-08,3.446e-05
"chr13",114107930,114108052,2.112e-09,6,3.137e-09,9.168e-06
"chr12",54409206,54409336,1.076e-09,6,1.493e-12,4.094e-09
"chr5",170736179,170736277,9.307e-09,5,6.331e-11,2.304e-07
"chr22",41763252,41763436,1.809e-09,7,7.478e-16,1.506e-12
"chr3",9975155,9975447,1.765e-08,5,1.733e-15,2.169e-12
"chr6",31129328,31129751,1.74e-10,10,5.215e-15,4.399e-12
"chr3",134369986,134370241,1.126e-09,6,7.091e-16,9.316e-13
"chr6",30688800,30688882,9.917e-09,5,9.078e-08,0.0003947
"chr6",31122336,31122524,3.735e-11,9,5.252e-12,9.962e-09
"chr7",93205125,93205295,5.325e-06,8,4.254e-10,8.923e-07
"chr22",43506193,43506591,3.664e-17,13,2.139e-24,1.917e-21
"chr11",105892992,105893221,6.19e-13,6,1.109e-18,1.727e-15
"chr6",31744338,31744831,8.599e-11,10,1.775e-19,1.284e-16
"chr1",227915845,227916120,1.311e-09,5,6.876e-17,1.44e-13
"chr8",72756811,72757004,1.501e-10,7,2.582e-13,4.771e-10
"chr3",196669133,196669422,6.98e-15,6,3.585e-21,4.424e-18
"chr1",161008541,161008826,8.623e-07,6,2.37e-13,2.966e-10
"chr2",234763268,234763390,8.674e-12,6,8.94e-18,2.613e-14
"chr7",99517191,99517378,1.412e-06,8,3.228e-13,6.157e-10
"chr3",46875703,46875903,0.0004192,8,2.749e-08,4.901e-05
"chr14",100111262,100111392,2.281e-10,7,1.901e-10,5.215e-07
"chr6",33248615,33248714,4.22e-10,5,1.489e-11,5.365e-08
"chr2",26624603,26624934,3.98e-08,8,7.538e-14,8.122e-11
"chr11",2019435,2020560,1.631e-12,31,2.931e-22,9.291e-20
"chr12",106751294,106751428,6.144e-09,5,4.3e-15,1.152e-11
"chr19",58609601,58609806,1.017e-12,6,5.274e-19,9.175e-16
"chr6",32064490,32065028,8.674e-12,22,1.966e-17,1.303e-14
"chr6",143998951,143999105,1.282e-09,6,4.113e-17,9.525e-14
"chr3",148804977,148805294,3.209e-07,6,5.184e-13,5.831e-10
"chr10",133273946,133274184,2.817e-05,5,4.398e-10,6.59e-07
"chr7",127670992,127671195,6.271e-10,6,8.081e-13,1.419e-09
"chr4",104641071,104641319,1.92e-05,5,1.773e-09,2.55e-06
"chr6",149721358,149721457,1.882e-11,5,2.07e-13,7.458e-10
"chr6",31600532,31600695,4.413e-06,5,2.021e-08,4.422e-05
"chr12",7342620,7342888,1.846e-06,5,6.169e-15,8.273e-12
"chr6",31778621,31778842,1.913e-11,8,4.979e-14,8.026e-11
"chr4",174451250,174451564,2.087e-12,9,1.452e-18,1.649e-15
"chr6",33235657,33235902,2.303e-07,6,8.555e-12,1.245e-08
"chr8",128747972,128748214,2.63e-16,7,1.188e-20,1.75e-17
"chr11",108092963,108093109,2.142e-11,5,1.596e-19,3.899e-16
"chr11",2950619,2950754,2.542e-08,5,9.2e-14,2.431e-10
"chr3",128295044,128295141,7.137e-07,5,5.874e-09,2.159e-05
"chr6",32064145,32064218,4.15e-05,7,2.568e-06,0.01247
"chr11",76381039,76381165,3.205e-06,6,8.24e-08,0.0002332
"chr1",160370207,160370427,7.732e-13,7,1.312e-17,2.127e-14
"chr7",95951568,95951745,2.781e-12,6,1.111e-17,2.238e-14
"chr7",73867796,73867927,3.782e-09,5,4.849e-14,1.321e-10
"chr18",74961341,74961494,2.87e-10,6,3.862e-13,9.002e-10
"chr12",115136174,115136308,5.643e-12,7,2.147e-13,5.714e-10
"chr11",87908557,87908938,6.171e-05,8,2.617e-12,2.45e-09
"chr15",83953708,83953883,8.122e-14,8,4.361e-11,8.887e-08
"chr17",46608267,46608345,6.046e-09,6,1.323e-11,6.049e-08
"chr10",93393027,93393238,5.542e-08,5,2.922e-13,4.939e-10
"chr7",120590543,120590861,1.462e-07,6,1.228e-13,1.377e-10
"chr6",74072241,74072376,6.535e-06,6,7.19e-08,0.0001899
"chr10",22634141,22634226,2.655e-09,6,1.682e-10,7.056e-07
"chr6",31938860,31939322,6.271e-10,11,6.267e-15,4.799e-12
"chr6",33161275,33161394,7.144e-09,7,1.828e-10,5.479e-07
"chr19",39574711,39574911,1.415e-06,6,7.918e-13,1.412e-09
"chr11",31837103,31837250,3.161e-09,5,1.836e-16,5.387e-13
"chr11",8285508,8285614,6.001e-12,5,1.835e-14,6.163e-11
"chr1",93645672,93646016,1.408e-06,5,5.547e-14,5.754e-11
"chr6",10694902,10695072,3.048e-06,5,4.181e-12,8.77e-09
"chr1",204328842,204329158,1.736e-06,5,8.781e-14,9.91e-11
"chr6",33170698,33170838,1.842e-06,5,3.022e-08,7.696e-05
"chr12",115134903,115135138,1.39e-15,12,1.133e-17,1.719e-14
"chr2",677533,677591,1.304e-06,5,2.937e-09,1.806e-05
"chr6",111279551,111279922,1.242e-09,10,4.857e-14,4.674e-11
"chr7",45961400,45961537,7.597e-11,7,8.678e-13,2.259e-09
"chr19",57352013,57352269,9.642e-10,9,4.181e-13,5.824e-10
"chr11",130184746,130184822,8.604e-12,7,5.116e-15,2.396e-11
"chr16",89557868,89558024,1.233e-12,5,1.822e-15,4.061e-12
"chr10",92631134,92631285,3.636e-11,5,2.513e-14,5.926e-11
"chr6",29796014,29796086,9.855e-08,5,1.719e-10,8.516e-07
"chr6",31502385,31502521,5.524e-08,6,7.524e-12,1.973e-08
"chr1",42618938,42619163,3.051e-06,5,4.953e-11,7.85e-08
"chr5",95768914,95769079,4.342e-11,6,4.876e-15,1.056e-11
"chr11",368383,368683,1.595e-05,7,3.61e-09,4.292e-06
"chr7",79083996,79084078,9.035e-07,5,5.767e-08,0.0002508
"chr3",171757266,171757361,1.847e-09,5,1.726e-10,6.48e-07
