"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr2",176948342,176948759,5.47e-09,8,3.1e-15,2.658e-12
"chr10",50887471,50887731,3.005e-16,7,1.069e-20,1.466e-17
"chr7",27187371,27187560,1.334e-09,5,2.694e-17,5.083e-14
"chr10",25465170,25465503,4.675e-15,6,1.984e-23,2.124e-20
"chr2",241497411,241497599,5.498e-07,6,5.131e-13,9.731e-10
"chr17",46651721,46651952,2.979e-20,7,8.856e-24,1.367e-20
"chr2",7005727,7006004,1.016e-13,7,1.572e-21,2.024e-18
"chr6",54711377,54711476,6.136e-12,5,1.275e-10,4.594e-07
"chr6",31549009,31549276,1.415e-19,9,4.354e-23,5.815e-20
"chr4",4860430,4860655,2.292e-11,8,9.774e-18,1.549e-14
"chr11",31837103,31837250,1.648e-13,5,3.51e-23,8.516e-20
"chr21",45705617,45705742,1.105e-09,7,5.027e-11,1.434e-07
"chr6",32163729,32164160,1.292e-22,13,9.396e-33,7.774e-30
"chr6",28304074,28304249,3.003e-22,8,5.917e-28,1.206e-24
"chr7",130132160,130132453,9.809e-17,13,2.835e-19,3.451e-16
"chr16",776415,776685,9.446e-09,5,2.105e-13,2.78e-10
"chr10",134150450,134150581,2.721e-06,6,6.943e-08,0.000189
"chr20",10015645,10015964,4.928e-13,6,2.921e-16,3.724e-13
"chr6",33084548,33084985,1.266e-12,15,6.467e-20,5.278e-17
"chr11",44332684,44333192,1.409e-21,17,3.541e-31,2.485e-28
"chr6",31627082,31627313,4.354e-11,7,2.532e-15,3.942e-12
"chr6",5261365,5261560,1.415e-19,5,7.053e-23,1.29e-19
"chr12",76742179,76742536,4.576e-26,8,1.935e-33,1.933e-30
"chr11",705691,706070,1.632e-09,5,1.086e-16,1.045e-13
"chr11",107328524,107328671,2.256e-18,6,4.372e-17,1.061e-13
"chr17",7323539,7323730,1.646e-12,5,4.973e-14,9.286e-11
"chr17",11501502,11501663,7.521e-16,7,5.081e-20,1.125e-16
"chr3",46506205,46506554,7.192e-15,8,4.337e-23,4.432e-20
"chr3",111804829,111805005,5.285e-10,5,1.639e-15,3.374e-12
"chr6",4079527,4079704,4.651e-17,5,1.705e-21,3.436e-18
"chr1",93645672,93646016,2.288e-11,5,9.826e-21,1.019e-17
"chr17",9862751,9863081,1.226e-07,8,2.984e-13,3.225e-10
"chr4",1166754,1166990,4.7e-12,8,6.595e-16,1.007e-12
"chr11",1785546,1785723,3.604e-12,8,4.004e-13,8.068e-10
"chr4",99064321,99064603,1.929e-10,5,2.946e-17,3.725e-14
"chr13",52419264,52419383,1.429e-15,5,1.253e-16,3.327e-13
"chr7",93205125,93205295,6.058e-11,8,2.4e-17,5.035e-14
"chr5",134735543,134735701,1.336e-14,7,2.477e-15,5.513e-12
"chr11",14993377,14994230,7.946e-14,18,2.749e-29,1.149e-26
"chr15",74421847,74421935,2.974e-17,6,2.725e-17,1.104e-13
"chr11",28129558,28129852,4.145e-21,7,5.755e-30,6.981e-27
"chr4",40058920,40059040,3.883e-18,5,3.661e-19,1.088e-15
"chr13",74708037,74708194,3.808e-20,5,4.953e-23,1.125e-19
"chr6",31590512,31590674,5.099e-16,9,1.093e-17,2.405e-14
"chr6",28921287,28921499,2.81e-12,5,4.475e-19,7.527e-16
"chr7",94023742,94023988,2.436e-19,7,4.052e-24,5.874e-21
"chr7",116139321,116139425,5.166e-08,6,6.427e-10,2.204e-06
"chr11",75141721,75141846,2.531e-09,5,1.083e-16,3.167e-13
"chr10",63422510,63422640,1.157e-09,6,1.09e-15,3.045e-12
"chr7",127670992,127671195,1.221e-15,6,4.042e-21,7.1e-18
"chr14",96670861,96671169,3.011e-16,8,1.645e-24,1.905e-21
"chr4",89444908,89445097,5.676e-17,6,4.671e-19,8.814e-16
"chr6",30688800,30688882,1.362e-14,5,1.098e-11,4.776e-08
"chr1",2125048,2125243,1.34e-15,7,1.301e-12,2.379e-09
"chr11",2891064,2891118,4.567e-08,5,1.799e-10,1.188e-06
"chr17",79304497,79304683,6.059e-09,6,1.345e-09,2.578e-06
"chr10",72201416,72201668,1.892e-10,6,1.788e-17,2.531e-14
"chr10",8078037,8078357,7.05e-12,6,1.183e-20,1.318e-17
"chr10",124638803,124639257,1.929e-15,12,1.453e-20,1.141e-17
"chr18",60986585,60986770,2.039e-15,6,1.001e-19,1.929e-16
"chr6",31778621,31778842,4.374e-21,8,2.218e-20,3.579e-17
"chr21",42219138,42219221,1.304e-12,5,8.229e-15,3.53e-11
"chr6",30523071,30523449,3.003e-22,10,1.001e-27,9.441e-25
"chr6",32137060,32137294,2.073e-19,7,1.559e-20,2.375e-17
"chr5",148758790,148759040,6.816e-11,5,9.921e-19,1.415e-15
"chr2",54087172,54087209,2.83e-05,6,1.604e-07,0.001545
"chr15",63674107,63674276,4.471e-20,5,8.803e-22,1.858e-18
"chr6",31860643,31860763,3.377e-16,5,3.009e-17,8.943e-14
"chr10",13043877,13043986,1.194e-20,6,1.113e-17,3.642e-14
"chr3",183958999,183959118,2.82e-07,6,1.024e-08,3.067e-05
"chr2",239140023,239140369,3.964e-10,8,1.259e-17,1.297e-14
"chr1",179847084,179847162,7.177e-21,5,8.786e-23,4.017e-19
"chr8",108510095,108510343,6.977e-08,5,7.009e-12,1.008e-08
"chr11",94278406,94278603,5.071e-06,7,6.997e-11,1.267e-07
"chr6",149806076,149806339,4.304e-06,6,4.179e-11,5.666e-08
"chr5",125931119,125931275,3.938e-14,5,4.023e-14,9.187e-11
"chr6",31621140,31621369,6.059e-09,7,4.456e-15,6.915e-12
"chr19",16178090,16178253,1.639e-07,6,6.966e-11,1.524e-07
"chr3",129147229,129147694,1.145e-11,7,1.134e-19,8.698e-17
"chr18",14748219,14748298,1.157e-08,5,1.731e-10,7.813e-07
"chr6",30080263,30080405,8.585e-10,5,1.488e-15,3.625e-12
"chr6",105628012,105628165,2.55e-08,5,7.627e-14,1.778e-10
"chr13",37005488,37005570,1.584e-06,6,3.856e-09,1.677e-05
"chr5",121414210,121414425,8.717e-11,5,8.451e-16,1.473e-12
"chr8",55370406,55370579,2.796e-07,5,3.392e-13,6.991e-10
"chr5",169532685,169532775,1.652e-13,6,1.169e-11,4.63e-08
"chr1",119532043,119532195,1.094e-09,6,4.79e-16,1.042e-12
"chr6",64281603,64281771,7.476e-12,5,4.056e-16,9.427e-13
"chr2",56410010,56410300,1.125e-13,8,2.032e-18,2.499e-15
"chr17",42081809,42081955,1.282e-16,6,5.709e-18,1.394e-14
"chr12",54071089,54071194,4.118e-14,5,9.184e-17,3.77e-13
"chr2",183943387,183943551,3.032e-15,5,7.632e-20,1.66e-16
"chr13",111972885,111973143,1.689e-07,7,1.898e-10,2.623e-07
"chr12",4554595,4554809,2.09e-08,5,1.257e-15,2.035e-12
