"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr22",38851317,38851366,4.005e-06,5,1.032e-08,7.509e-05
"chr6",32064145,32064218,5.024e-05,7,2.999e-06,0.01454
"chr19",12146564,12146696,2.579e-11,5,3.262e-13,8.812e-10
"chr20",37075184,37075286,8.004e-12,5,2.751e-14,9.626e-11
"chr20",33872553,33872806,2.447e-11,6,2.415e-18,3.404e-15
"chr12",121416500,121416612,1.521e-07,6,1.379e-09,4.392e-06
"chr6",33168278,33168462,4.54e-14,6,1.988e-17,3.852e-14
"chr17",75315485,75315567,3.259e-07,5,2.525e-09,1.098e-05
"chr6",29796014,29796086,1.295e-07,5,2.179e-10,1.079e-06
"chr1",93645672,93646016,1.589e-06,5,4.285e-14,4.442e-11
"chr7",30951271,30951498,1.45e-10,8,5.634e-14,8.843e-11
"chr6",31502385,31502521,6.621e-08,6,8.381e-12,2.198e-08
"chr6",75953565,75953690,9.404e-10,5,6.114e-15,1.742e-11
"chr4",41867414,41867562,9.558e-08,5,5.085e-10,1.225e-06
"chr2",26624603,26624934,4.621e-08,8,5.655e-14,6.088e-11
"chr8",142377302,142377489,1.231e-09,5,1.696e-13,3.235e-10
"chr6",31515281,31515404,7.705e-10,6,3.722e-17,1.079e-13
"chr17",41924465,41924577,7.733e-08,6,1.199e-09,3.818e-06
"chr1",201915872,201915999,3.714e-08,5,1.147e-11,3.22e-08
"chr6",33423974,33424213,2.739e-09,9,1.533e-13,2.288e-10
"chr6",32223075,32223236,7.355e-07,7,4.543e-13,1.006e-09
"chr6",30131525,30131719,5.394e-12,7,2.995e-13,5.506e-10
"chr11",44332127,44332558,4.877e-11,14,3.819e-18,3.16e-15
"chr3",134369986,134370241,1.184e-09,6,6.002e-16,7.763e-13
"chr6",31746794,31747250,3.521e-14,17,1.588e-18,1.242e-15
"chr6",33272147,33272430,1.835e-09,8,2.285e-13,2.879e-10
"chr18",32556625,32556804,1.718e-10,5,8.086e-15,1.615e-11
"chr14",96505372,96505502,3.564e-13,6,8.901e-15,2.436e-11
"chr1",38412683,38412818,3.925e-05,5,1.636e-09,4.32e-06
"chr3",53381804,53381977,1.253e-11,5,3.288e-17,6.777e-14
"chr19",8428849,8429166,1.178e-08,5,4.786e-18,5.384e-15
"chr4",4859934,4860082,8.34e-11,8,6.83e-13,1.646e-09
"chr6",150346720,150347053,4.399e-10,10,1.174e-13,1.257e-10
"chr11",2721350,2722086,4.887e-06,23,1.586e-16,5.385e-14
"chr2",175351896,175351956,6.05e-07,5,1.247e-09,7.413e-06
"chr19",39574711,39574911,1.615e-06,6,7.649e-13,1.364e-09
"chr6",27839849,27840257,1.723e-10,6,1.1e-17,9.613e-15
"chr10",1102608,1102726,1.526e-14,5,3.474e-16,1.007e-12
"chr12",14927075,14927294,3.502e-07,6,1.562e-13,2.544e-10
"chr6",3849234,3849818,1.835e-09,22,1.082e-15,6.779e-13
"chr6",29760446,29760864,1.261e-10,11,1.203e-20,1.027e-17
"chr19",2255418,2255496,1.628e-10,5,7.643e-13,3.494e-09
"chr6",31865865,31866255,1.136e-13,9,4.537e-19,4.149e-16
"chr2",175260419,175260698,3.024e-09,5,3.009e-17,3.846e-14
"chr6",29589894,29590017,7.97e-10,5,1.092e-11,3.167e-08
"chr20",13200972,13201353,8.758e-09,8,5.327e-19,4.986e-16
"chr22",17489111,17489250,4.154e-10,6,4.497e-11,1.154e-07
"chr15",52043485,52043684,7.125e-11,6,8.341e-15,1.492e-11
"chr3",73674067,73674146,1.766e-08,5,1.217e-10,5.495e-07
"chr5",140864548,140864733,1.311e-07,5,2.164e-14,4.173e-11
"chr16",62070071,62070306,1.23e-08,8,1.405e-15,2.19e-12
"chr6",31707578,31707803,4.69e-14,8,1.911e-17,3.029e-14
"chr6",32016069,32016336,2.614e-09,5,3.534e-10,4.719e-07
"chr21",42219138,42219221,1.592e-06,5,6.875e-09,2.954e-05
"chr18",49866209,49866412,2.673e-08,8,8.32e-12,1.462e-08
"chr11",7041376,7041870,5.395e-13,10,1.148e-19,8.286e-17
"chr17",46608267,46608345,7.953e-09,6,1.743e-11,7.971e-08
"chr13",114107930,114108052,2.429e-09,6,3.602e-09,1.053e-05
"chr6",30180687,30180820,2.941e-12,6,3.237e-14,8.692e-11
"chr7",23053757,23054024,1.475e-09,9,3.214e-14,4.3e-11
"chr22",44287771,44287958,8.926e-11,6,2.843e-13,5.422e-10
"chr5",175788721,175788878,1.414e-11,5,1.932e-18,4.388e-15
"chr1",23495429,23495577,6.11e-11,6,2.172e-11,5.233e-08
"chr6",28602542,28603292,7.889e-14,20,2.674e-21,1.272e-18
"chr10",133273946,133274184,3.127e-05,5,3.855e-10,5.776e-07
"chr12",57634548,57634677,6.46e-08,5,2.563e-11,7.085e-08
"chr20",57875317,57875545,2.009e-09,7,2.55e-15,3.994e-12
"chr7",45961400,45961537,9.518e-11,7,1.128e-12,2.937e-09
"chr3",196065105,196065357,8.246e-06,8,1.168e-11,1.652e-08
"chr2",74685458,74685602,3.359e-15,7,1.461e-14,3.629e-11
"chr6",122931153,122931308,2.182e-17,8,2.19e-20,5.039e-17
"chr6",30509404,30509642,7.462e-12,7,9.106e-17,1.663e-13
"chr6",33160066,33160318,1.071e-10,12,1.182e-14,1.665e-11
"chr11",47600535,47600596,1.218e-08,6,1.531e-11,8.948e-08
"chr17",45810358,45810436,8.881e-08,6,2.491e-10,1.139e-06
"chr6",30685073,30685303,2.615e-12,7,1.446e-16,1.721e-13
"chr7",44240379,44240570,1.602e-12,6,1.001e-18,1.868e-15
"chr8",11561497,11561593,7.061e-11,5,2.777e-12,1.031e-08
"chr6",31830526,31830656,5.274e-15,5,3.366e-18,9.232e-15
"chr6",29944979,29945155,1.107e-13,10,1.833e-15,3.824e-12
"chr7",151722535,151722628,2.51e-15,5,1.611e-18,6.176e-15
"chr7",150778121,150778255,1.038e-08,5,3.045e-10,8.103e-07
"chr6",30128510,30128558,6.012e-08,5,9.323e-11,6.926e-07
"chr6",144329765,144329829,4.513e-05,5,1.03e-06,0.005721
"chr10",49893335,49893463,2.406e-06,6,9.867e-08,0.0002748
"chr1",85040133,85040343,1.579e-08,8,3.976e-15,6.787e-12
"chr3",30936238,30936318,3.953e-09,5,2.473e-11,1.102e-07
"chr12",115134903,115135138,3.359e-15,12,1.252e-17,1.899e-14
"chr10",120101749,120101904,1.253e-11,5,2.393e-17,5.505e-14
"chr20",61447489,61447929,9.484e-12,17,1.115e-15,8.998e-13
"chr16",89557868,89558024,1.396e-12,5,2.124e-15,4.822e-12
"chr5",1225294,1225397,2.406e-06,5,1.066e-08,3.69e-05
"chr19",38810161,38810284,1.205e-06,5,9.745e-09,2.825e-05
"chr17",46651721,46651952,7.365e-08,7,7.081e-13,1.093e-09
"chr7",50861417,50861654,2.022e-11,10,1.676e-10,2.522e-07
"chr14",102027659,102027797,7.788e-10,5,8.564e-12,2.213e-08
"chr7",27187371,27187560,1.313e-05,5,2.923e-11,5.515e-08
"chr6",52009018,52009154,1.291e-11,5,4.238e-14,1.112e-10
"chr3",49044398,49044551,1.708e-08,5,5.867e-12,1.367e-08
"chr19",57352013,57352269,1.059e-09,9,3.659e-13,5.097e-10
"chr2",241076207,241076601,3.291e-07,8,8.524e-13,7.715e-10
"chr6",31649334,31649519,2.836e-06,6,1.433e-11,2.762e-08
"chr10",93393027,93393238,6.636e-08,5,2.864e-13,4.841e-10
"chr12",76742179,76742363,1.289e-17,7,1.014e-22,1.966e-19
"chr6",143998951,143999105,1.439e-09,6,4.382e-17,1.015e-13
"chr11",2922634,2922833,8.946e-05,5,2.437e-09,4.367e-06
"chr1",26233375,26233565,3.135e-06,6,7.032e-08,0.000132
"chr6",30688800,30688882,1.228e-08,5,1.051e-07,0.0004569
"chr19",1438099,1438247,3.171e-13,5,2.174e-16,5.35e-13
"chr6",32122009,32122161,2.322e-17,8,1.616e-16,2.605e-13
"chr6",151814891,151814994,4.849e-08,5,1.729e-09,5.986e-06
"chr16",69141249,69141442,3.089e-07,5,1.101e-16,2.052e-13
"chr22",42828385,42828447,4.824e-07,5,5.92e-09,3.405e-05
"chr5",76114521,76114684,8.506e-15,5,5.867e-20,1.284e-16
"chr7",143599183,143599409,1.144e-12,6,1.013e-17,1.599e-14
"chr8",97657071,97657345,4.582e-11,7,6.462e-15,8.381e-12
"chr10",126150217,126150316,2.199e-13,5,1.875e-15,6.798e-12
"chr11",64051698,64051814,3.115e-11,6,1.708e-13,5.249e-10
"chr6",31631637,31631762,4.643e-07,5,7.309e-09,2.085e-05
"chr11",113258209,113258455,0.0004829,6,6.104e-09,8.848e-06
"chr20",61147601,61147679,1.289e-05,5,2.232e-07,0.00102
"chr1",204328842,204329158,1.761e-06,5,6.771e-14,7.643e-11
"chr11",790141,790193,1.721e-05,5,5.125e-08,0.0003514
"chr17",79283027,79283138,1.932e-08,5,3.091e-10,9.93e-07
"chr19",10381354,10381498,1.869e-13,6,1.536e-16,2.749e-13
"chr6",29975229,29975427,0.0001461,6,1.841e-09,3.315e-06
"chr5",115152325,115152431,7.889e-14,5,5.069e-16,1.868e-12
"chr6",31778621,31778842,2.155e-11,8,5.067e-14,8.169e-11
"chr20",61161999,61162112,1.358e-09,5,1.918e-11,6.051e-08
"chr10",72201416,72201668,7.832e-05,6,4.406e-10,6.235e-07
"chr6",31590512,31590674,3.758e-09,9,6.07e-11,1.336e-07
"chr19",49402006,49402111,2.661e-07,6,4.207e-09,1.429e-05
"chr1",41444787,41444871,7.265e-08,6,3.534e-10,1.5e-06
