"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr4",103940853,103941205,1.007e-15,9,3.452e-24,3.497e-21
"chr7",120968876,120969174,2.005e-08,8,1.816e-16,2.657e-13
"chr21",42219138,42219221,1.308e-12,5,7.122e-15,3.053e-11
"chr17",49230755,49230881,6.398e-25,6,3.709e-26,1.05e-22
"chr4",1202598,1202911,3.638e-12,8,4.033e-17,4.594e-14
"chr17",37123637,37123949,2.51e-07,9,6.489e-12,7.417e-09
"chr7",50861417,50862067,8.857e-21,18,8.154e-25,4.473e-22
"chr10",47083282,47083504,2.614e-09,5,7.022e-14,1.129e-10
"chr6",29944979,29945155,6.445e-23,10,1.291e-24,2.616e-21
"chr10",128994431,128994702,3.703e-16,5,1.492e-21,1.963e-18
"chr11",28129558,28129852,3.746e-21,7,1.908e-30,2.314e-27
"chr11",76381039,76381236,6.081e-12,7,3.45e-14,6.25e-11
"chr19",12817391,12817517,1.634e-32,5,2.259e-40,6.393e-37
"chr6",28602542,28602938,7.039e-17,12,2.337e-26,2.105e-23
"chr8",91803656,91803805,1.603e-11,5,5.143e-19,1.231e-15
"chr5",170736131,170736335,3.174e-16,7,1.695e-16,3.881e-13
"chr1",25292017,25292274,2.183e-07,7,2.689e-13,3.731e-10
"chr4",124317778,124317966,1.334e-19,7,1.465e-17,2.778e-14
"chr6",138893613,138893718,1.943e-10,6,4.312e-12,1.464e-08
"chr12",106533839,106533903,3.035e-12,5,5.873e-15,3.279e-11
"chr6",149806076,149806339,4.399e-06,6,3.104e-11,4.208e-08
"chr3",147110228,147110378,1.276e-14,5,1.06e-18,2.52e-15
"chr12",121416389,121416796,3.892e-13,8,2.97e-19,2.602e-16
"chr17",79304497,79304683,6.17e-09,6,1.118e-09,2.143e-06
"chr20",37075184,37075286,1.074e-18,5,1.324e-20,4.628e-17
"chr1",75198402,75198841,2.017e-08,6,9.491e-18,7.71e-15
"chr2",239140023,239140369,3.978e-10,8,6.359e-18,6.554e-15
"chr3",158390509,158390821,3.358e-14,7,5.928e-21,6.775e-18
"chr5",66124491,66124603,6.779e-24,5,3.832e-24,1.22e-20
"chr6",32812220,32812571,4.86e-22,10,2.094e-34,2.128e-31
"chr19",8428849,8429166,4.075e-13,5,2.102e-25,2.364e-22
"chr1",42618890,42619163,2.983e-11,6,7.014e-16,8.701e-13
"chr17",6899296,6899380,4.848e-07,6,3.329e-09,1.413e-05
"chr19",18496755,18496984,5.78e-07,5,7.876e-12,1.226e-08
"chr10",92631134,92631285,2.112e-18,5,3.266e-22,7.714e-19
"chr6",42927939,42928200,2.051e-06,10,6.713e-11,9.172e-08
"chr21",38070523,38070671,1.133e-12,5,4.289e-18,1.033e-14
"chr11",2293116,2293309,4.981e-13,10,2.742e-13,5.067e-10
"chr1",11795896,11795985,9.961e-06,6,1.695e-07,0.0006787
"chr6",151560830,151561236,6.253e-13,9,9.477e-20,8.324e-17
"chr20",30135107,30135177,1.925e-12,6,3.508e-15,1.81e-11
"chr12",3862220,3862597,1.257e-18,11,2.174e-29,2.056e-26
"chr5",140624868,140625068,5.609e-10,6,1.045e-15,1.782e-12
"chr11",118134800,118135270,3.12e-10,8,1.467e-18,1.113e-15
"chr15",93616893,93617168,1.379e-25,12,1.255e-26,1.627e-23
"chr2",44395748,44395983,2.234e-13,5,5.113e-18,7.759e-15
"chr6",33281767,33282016,4.159e-17,7,3.509e-27,5.026e-24
"chr11",6494899,6495256,3.62e-12,5,7.782e-23,7.774e-20
"chr15",63674107,63674276,4.037e-20,5,5.447e-22,1.149e-18
"chr11",67007583,67007855,2.048e-17,8,2.516e-28,3.298e-25
"chr11",3186791,3186977,4.323e-09,5,4.256e-15,8.088e-12
"chr17",41278134,41278444,1.476e-07,8,2.878e-10,3.311e-07
"chr6",33284346,33284542,5.113e-13,7,1.788e-13,3.254e-10
"chr19",2255418,2255496,2.152e-23,5,1.306e-25,5.972e-22
"chr17",7323539,7323730,1.691e-12,5,3.691e-14,6.882e-11
"chr19",19373565,19373755,3.316e-10,5,5.199e-18,9.757e-15
"chr2",236826206,236826485,1.762e-13,5,8.345e-17,1.419e-13
"chr6",33215648,33215868,7.801e-07,6,3.252e-12,5.272e-09
"chr6",32134853,32135396,5.456e-26,19,9.078e-40,5.962e-37
"chr11",14994846,14995322,7.948e-19,12,1.29e-28,9.662e-26
"chr6",28956225,28956426,2.004e-20,13,9.338e-22,1.657e-18
"chr17",4510571,4510827,6.274e-18,5,1.472e-24,2.051e-21
"chr17",72931568,72931903,5.687e-18,11,2.599e-23,2.766e-20
"chr17",1665118,1665303,4.581e-10,7,2.415e-13,4.655e-10
"chr2",51259692,51259807,5.338e-06,5,3.285e-11,1.019e-07
"chr7",152160884,152161197,1.269e-14,5,2.334e-18,2.66e-15
"chr6",31129328,31129466,6.824e-18,5,2.87e-18,7.416e-15
"chr8",22735110,22735478,4.761e-09,5,1.064e-15,1.076e-12
"chr6",32037096,32037426,2.93e-20,7,1.336e-22,1.444e-19
"chr6",30711425,30711644,3.597e-12,6,5.82e-17,1.807e-13
"chr17",27045042,27045302,2.075e-09,6,3.352e-12,4.598e-09
"chr13",48807049,48807254,4.438e-18,5,8.131e-20,1.414e-16
"chr11",108408906,108408981,3.345e-05,5,2.97e-07,0.001411
"chr6",29595001,29595506,2.73e-11,12,3.908e-21,2.76e-18
"chr6",28834479,28834520,1.228e-17,5,6.922e-21,6.02e-17
"chr6",142410097,142410235,3.404e-12,5,7.093e-21,1.833e-17
"chr6",29796014,29796086,1.832e-14,5,2.245e-17,1.112e-13
"chr2",74685458,74685602,2.452e-23,7,1.469e-20,3.638e-17
"chr3",120461450,120461571,1.033e-17,5,4.179e-18,1.232e-14
"chr12",109531413,109531595,2.01e-11,5,2.496e-17,4.89e-14
"chr17",74075091,74075336,5.403e-09,5,2.606e-16,3.232e-13
"chr1",119526782,119527156,9.076e-11,5,1.116e-21,1.064e-18
"chr1",17846707,17846815,1.882e-11,5,1.185e-13,3.911e-10
"chr13",27335081,27335204,6.75e-16,5,5.126e-17,1.486e-13
"chr11",8832906,8833095,5.56e-09,5,1.504e-12,2.838e-09
"chr17",4871193,4871376,3.463e-16,6,5.372e-15,1.038e-11
"chr11",46366642,46367100,1.114e-05,7,1.613e-12,1.256e-09
"chr6",31164742,31164994,1.141e-09,10,7.645e-13,1.082e-09
"chr19",1438099,1438247,6.132e-20,5,1.035e-22,2.494e-19
"chr15",26108641,26108817,1.45e-15,7,7.996e-24,1.62e-20
"chr13",33780077,33780362,6.055e-08,5,4.902e-14,6.14e-11
"chr6",152958461,152958664,7.652e-13,7,3.227e-17,5.669e-14
"chr4",183061829,183062004,7.941e-10,5,2.598e-16,4.524e-13
"chr4",5021202,5021328,5.417e-09,5,5.062e-10,1.433e-06
"chr5",1225294,1225719,6.201e-14,7,3.228e-21,2.709e-18
"chr8",27695475,27695695,3.137e-10,6,4.424e-14,7.162e-11
"chr2",47382286,47382593,2.075e-05,5,3.807e-13,4.422e-10
"chr17",72427537,72427693,5.843e-16,5,1.007e-19,2.301e-16
"chr4",74965067,74965278,1.766e-17,6,7.652e-23,1.293e-19
"chr5",140864275,140864834,1.09e-11,8,2.78e-26,1.773e-23
"chr12",76742179,76742536,2.078e-26,8,5.355e-34,5.349e-31
"chr7",93205125,93205295,5.937e-11,8,1.386e-17,2.907e-14
"chr22",39712955,39713086,5.972e-09,6,1.221e-10,3.322e-07
"chr1",177140125,177140322,1.336e-15,5,7.038e-20,1.274e-16
"chr4",4860430,4860655,2.259e-11,8,5.392e-18,8.547e-15
"chr5",140346105,140346293,2.38e-15,5,2.316e-18,4.393e-15
"chr11",705691,706070,1.705e-09,5,6.526e-17,1.045e-13
"chr15",49170065,49170244,8.442e-18,5,6.922e-24,1.379e-20
"chr6",31587792,31587990,4.121e-18,10,2.782e-22,5.01e-19
"chr2",127413362,127413530,8.316e-09,5,2.248e-11,4.772e-08
"chr10",70715577,70715883,4.022e-16,6,5.156e-29,6.008e-26
"chr3",10806046,10806370,5.827e-11,7,3.319e-17,3.653e-14
"chr7",27225221,27225865,5.135e-13,14,1.054e-24,5.839e-22
"chr18",19997911,19998049,6.949e-15,6,4.298e-16,1.148e-12
"chr6",31940409,31940522,3.582e-25,5,1.747e-27,5.513e-24
"chr6",155537900,155538055,4.947e-06,6,7.204e-11,1.657e-07
"chr6",41747731,41747905,2.048e-17,6,1.644e-21,3.37e-18
"chr6",32122735,32123034,2.007e-14,9,2.016e-23,2.404e-20
"chr6",160389644,160389851,1.403e-13,8,3.667e-21,6.317e-18
"chr15",75019069,75019376,3.29e-08,8,4.888e-13,5.678e-10
"chr17",47287409,47287577,5.954e-09,6,4.038e-11,8.571e-08
"chr1",113265409,113265883,5.833e-11,7,9.336e-19,7.024e-16
"chr6",33240147,33240388,4.736e-18,5,6.221e-23,9.204e-20
"chr13",51417922,51418092,1.32e-07,7,3.413e-10,7.159e-07
"chr2",169658980,169659182,7.991e-07,5,9.547e-13,1.686e-09
"chr8",99306715,99306870,1.226e-14,5,3.697e-19,8.505e-16
"chr15",89312968,89313222,4.686e-13,5,1.289e-17,1.81e-14
"chr12",26986863,26987065,3.573e-09,5,2.57e-14,4.527e-11
"chr5",74162770,74162924,4.522e-10,5,2.088e-12,4.836e-09
"chr4",47839875,47840136,6.907e-09,5,1.063e-15,1.517e-12
"chr3",113160429,113160623,2.061e-06,5,1.881e-08,3.458e-05
"chr10",133273946,133274319,3.171e-11,6,9.613e-21,9.19e-18
"chr11",31837103,31837250,1.742e-13,5,1.938e-23,4.701e-20
"chr22",24384104,24384400,4.903e-12,10,5.302e-15,6.42e-12
"chr2",201171254,201171347,1.284e-13,5,7.955e-15,3.065e-11
"chr11",842516,842622,1.179e-07,5,1.385e-13,4.658e-10
"chr2",61371879,61372226,2.829e-15,7,4.037e-20,4.149e-17
"chr7",130130319,130130753,1.169e-05,8,2.429e-13,1.995e-10
"chr16",84224563,84224901,4.15e-08,5,2.86e-17,3.018e-14
"chr17",81052621,81052836,1.42e-12,6,1.668e-19,2.766e-16
"chr6",33362894,33363179,1.233e-11,6,6.138e-17,1.389e-13
"chr10",73848763,73848830,2.163e-07,5,8.643e-10,4.6e-06
"chr1",179711858,179712204,3.474e-16,6,5.955e-23,6.138e-20
"chr11",27722616,27722774,1.48e-16,6,3.077e-22,6.944e-19
"chr6",88299741,88300029,1.032e-20,6,2.451e-28,3.035e-25
"chr2",7005727,7006004,1.021e-13,7,8.421e-22,1.084e-18
"chr11",2951167,2951353,6.856e-12,7,3.388e-14,6.492e-11
"chr16",89557868,89558024,8.802e-20,5,3.398e-22,7.767e-19
"chr4",53578310,53578664,1.049e-11,7,2.227e-21,2.243e-18
"chr15",34502417,34502580,1.37e-16,5,2.497e-20,5.462e-17
"chr11",2018017,2018154,1.054e-20,6,1.02e-15,2.601e-12
"chr3",50388468,50388670,2.212e-21,6,1.764e-31,3.113e-28
"chr6",32935842,32935917,2.714e-18,5,1.357e-14,6.44e-11
"chr11",94706532,94706874,1.226e-14,7,5.915e-21,6.167e-18
"chr1",68515976,68516518,5.517e-10,12,2.637e-21,1.735e-18
"chr11",844389,844686,3.234e-07,5,4.624e-14,5.545e-11
"chr6",31838412,31838724,1.367e-11,10,6.069e-16,6.345e-13
"chr5",168271854,168272051,1.641e-18,5,2.197e-22,3.976e-19
"chr1",244213357,244213618,5.75e-05,5,1.823e-12,2.491e-09
"chr12",12848976,12849138,2.004e-12,5,9.674e-17,2.444e-13
"chr19",57702019,57702697,2.007e-14,13,2.105e-27,1.107e-24
"chr1",24645801,24646205,1.361e-22,10,1.296e-31,1.144e-28
"chr4",110624696,110624915,1.278e-10,5,7.506e-22,1.222e-18
"chr12",54409206,54409336,5.781e-17,6,9.024e-20,2.475e-16
"chr2",54087172,54087209,2.842e-05,6,1.523e-07,0.001467
"chr6",10881890,10882240,9.466e-12,6,1.044e-19,1.064e-16
"chr6",30309482,30309653,6.164e-22,7,7.418e-25,1.547e-21
"chr11",10562836,10563039,7.923e-16,6,2.352e-19,4.131e-16
"chr11",2907669,2907930,3.824e-08,7,8.948e-15,1.229e-11
"chr1",165513252,165513361,7.759e-12,5,1.402e-13,4.587e-10
"chr11",2182539,2182672,5.12e-08,5,2.669e-10,7.157e-07
"chr6",32063393,32064258,7.915e-15,28,3.203e-25,1.321e-22
