"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",17109639,17109817,7.551e-08,6,1.684e-10,3.374e-07
"chr1",113249941,113250088,2.153e-15,5,3.245e-22,7.872e-19
"chr1",68299387,68299511,4.448e-07,5,5.303e-10,1.525e-06
"chr6",33267504,33267781,5.9e-23,12,4.033e-26,5.192e-23
"chr12",121416389,121416796,5.433e-13,8,4.303e-19,3.77e-16
"chr6",32847526,32847845,6.601e-10,16,9.951e-14,1.112e-10
"chr6",52009018,52009154,5.275e-17,5,1.307e-19,3.426e-16
"chr6",30509404,30509642,8.241e-18,7,3.545e-24,5.311e-21
"chr22",42828385,42828516,8.717e-14,6,6.282e-15,1.723e-11
"chr6",32016069,32016368,1.096e-15,11,2.428e-19,2.896e-16
"chr1",26233331,26233623,8.571e-13,10,9.562e-18,1.168e-14
"chr6",31627510,31627714,5.288e-12,7,3.798e-15,6.598e-12
"chr18",44236846,44237093,2.562e-10,7,1.048e-13,1.513e-10
"chr4",165898665,165898967,5.983e-09,8,6.262e-14,7.394e-11
"chr16",10912330,10912718,2.604e-08,6,1.717e-17,1.578e-14
"chr14",96505372,96505502,1.14e-21,6,3.355e-22,9.204e-19
"chr17",1665118,1665303,5.785e-10,7,3.433e-13,6.619e-10
"chr6",31860643,31860763,4.79e-16,5,3.682e-17,1.094e-13
"chr8",142377302,142377489,1.881e-16,5,1.97e-20,3.757e-17
"chr6",31865865,31866255,2.023e-20,9,6.301e-28,5.761e-25
"chr6",30656498,30656692,3.171e-07,6,6.653e-11,1.223e-07
"chr6",143998951,143999105,3.558e-16,6,5.528e-25,1.28e-21
"chr11",118972878,118973022,2.554e-14,5,3.802e-23,9.414e-20
"chr20",13200972,13201353,6.787e-14,8,5.82e-28,5.447e-25
"chr5",140346105,140346293,3.101e-15,5,3.252e-18,6.168e-15
"chr6",31830526,31830656,8.519e-22,5,2.261e-24,6.203e-21
"chr19",12146564,12146696,6.476e-18,5,5.159e-19,1.394e-15
"chr7",44240379,44240570,4.032e-19,6,5.375e-26,1.003e-22
"chr2",85581504,85581729,9.062e-17,6,7.82e-21,1.239e-17
"chr13",114107875,114108052,6.282e-16,7,2.697e-16,4.473e-13
"chr20",61809715,61809932,8.335e-18,8,1.476e-22,2.426e-19
"chr22",45680757,45681036,5.148e-11,5,2.829e-21,3.616e-18
"chr2",175260419,175260698,7.352e-14,5,1.251e-23,1.599e-20
"chr11",2721206,2722258,7.164e-13,29,5.212e-33,1.767e-30
"chr6",117802587,117802786,3.562e-06,5,1.941e-10,3.478e-07
"chr6",29691942,29692111,4.23e-09,8,4.245e-09,8.957e-06
"chr22",44568698,44568812,7.799e-08,6,1.611e-09,5.038e-06
"chr3",192445499,192445594,5.553e-16,6,4.576e-14,1.717e-10
"chr19",10381354,10381498,2.333e-20,6,2.582e-23,6.395e-20
"chr5",78407508,78407566,5.195e-08,5,2.028e-10,1.247e-06
"chr1",93645672,93646016,2.75e-11,5,6.435e-21,6.671e-18
"chr12",115134903,115135169,6.246e-24,13,6.921e-27,9.279e-24
"chr5",169659744,169659863,6.797e-38,6,1.401e-36,4.199e-33
"chr4",4859934,4860082,2.502e-19,8,1e-20,2.41e-17
"chr6",31631637,31631801,1.025e-12,7,2.971e-13,6.46e-10
"chr1",201915872,201915999,1.55e-14,5,2.706e-18,7.599e-15
"chr11",66335974,66336197,1.843e-15,5,8.683e-21,1.389e-17
"chr6",31543539,31543686,2.539e-10,8,8.141e-16,1.885e-12
"chr20",57428281,57428437,2.419e-08,5,2.762e-10,6.314e-07
"chr2",26624449,26624934,5.54e-14,10,1.067e-24,7.843e-22
"chr1",54821852,54822103,2.42e-05,5,4.672e-11,6.638e-08
"chr10",27703246,27703377,2.645e-12,6,3.032e-15,8.16e-12
"chr6",75953565,75953690,4.056e-15,5,3.433e-21,9.794e-18
"chr1",23495429,23495577,1.587e-17,6,4.052e-17,9.763e-14
"chr10",126150217,126150316,9.245e-21,5,6.04e-22,2.176e-18
"chr1",68512776,68513063,8.161e-06,6,3.336e-12,4.145e-09
"chr6",27832868,27832992,4.455e-12,5,2.81e-13,8.081e-10
"chr10",102279689,102279758,5.143e-05,5,4.395e-06,0.02246
"chr1",38412518,38412818,2.428e-09,6,1.913e-17,2.274e-14
"chr1",41444787,41444871,5.856e-15,6,5.599e-17,4.713e-13
"chr11",86383695,86383940,8.367e-10,7,5.159e-12,7.509e-09
"chr11",12398873,12399109,9.849e-15,7,2.123e-19,3.207e-16
"chr7",150778121,150778340,4.399e-15,7,2.532e-18,4.124e-15
"chr10",71892693,71892787,9.309e-12,6,2.501e-09,9.488e-06
"chr15",52043485,52043684,5.139e-18,6,2.123e-22,3.804e-19
"chr1",204328842,204329222,1.189e-10,7,8.407e-21,7.889e-18
"chr3",30936238,30936318,9.708e-15,5,1.877e-16,9.898e-13
"chr18",49866209,49866412,3.45e-16,8,4.187e-20,7.356e-17
"chr10",72201416,72201668,2.347e-10,6,1.623e-17,2.296e-14
"chr17",7323539,7323730,2.047e-12,5,5.079e-14,9.473e-11
"chr16",89557868,89558024,1.468e-19,5,5.919e-22,1.353e-18
"chr5",175788721,175788878,4.353e-17,5,1.067e-25,2.423e-22
"chr6",26018002,26018185,1.396e-09,6,1.981e-12,3.86e-09
"chr11",118763673,118764003,7.898e-06,6,3.277e-13,3.542e-10
"chr3",134369986,134370241,1.922e-15,6,2.235e-24,3.126e-21
"chr11",7041376,7041987,5.213e-21,13,4.727e-29,2.759e-26
"chr3",49967516,49967713,2.916e-05,5,1.314e-11,2.379e-08
"chr16",23724773,23724943,1.073e-08,6,2.621e-11,5.497e-08
"chr1",85040133,85040343,1.109e-14,8,5.097e-23,8.655e-20
"chr17",46719576,46720050,6.287e-08,5,1.36e-21,1.023e-18
"chr5",1225294,1225719,8.632e-14,7,4.48e-21,3.759e-18
"chr6",32122009,32122161,9.144e-26,8,2.749e-22,6.45e-19
"chr10",135340720,135340871,6.351e-08,5,2.825e-09,6.672e-06
"chr5",87980881,87981253,1.024e-08,6,1.957e-17,1.876e-14
"chr11",2464821,2465136,1.656e-07,9,5.318e-15,6.033e-12
"chr6",144329731,144329962,2.007e-11,10,2.266e-14,3.496e-11
"chr11",47600535,47600751,1.41e-14,7,2.352e-19,3.883e-16
"chr4",174429262,174429374,1.175e-11,5,7.183e-13,2.287e-09
"chr3",53381804,53381977,9.598e-18,5,3.635e-24,7.493e-21
"chr8",140716494,140716766,5.561e-11,5,7.667e-23,1.005e-19
"chr6",100442001,100442151,8.113e-08,5,7.325e-13,1.741e-09
"chr6",29944979,29945155,1.592e-22,10,3.232e-24,6.549e-21
"chr7",24797655,24797884,1.362e-07,7,7.284e-12,1.134e-08
"chr6",150346720,150347053,5.401e-18,10,3.353e-22,3.591e-19
"chr6",33401479,33401542,0.0006512,5,4.509e-06,0.0252
"chr11",64981080,64981316,8.89e-07,5,3.6e-11,5.44e-08
"chr12",14927075,14927294,1.169e-11,6,2.91e-20,4.739e-17
"chr6",29760446,29760909,3.466e-16,13,1.324e-29,1.02e-26
"chr6",30128384,30128558,1.87e-12,8,4.39e-17,8.997e-14
"chr11",66035909,66036038,1.689e-08,5,4.814e-13,1.331e-09
"chr7",23053757,23054024,4.198e-16,9,1.615e-21,2.157e-18
"chr11",44332127,44332624,4.466e-18,15,1.109e-30,7.96e-28
"chr5",171881545,171881583,1.864e-10,5,5.259e-13,4.935e-09
"chr17",18163715,18163865,6.406e-19,5,6.666e-23,1.585e-19
"chr1",1104256,1104462,4.421e-09,5,2.113e-14,3.652e-11
"chr6",30180687,30180820,7.14e-18,6,5.501e-19,1.475e-15
"chr6",30685073,30685303,2.766e-19,7,2.675e-23,4.147e-20
"chr2",124782585,124782885,1.599e-07,5,1.173e-15,1.452e-12
"chr6",33168278,33168516,5.213e-21,7,5.169e-26,7.744e-23
"chr12",76742179,76742536,7.596e-26,8,9.7e-34,9.689e-31
"chr6",158589293,158589440,3.655e-11,5,9.291e-16,2.155e-12
"chr22",39898039,39898247,7.146e-09,5,4.433e-15,7.614e-12
"chr1",182360682,182360902,7.057e-09,5,2.567e-17,4.16e-14
"chr7",50861417,50862067,2.023e-20,18,7.017e-25,3.849e-22
"chr13",48877590,48877719,2.239e-24,6,5.98e-28,1.653e-24
"chr6",64281603,64281771,8.896e-12,5,3.775e-16,7.07e-13
"chr7",152160884,152161197,1.429e-14,5,2.901e-18,3.305e-15
"chr10",18629496,18629677,1.694e-06,5,6.121e-11,1.206e-07
"chr11",87908557,87908938,6.62e-09,9,4.959e-19,4.642e-16
"chr17",48546257,48546503,6.402e-07,5,2.34e-11,3.392e-08
"chr14",102027659,102027797,1.994e-17,5,4.895e-19,1.265e-15
"chr19",39574711,39575027,1.079e-11,7,1.782e-21,2.011e-18
"chr6",30524221,30524408,1.787e-15,6,9.533e-20,1.818e-16
"chr8",42234723,42234975,2.164e-07,5,3.267e-11,4.623e-08
"chr17",45810358,45810512,6.283e-15,7,5.687e-19,1.317e-15
"chr6",31590512,31590674,8.43e-16,9,1.474e-17,3.245e-14
"chr11",117748131,117748236,1.543e-05,5,1.437e-07,0.0004878
"chr4",5890288,5890430,1.21e-21,7,7.616e-25,1.913e-21
"chr12",1609368,1609549,9.456e-08,6,1.358e-11,2.675e-08
"chr7",27187371,27187560,1.577e-09,5,2.367e-17,4.465e-14
"chr19",2236342,2236503,9.494e-18,5,2.005e-25,4.44e-22
"chr11",2920349,2920819,5.963e-08,9,2.893e-14,2.199e-11
"chr11",2293116,2293309,6.125e-13,10,4.274e-13,7.896e-10
"chr10",105212055,105212289,0.0002413,6,2.074e-08,3.161e-05
"chr19",57352013,57352269,1.1e-18,9,2.094e-22,2.917e-19
"chr4",124317778,124317966,2.355e-19,7,2.396e-17,4.544e-14
"chr10",102893924,102894227,2.188e-07,5,2.26e-16,2.613e-13
"chr5",140810050,140810161,8.227e-09,6,9.71e-11,3.12e-07
"chr19",1438099,1438247,1e-19,5,1.706e-22,4.11e-19
"chr6",32223075,32223341,4.095e-12,9,2.291e-20,3.071e-17
"chr6",33272147,33272430,3.572e-20,8,5.673e-28,7.149e-25
"chr17",46622490,46622607,1.301e-05,5,3.597e-07,0.001096
"chr5",170736131,170736335,5.078e-16,7,2.683e-16,3.881e-13
"chr12",12848976,12849138,2.645e-12,5,1.416e-16,2.444e-13
"chr4",159131323,159131690,2.757e-11,5,1.801e-20,1.75e-17
"chr7",26191457,26191696,9.787e-16,5,5.628e-22,8.398e-19
"chr1",75198402,75198841,2.21e-08,6,9.145e-18,7.429e-15
"chr3",73674067,73674170,4.304e-15,7,2.847e-18,9.855e-15
"chr6",31382064,31382250,0.0002098,5,5.884e-09,1.128e-05
"chr6",31846923,31847028,9.104e-08,6,2.893e-09,9.826e-06
"chr13",48807049,48807254,5.719e-18,5,1.181e-19,2.055e-16
"chr20",61147571,61147679,1.849e-12,6,1.154e-13,3.809e-10
"chr6",28510280,28510532,5.469e-09,9,2.068e-13,2.927e-10
"chr5",95997735,95997923,3.055e-15,5,1.161e-19,2.203e-16
"chr2",47382286,47382593,1.925e-05,5,4.274e-13,4.965e-10
"chr10",1102608,1102726,9.002e-23,5,5.057e-23,1.528e-19
"chr5",76114521,76114684,3.451e-22,5,6.044e-27,1.322e-23
"chr6",30688800,30688882,1.824e-14,5,1.373e-11,5.97e-08
"chr16",4421444,4421654,1.857e-08,5,3.418e-15,5.844e-12
"chr8",97657071,97657345,4.363e-18,7,3.851e-22,5.012e-19
"chr7",150779046,150779334,6.08e-19,6,4.055e-19,5.021e-16
"chr19",18496755,18496984,6.67e-07,5,9.607e-12,1.496e-08
"chr4",123747532,123747750,4.176e-06,6,6.855e-12,1.121e-08
"chr6",3848862,3849818,8.214e-19,29,1.13e-32,4.213e-30
"chr7",27260101,27260466,1.104e-09,5,8.61e-21,8.411e-18
"chr1",25292017,25292274,2.546e-07,7,3.219e-13,4.467e-10
"chr19",44324855,44325008,3.345e-12,8,5.061e-14,1.18e-10
"chr22",38851317,38851366,3.362e-11,5,8.523e-14,6.205e-10
"chr21",38070523,38070671,1.417e-12,5,6.524e-18,1.572e-14
"chr12",57634548,57634677,7.811e-14,5,2.837e-17,7.844e-14
"chr3",44770850,44770954,1.307e-10,5,3.017e-12,1.034e-08
"chr18",43652365,43652594,4.138e-17,6,2.659e-19,4.14e-16
"chr2",175351896,175351956,7.449e-12,5,1.716e-14,1.023e-10
"chr17",75315485,75315567,9.066e-13,5,1.812e-14,7.87e-11
"chr6",29796014,29796086,2.642e-14,5,3.853e-17,1.908e-13
"chr17",46651721,46651952,3.926e-20,7,5.736e-24,8.854e-21
