"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr19",1438055,1438247,1.348e-29,6,1.756e-32,3.262e-29
"chr7",30951063,30951498,5.817e-35,10,3.463e-38,2.839e-35
"chr4",53578310,53578664,2.407e-18,7,2.603e-33,2.622e-30
"chr11",10562836,10563039,9.801e-25,6,6.868e-32,1.206e-28
"chr12",6961044,6961209,1.865e-31,5,1.329e-33,2.873e-30
"chr1",165513252,165513361,2.148e-23,5,2.865e-24,9.372e-21
"chr6",33362894,33363179,0,6,7.61e-59,9.522e-56
"chr2",169658880,169659182,1.081e-28,6,1.966e-41,2.322e-38
"chr17",79881467,79881543,3.072e-14,5,5.339e-16,2.605e-12
"chr14",55907298,55907460,1.198e-13,6,5.376e-17,1.183e-13
"chr1",156261199,156261403,4.564e-17,5,8.46e-26,1.479e-22
"chr6",32164502,32165237,1.254e-25,14,1.53e-54,7.424e-52
"chr2",239140023,239140369,1.402e-18,8,1.525e-28,1.571e-25
"chr17",11501502,11501663,1.589e-27,7,2.117e-33,4.688e-30
"chr1",11795745,11795985,5.102e-18,7,3.364e-21,4.999e-18
"chr6",31940409,31940522,1.551e-37,5,3.397e-38,1.072e-34
"chr10",73848763,73848915,8.099e-17,6,1.62e-21,3.8e-18
"chr11",70508021,70508180,2.768e-11,5,3.099e-14,6.947e-11
"chr3",48632567,48632892,1.613e-23,8,6.169e-31,6.769e-28
"chr1",161171210,161171876,3.166e-17,7,6.398e-27,3.426e-24
"chr2",134785391,134785775,1.891e-14,5,3.643e-27,3.383e-24
"chr15",89312968,89313222,3.096e-24,5,1.138e-31,1.597e-28
"chr4",5021110,5021328,6.528e-22,7,3.439e-24,5.625e-21
"chr6",157931790,157932180,1.849e-16,6,2.69e-25,2.459e-22
"chr10",95517381,95517562,4.015e-21,5,1.314e-24,2.589e-21
"chr11",123986025,123986166,2.425e-37,8,1.243e-35,3.144e-32
"chr17",81052621,81052836,1.415e-22,6,1.933e-36,3.205e-33
"chr12",110211320,110211413,4.828e-24,5,6.64e-25,2.546e-21
"chr6",29648160,29648452,1.435e-07,9,1.543e-10,1.884e-07
"chr1",117317837,117318232,1.076e-23,6,6.034e-37,5.447e-34
"chr19",2255418,2255496,0,5,2.272e-45,1.038e-41
"chr6",31627082,31627313,1.452e-38,7,9.918e-48,1.531e-44
"chr2",7171868,7172297,5.115e-10,5,2.614e-21,2.173e-18
"chr6",33422867,33422995,2.702e-08,7,1.628e-08,4.536e-05
"chr15",85143774,85144228,5.153e-29,6,2.152e-31,1.69e-28
"chr2",158453758,158454243,2.179e-16,6,2.353e-31,1.73e-28
"chr6",32935788,32936079,1.343e-26,9,2.3e-15,2.857e-12
"chr17",47287409,47287577,5.764e-19,6,4.69e-19,9.956e-16
"chr3",160823230,160823505,5.465e-26,7,9.389e-36,1.218e-32
"chr5",19988591,19988848,3.511e-16,8,2.334e-24,3.239e-21
"chr22",17956452,17956641,2.552e-13,5,2.121e-20,4.001e-17
"chr1",17846707,17846815,6.048e-30,5,7.291e-32,2.407e-28
"chr6",166722052,166722248,7.951e-17,5,4.389e-27,7.985e-24
"chr11",117187001,117187223,8.405e-29,6,3.285e-36,5.277e-33
"chr20",55904632,55904875,3.007e-24,5,3.328e-30,4.884e-27
"chr11",68781975,68782211,1.484e-18,5,4.399e-22,6.647e-19
"chr1",177140125,177140322,4.549e-25,5,1.476e-30,2.672e-27
"chr1",244213357,244213618,8.344e-13,5,4.501e-24,6.15e-21
"chr20",57583262,57583520,1.002e-23,7,1.076e-19,1.488e-16
"chr16",57831744,57832309,7.956e-16,6,7.623e-44,4.811e-41
"chr1",68512776,68513063,8.97e-12,6,2.796e-20,3.474e-17
"chr11",89867636,89867976,4.738e-21,8,1.871e-29,1.963e-26
"chr11",27722616,27722774,3.691e-25,6,3.812e-32,8.604e-29
"chr2",121411888,121412432,2.386e-06,5,1.879e-20,1.232e-17
"chr8",22735110,22735478,3.253e-19,5,3.44e-29,3.334e-26
"chr6",29894939,29895116,3.315e-21,5,2.115e-15,4.25e-12
"chr12",3862220,3862597,5.674e-29,11,3.797e-43,3.592e-40
"chr17",46671076,46671332,1.166e-13,6,2.02e-22,2.813e-19
"chr16",89557868,89558024,1.147e-29,5,1.394e-31,3.187e-28
"chr14",69676182,69676294,0,5,8.169e-51,2.601e-47
"chr1",161008296,161008826,6.452e-20,8,8.306e-37,5.589e-34
"chr6",88299741,88300029,1.412e-31,6,7.489e-40,9.273e-37
"chr15",26108641,26108817,1.065e-22,7,2.193e-35,4.443e-32
"chr5",40841297,40841590,1.355e-13,5,6.169e-29,7.508e-26
"chr6",30585022,30585191,5.963e-37,6,1.094e-40,2.308e-37
"chr20",62168669,62168878,1.406e-26,7,1.802e-22,3.074e-19
"chr2",54086853,54087343,8.746e-33,11,1.236e-49,8.997e-47
"chr3",112012866,112013231,1.646e-12,5,5.371e-21,5.248e-18
"chr6",32076078,32076592,3.351e-14,8,2.003e-26,1.39e-23
"chr6",152958461,152958664,3.655e-24,7,8.317e-31,1.461e-27
"chr4",1202508,1202911,8.994e-33,10,3.79e-53,3.354e-50
"chr2",47382286,47382739,8.797e-23,6,6.8e-50,5.353e-47
"chr17",7758101,7758291,0,6,5.792e-34,1.087e-30
"chr2",201171254,201171347,7.51e-23,5,7.597e-23,2.913e-19
"chr20",37075184,37075286,2.694e-29,5,4.576e-30,1.6e-26
"chr10",531097,531584,1.065e-09,7,6.046e-20,4.427e-17
"chr6",33215648,33215868,3.514e-13,6,8.733e-19,1.416e-15
"chr6",32063393,32064258,1.103e-37,28,8.374e-51,3.452e-48
"chr17",42081809,42081955,1.89e-30,6,9.877e-32,2.412e-28
"chr6",149805994,149806732,8.219e-13,10,2.338e-31,1.13e-28
"chr4",4860430,4860655,6.286e-23,8,2.733e-32,4.331e-29
"chr20",33880194,33880370,1.829e-37,6,7.631e-39,1.546e-35
"chr6",33240147,33240388,4.949e-27,5,9.964e-34,1.474e-30
"chr16",89033691,89034099,8.005e-10,5,9.206e-24,8.046e-21
"chr2",72079275,72079609,5.851e-11,6,2.436e-21,2.601e-18
"chr14",102027659,102027797,2.981e-31,5,1.163e-32,3.005e-29
"chr21",45705617,45705742,3.099e-22,7,2.35e-22,6.704e-19
"chr16",53407420,53407808,2.364e-10,7,1.244e-20,1.144e-17
"chr1",119526782,119527156,2.418e-17,5,2.619e-35,2.497e-32
"chr11",3186791,3186977,1.131e-15,5,1.743e-24,3.342e-21
"chr6",32122735,32123034,1.308e-23,9,6.395e-37,7.627e-34
"chr6",32134853,32135396,0,19,3.252e-77,2.136e-74
"chr1",113265409,113265883,1.943e-20,7,1.491e-33,1.122e-30
"chr12",106533666,106533903,2.773e-22,6,1.377e-28,2.071e-25
"chr11",2721206,2722258,1.853e-26,29,4.859e-61,1.647e-58
"chr6",160389644,160389851,5.816e-22,8,6.116e-31,1.054e-27
"chr6",28602542,28602938,1.138e-29,12,7.403e-43,6.667e-40
"chr11",28129558,28129852,2.011e-32,7,2.981e-43,3.616e-40
"chr5",1882774,1883011,2.212e-15,5,4.796e-29,7.217e-26
"chr8",91803656,91803805,1.533e-20,5,7.232e-31,1.731e-27
"chr11",2907669,2907930,2.835e-18,7,1.918e-30,2.621e-27
"chr11",2292690,2293309,7.943e-39,20,1.584e-36,9.127e-34
"chr5",135364551,135364580,2.872e-30,5,2.36e-33,2.902e-29
"chr13",27335081,27335204,1.951e-27,5,3.714e-27,1.077e-23
"chr17",6947287,6947464,1.662e-21,7,2.013e-16,4.473e-13
"chr10",128994431,128994702,5.422e-25,5,3.718e-30,4.893e-27
"chr13",26625088,26625359,2.223e-21,6,1.06e-19,1.394e-16
"chr1",179711858,179712204,7.22e-28,6,1.055e-35,1.088e-32
"chr15",63674107,63674276,7.866e-31,5,9.026e-33,1.904e-29
"chr4",74847645,74848016,2.698e-13,8,6.021e-17,1.067e-13
"chr10",5406889,5407119,5.052e-35,8,7.121e-39,1.104e-35
"chr19",57702019,57702809,2.578e-26,15,1.063e-48,4.799e-46
"chr17",41277973,41278622,1.133e-16,12,2.675e-25,1.47e-22
"chr22",50528178,50528333,4.095e-07,6,2.572e-11,5.918e-08
"chr3",10806021,10806370,5.282e-20,8,7.623e-31,7.789e-28
"chr22",42296818,42296941,0,5,2.192e-50,6.354e-47
"chr11",842516,842622,1.303e-15,5,6.448e-23,2.169e-19
"chr4",103940710,103941205,1.433e-26,10,1.922e-40,1.385e-37
"chr4",74965067,74965278,8.181e-28,6,9.447e-35,1.597e-31
"chr1",24645801,24646392,2.867e-36,11,5.54e-50,3.342e-47
"chr20",61161999,61162112,0,5,1.438e-42,4.54e-39
"chr17",4871193,4871376,1.644e-24,6,2.355e-21,4.588e-18
"chr8",27468980,27469338,1.151e-10,5,3.68e-22,3.665e-19
"chr6",32023245,32023383,0,6,3.32e-38,8.578e-35
"chr6",28834403,28834520,5.945e-28,6,4.497e-33,1.371e-29
"chr8",122651485,122651575,2.087e-32,5,4.092e-33,1.621e-29
"chr13",61989596,61989770,7.315e-22,5,7.229e-29,1.481e-25
"chr6",31129328,31129600,0,6,9.809e-51,1.286e-47
"chr10",70715577,70715883,6.347e-23,6,1.321e-41,1.539e-38
"chr6",42927939,42928200,8.189e-18,10,2.984e-24,4.078e-21
"chr6",31671158,31671271,1.389e-20,5,3.066e-26,9.676e-23
"chr15",66994431,66994613,2.445e-15,6,2.095e-20,4.105e-17
"chr1",44883989,44884264,1.511e-31,7,6.982e-38,9.054e-35
"chr6",32085148,32085541,7.356e-29,7,2.834e-30,2.572e-27
"chr10",131989533,131989849,1.767e-12,5,8.233e-24,9.291e-21
"chr5",66124394,66124603,7.59e-38,6,4.957e-37,8.458e-34
"chr11",2018017,2018154,6.772e-33,6,2.52e-32,6.559e-29
"chr11",6341716,6341908,2.991e-23,6,3.561e-29,6.614e-26
"chr6",30139420,30139641,1.209e-33,8,2.582e-26,4.166e-23
"chr8",132052701,132052942,7.706e-31,7,8.371e-37,1.239e-33
"chr6",134497174,134497379,8.252e-15,5,1.902e-20,3.308e-17
"chr15",32933660,32934185,1.514e-23,7,1.76e-36,1.195e-33
"chr6",29580895,29581228,4.063e-37,7,1.575e-37,1.687e-34
"chr6",32119873,32120324,2.679e-20,7,4.823e-35,3.813e-32
"chr11",117069779,117069900,2.125e-09,5,1.837e-10,5.414e-07
"chr6",32977982,32978281,1.723e-41,8,5.926e-39,7.067e-36
"chr15",93616893,93617168,5.56e-39,12,2.173e-42,2.818e-39
"chr15",75019069,75019376,2.833e-18,10,9.012e-26,1.047e-22
"chr11",2951167,2951353,2.973e-22,7,1.483e-25,2.843e-22
"chr2",131673893,131674201,9.774e-10,5,7.924e-15,9.126e-12
"chr2",121223846,121224009,4.779e-22,5,1.533e-20,3.353e-17
"chr17",79304419,79304683,1.169e-39,7,2.171e-42,2.933e-39
"chr7",114055073,114055210,5.267e-30,6,1.502e-35,3.909e-32
"chr6",146919931,146920295,3.505e-24,8,3.346e-34,3.278e-31
"chr6",31696062,31696519,0,17,3.669e-65,2.863e-62
"chr14",101499892,101500125,2.124e-36,5,1.02e-41,1.56e-38
"chr5",178594373,178594649,1.802e-10,5,2.078e-21,2.684e-18
"chr3",120461450,120461571,1.283e-25,5,2.105e-24,6.205e-21
"chr17",27045042,27045302,2.507e-23,6,1.168e-25,1.602e-22
"chr11",843896,844686,7.228e-15,11,1.334e-40,6.02e-38
"chr13",37453428,37453926,2.168e-13,6,7.997e-25,5.727e-22
"chr11",10715444,10715767,5.036e-26,5,1.456e-48,1.608e-45
"chr17",6899296,6899888,9.608e-17,11,2.309e-28,1.391e-25
"chr1",200841804,200842145,1.385e-23,5,2.677e-40,2.8e-37
"chr6",151560830,151561236,9.62e-27,9,1.035e-36,9.095e-34
"chr11",8832906,8833095,2.799e-22,5,3.183e-35,6.005e-32
"chr6",30712281,30712499,6.533e-39,7,5.367e-30,8.78e-27
"chr8",117950243,117950504,1.501e-29,7,2.606e-33,3.56e-30
"chr19",8428849,8429166,2.221e-19,5,2.393e-36,2.691e-33
"chr20",30135107,30135177,3.647e-25,6,6.085e-28,3.1e-24
"chr19",46974971,46975180,6.392e-09,5,3.462e-14,5.91e-11
"chr6",28956225,28956426,1.183e-36,13,1.322e-34,2.345e-31
"chr11",7110073,7110196,1.219e-07,5,1.419e-09,4.113e-06
"chr6",33281711,33282175,2.911e-26,10,6.108e-33,4.694e-30
"chr7",93205125,93205295,3.339e-20,8,1.945e-31,4.081e-28
"chr22",24890689,24890833,3.208e-18,7,1.445e-23,3.577e-20
"chr2",154333567,154333822,1.935e-25,5,3.69e-31,5.161e-28
"chr7",130130121,130130753,5.685e-13,14,3.999e-28,2.256e-25
"chr5",168271854,168272051,2.307e-28,5,3.144e-44,5.692e-41
"chr6",32014380,32014739,4.855e-19,8,9.583e-27,9.519e-24
"chr6",31548284,31548437,7.782e-18,5,2.621e-23,6.109e-20
"chr1",231155631,231155818,0,7,5.685e-40,1.084e-36
"chr4",124317778,124317966,2.269e-30,7,4.376e-25,8.301e-22
"chr7",152160884,152161197,1.342e-22,5,2.99e-29,3.407e-26
"chr8",27695475,27695695,3.535e-20,6,2.386e-23,3.868e-20
"chr16",90113892,90114200,2.57e-15,5,7.038e-24,8.149e-21
"chr6",33091566,33091870,2.011e-15,6,4.448e-18,5.218e-15
"chr19",859329,859680,1.619e-21,6,1.64e-28,1.667e-25
"chr6",142410097,142410235,7.803e-20,5,5.897e-32,1.524e-28
"chr12",12848976,12849138,1.274e-20,5,2.571e-26,5.66e-23
"chr6",30711425,30711644,1.693e-19,6,1.067e-24,1.737e-21
"chr22",31317913,31318444,2.23e-11,8,9.898e-18,6.647e-15
"chr11",57529254,57529614,8.702e-12,5,3.895e-19,3.858e-16
"chr11",94706532,94706874,2.101e-22,7,1.562e-29,1.629e-26
"chr1",75198402,75199117,3.413e-15,10,1.221e-35,6.092e-33
"chr3",196014710,196014846,6.381e-31,6,1.761e-25,4.617e-22
"chr3",53381804,53381977,5.197e-27,5,1.632e-34,3.363e-31
"chr1",68515976,68516518,1.408e-19,12,1.281e-38,8.431e-36
"chr11",36615846,36616048,5.716e-24,5,2.65e-28,4.678e-25
"chr2",157184400,157184614,1.3e-15,5,9.91e-20,1.651e-16
"chr2",61371879,61372226,3.822e-26,7,1.274e-32,1.309e-29
"chr12",76742179,76742603,3.042e-38,9,4.714e-43,3.964e-40
"chr2",7005727,7006004,9.401e-24,7,1.389e-33,1.788e-30
"chr1",38022465,38022657,3.083e-20,5,5.266e-18,9.781e-15
"chr19",44123911,44124298,8.144e-37,8,1.294e-45,1.192e-42
"chr3",50388468,50388670,4.241e-32,6,1.146e-43,2.023e-40
"chr5",140864275,140864834,2.229e-19,8,1.315e-40,8.391e-38
"chr6",30689513,30689681,2.444e-25,5,7.896e-30,1.676e-26
"chr6",31587679,31588053,3.951e-31,13,3.134e-32,2.988e-29
"chr6",31838412,31838774,2.034e-36,11,2.992e-47,2.947e-44
"chr11",73357018,73357396,1.142e-36,8,2.925e-50,2.759e-47
"chr6",31164742,31164994,7.59e-19,10,1.264e-23,1.789e-20
"chr16",2892603,2892912,2.029e-12,5,8.081e-21,9.325e-18
"chr4",183061829,183062004,1.239e-17,5,1.178e-27,2.4e-24
"chr17",4510571,4510827,3.781e-22,5,4.594e-30,6.399e-27
"chr17",26127437,26127542,3.045e-35,5,1.636e-34,5.558e-31
"chr6",30309482,30309718,0,8,8.247e-46,1.246e-42
"chr6",155537900,155538055,5.294e-12,6,1.359e-17,3.128e-14
"chr17",72931568,72931903,4.305e-33,11,4.298e-42,4.575e-39
"chr4",110624696,110624915,4.788e-17,5,3.522e-32,5.736e-29
"chr6",29796014,29796086,9.661e-26,5,1.509e-28,7.474e-25
"chr6",41747731,41747905,1.214e-26,6,3.539e-31,7.252e-28
"chr6",2891972,2892152,1.127e-21,5,1.594e-36,3.157e-33
"chr17",1665118,1665303,1.905e-19,7,4.705e-23,9.069e-20
"chr11",32449253,32450104,7.819e-07,6,2.024e-25,8.48e-23
"chr11",19736149,19736333,1.389e-20,5,3.481e-32,6.746e-29
"chr6",33384178,33384537,3.246e-18,6,2.195e-36,2.18e-33
"chr12",121416389,121416796,0,8,4.502e-63,3.944e-60
"chr11",14994846,14995322,2.861e-29,12,1.754e-43,1.314e-40
"chr11",705691,706070,3.061e-15,5,2.317e-30,2.18e-27
"chr19",52391077,52391480,5.358e-21,11,5.275e-26,4.668e-23
"chr11",27015518,27015991,7.69e-15,7,6.807e-27,5.132e-24
"chr11",2182456,2182672,7.324e-30,6,1.948e-35,3.216e-32
"chr2",127413362,127413530,2.197e-15,5,2.769e-22,5.877e-19
"chr5",140857888,140858107,2.73e-15,5,2.262e-21,3.684e-18
"chr1",46859670,46859845,3.194e-15,5,3.446e-23,7.023e-20
"chr12",57984649,57984821,2.14e-30,5,5.51e-33,1.142e-29
"chr19",12817391,12817517,5.464e-38,5,9.291e-44,2.629e-40
"chr10",45719750,45720134,1.213e-08,5,7.033e-24,6.531e-21
"chr2",241497411,241497599,5.615e-16,6,9.776e-25,1.854e-21
"chr12",52995249,52995446,1.989e-17,5,1.563e-22,2.83e-19
"chr5",2537495,2537834,4.175e-07,6,1.636e-14,1.717e-11
"chr20",5485244,5485294,9.394e-07,5,7.326e-09,5.225e-05
"chr13",48807049,48807339,3.96e-26,6,5.176e-32,6.365e-29
"chr2",74685458,74685602,1.168e-34,7,7.521e-29,1.863e-25
"chr6",32812220,32812571,5.024e-34,10,9.356e-49,9.506e-46
"chr2",85811291,85811662,7.293e-15,5,2.076e-23,1.995e-20
"chr11",108408906,108408981,2.086e-17,5,3.617e-19,1.72e-15
"chr10",133273799,133274319,2.942e-34,8,6.245e-48,4.283e-45
"chr13",110802516,110802753,1.136e-17,7,2.773e-22,4.172e-19
"chr1",27709574,27709791,8.252e-15,6,1.856e-22,3.05e-19
"chr6",31588426,31588874,7.779e-11,9,2.665e-21,2.121e-18
"chr6",31549009,31549276,5.073e-30,9,5.29e-36,7.066e-33
"chr17",7832679,7832943,1.35e-15,5,2.223e-23,3.002e-20
"chr1",28906209,28906538,2.833e-22,5,2.643e-36,2.865e-33
"chr12",26986863,26987065,1.136e-17,5,2.869e-24,5.064e-21
"chr12",54409206,54409336,2.212e-29,6,9.443e-32,2.59e-28
"chr13",48575573,48575927,5.893e-13,6,4.174e-25,4.205e-22
"chr12",115134343,115134594,4.909e-11,6,7.151e-16,9.464e-13
"chr12",58146163,58146524,1.001e-18,6,6.847e-27,6.764e-24
"chr19",15083615,15083916,6.973e-29,6,4.619e-26,5.472e-23
"chr14",104690039,104690244,3.071e-12,5,3.527e-18,6.135e-15
"chr15",34502417,34502580,2.85e-26,5,1.94e-30,4.244e-27
"chr17",65471302,65471507,9.255e-11,5,7.285e-19,1.267e-15
