"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr6",146919931,146920295,7.344e-20,8,1.187e-28,1.162e-25
"chr19",52956621,52956832,1.03e-24,8,1.541e-28,2.604e-25
"chr4",154073370,154073813,1.919e-12,6,8.819e-26,7.099e-23
"chr17",11501502,11501663,2.582e-23,7,2.885e-28,6.39e-25
"chr11",65360122,65360509,8.507e-11,5,2.127e-15,1.944e-12
"chr15",79298603,79298769,1.561e-32,6,1.743e-38,3.745e-35
"chr6",30080263,30080405,3.107e-29,5,6.349e-31,1.594e-27
"chr11",26353604,26353811,4.514e-24,6,1.994e-33,3.436e-30
"chr17",46608267,46608570,5.381e-40,9,3.843e-57,4.522e-54
"chr20",2844658,2844713,1.015e-36,5,1.736e-40,1.126e-36
"chr7",142494147,142494564,2.491e-10,7,1.76e-17,1.505e-14
"chr2",183943387,183943551,1.287e-21,5,7.751e-27,1.685e-23
"chr5",92914035,92914319,4.607e-11,5,2.635e-19,3.308e-16
"chr8",65291512,65291730,5.308e-16,7,6.514e-16,1.09e-12
"chr17",37764117,37764293,2.343e-30,7,1.399e-33,2.834e-30
"chr6",24911192,24911334,3.665e-16,6,1.36e-25,3.416e-22
"chr2",157184400,157184614,6.887e-12,5,6.238e-17,1.85e-13
"chr6",32862030,32862734,3.029e-41,21,2.859e-60,1.448e-57
"chr15",81426346,81426820,1.224e-13,10,4.42e-20,3.326e-17
"chr10",124638755,124639257,3.739e-23,13,2.379e-30,1.69e-27
"chr1",178062685,178062853,7.378e-27,5,7.517e-33,1.596e-29
"chr11",705691,706070,3.379e-13,5,4.403e-25,4.143e-22
"chr6",33267504,33267781,7.22e-32,12,1.666e-33,2.145e-30
"chr6",137366321,137366545,1.075e-28,7,1.503e-32,2.393e-29
"chr21",45705617,45705742,1.374e-18,7,4.67e-19,1.332e-15
"chr7",43909258,43909462,8.009e-23,5,1.491e-28,2.606e-25
"chr2",239140023,239140369,1.994e-15,8,2.936e-24,3.026e-21
"chr7",120968876,120969174,4.99e-15,8,3.063e-26,3.665e-23
"chr19",827714,827843,1.159e-13,5,8.023e-14,2.219e-10
"chr10",118765173,118765335,3.224e-15,5,5.059e-21,1.114e-17
"chr4",84030974,84031308,2.154e-29,7,3.354e-30,3.581e-27
"chr3",182970674,182970903,1.476e-21,7,1.268e-27,1.975e-24
"chr19",58280727,58280927,2.98e-20,5,2.679e-25,4.776e-22
"chr6",10521141,10521715,3.132e-16,6,7.209e-27,4.478e-24
"chr6",32939136,32939317,1.708e-17,6,2.277e-20,4.486e-17
"chr1",6526128,6526583,2.48e-13,7,4.284e-22,3.358e-19
"chr20",25128680,25128807,8.481e-16,6,8.306e-22,2.332e-18
"chr6",117802587,117802786,8.294e-12,5,3.812e-17,6.832e-14
"chr3",129147229,129147846,3.059e-17,8,3.268e-32,1.889e-29
"chr15",63674107,63674276,4.859e-27,5,1.136e-28,2.398e-25
"chr6",33284346,33284542,6.018e-21,7,1.447e-26,2.632e-23
"chr6",31838412,31838774,1.54e-35,11,1.551e-35,1.528e-32
"chr16",776415,776685,9.971e-15,5,8.413e-21,1.111e-17
"chr20",54967329,54967512,1.706e-19,5,3.203e-37,6.241e-34
"chr13",111972885,111973143,8.604e-12,7,1.498e-18,2.071e-15
"chr6",31627082,31627313,3.349e-26,7,2.764e-28,4.267e-25
"chr11",14993377,14994230,1.383e-22,18,4.363e-44,1.824e-41
"chr3",47324471,47324572,1.084e-30,5,1.13e-31,3.989e-28
"chr11",94278406,94278603,2.124e-12,7,1.664e-19,3.012e-16
"chr5",140700258,140700676,9.157e-26,10,3.957e-33,3.375e-30
"chr6",31778621,31778842,0,8,3.597e-59,5.803e-56
"chr8",39172019,39172120,2.337e-10,6,7.72e-16,2.744e-12
"chr10",134150450,134150760,3.147e-12,8,1.016e-15,1.149e-12
"chr15",91427820,91428056,5.404e-06,5,7.415e-13,1.12e-09
"chr6",33386331,33386556,1.919e-24,6,6.815e-24,1.08e-20
"chr4",4859934,4860082,1.302e-29,8,9.275e-30,2.235e-26
"chr10",90343165,90343435,1.26e-32,7,3.212e-34,4.243e-31
"chr17",6947287,6947464,6.452e-18,7,7.106e-14,1.432e-10
"chr10",128994431,128994702,7.903e-22,5,8.281e-27,1.09e-23
"chr19",33622855,33623091,3.57e-38,9,1.027e-36,1.552e-33
"chr5",125931119,125931275,1.947e-21,5,7.887e-21,1.803e-17
"chr6",32808503,32808752,6.904e-15,6,1.418e-19,2.03e-16
"chr5",63257709,63257941,1.315e-26,8,6.231e-32,9.578e-29
"chr12",15942594,15942969,5.557e-12,7,6.987e-17,1.056e-13
"chr20",55841868,55841906,7.804e-25,6,7.006e-28,6.574e-24
"chr7",116139321,116139425,5.198e-15,6,1.462e-16,3.807e-13
"chr7",130132160,130132453,6.531e-28,13,1.175e-30,1.43e-27
"chr6",31502385,31502521,1.212e-31,6,1.163e-41,3.049e-38
"chr20",42142223,42143211,2.073e-24,25,1.507e-43,5.441e-41
"chr20",1471883,1472419,1.27e-11,6,1.153e-21,7.672e-19
"chr8",72756811,72757004,2.142e-25,7,5.603e-28,1.035e-24
"chr6",32809265,32809494,0,8,2.746e-50,4.275e-47
"chr11",66084468,66084841,4.522e-15,5,2.789e-23,2.667e-20
"chr4",99064321,99064831,7.212e-15,7,9.776e-27,6.836e-24
"chr6",31590512,31590870,1.03e-31,10,1.033e-33,1.029e-30
"chr17",79304497,79304683,2.968e-32,6,8.351e-31,1.601e-27
"chr13",48877433,48877719,1.232e-32,8,6.851e-32,8.542e-29
"chr2",121223846,121224009,8.58e-14,5,2.782e-13,6.087e-10
"chr10",8078037,8078357,2.628e-17,6,5.092e-29,5.674e-26
"chr6",54711377,54711476,6.747e-18,5,8.187e-15,2.959e-11
"chr11",72504856,72504909,1.127e-22,5,1.413e-25,9.505e-22
"chr5",140346105,140346293,4.232e-21,5,5.136e-24,9.741e-21
"chr5",112824613,112824765,3.609e-12,5,1.322e-13,3.102e-10
"chr11",41481357,41481655,3.235e-14,5,2.245e-25,2.687e-22
"chr11",2891064,2891118,5.278e-15,5,1.9e-17,1.255e-13
"chr10",63422510,63422640,2.491e-22,6,2.666e-29,7.312e-26
"chr1",236686563,236686804,1.083e-16,5,6.411e-20,9.486e-17
"chr11",790141,790293,2.332e-16,6,5.815e-20,1.364e-16
"chr12",123464510,123464823,1.389e-22,5,8.424e-34,9.597e-31
"chr20",30028205,30028292,5.726e-19,5,4.745e-19,1.945e-15
"chr7",94023742,94023988,1.249e-28,7,2.377e-33,3.445e-30
"chr6",28887741,28888029,2.622e-21,5,2.789e-38,3.453e-35
"chr6",31938860,31939322,3.1e-29,13,5.027e-36,3.88e-33
"chr12",72233239,72233372,7.679e-18,6,1.771e-24,4.749e-21
"chr11",31837103,31837250,3.028e-18,5,9.572e-30,2.322e-26
"chr4",77356174,77356507,1.58e-16,5,6.729e-22,7.206e-19
"chr8",91803656,91803805,3.874e-17,5,3.568e-26,8.54e-23
"chr6",155537900,155538055,2.093e-11,6,5.911e-18,1.36e-14
"chr14",50154982,50155174,3.578e-31,7,9.116e-24,1.693e-20
"chr5",134735543,134735701,1.392e-22,7,5.819e-23,1.313e-19
"chr12",21810278,21810845,3.53e-20,6,1.198e-30,7.533e-28
"chr6",33084548,33085063,1.466e-21,16,5.926e-32,4.103e-29
"chr19",859329,859680,1.281e-17,6,3.638e-23,3.696e-20
"chr12",133414254,133414571,1.357e-27,5,9.01e-34,1.014e-30
"chr6",168197504,168197732,1.004e-14,5,1.246e-17,1.948e-14
"chr1",161171210,161171876,2.425e-07,7,2.637e-18,1.412e-15
"chr6",28303922,28304249,2.749e-30,10,7.473e-35,8.149e-32
"chr17",10559322,10559537,1.065e-30,5,4.114e-28,6.823e-25
"chr2",56410010,56410300,6.528e-27,8,1.835e-30,2.257e-27
"chr11",86383695,86383940,1.277e-22,7,6.393e-24,9.306e-21
"chr6",13924354,13924570,2.934e-10,5,1.89e-16,3.666e-13
"chr7",39605535,39605883,5.174e-13,5,3.31e-21,3.391e-18
"chr5",150284415,150284600,3.182e-14,6,1.871e-18,3.607e-15
"chr6",32156070,32156527,1.107e-15,5,2.319e-30,1.809e-27
"chr6",46138724,46139019,7.485e-33,9,2.004e-32,2.422e-29
"chr2",27531123,27531360,5.184e-31,8,1.51e-29,2.273e-26
"chr6",105628012,105628165,3.241e-13,5,7.878e-21,1.836e-17
"chr2",202483867,202484320,6.005e-13,7,1.234e-24,9.712e-22
"chr13",37005451,37005582,1.914e-10,8,7.192e-09,1.958e-05
"chr7",27183195,27183436,7.717e-06,5,5.342e-09,7.904e-06
"chr13",33002359,33002597,3.595e-16,6,1.869e-19,2.8e-16
"chr10",102893924,102894342,6.883e-11,6,1.019e-23,8.696e-21
"chr10",49892740,49893026,5.887e-16,8,6.571e-21,8.193e-18
"chr15",74421847,74421935,1.392e-23,6,3.994e-22,1.618e-18
"chr19",57630152,57630742,9.011e-27,14,5.275e-28,3.188e-25
"chr8",55370406,55370579,2.058e-11,5,1.12e-19,2.309e-16
"chr17",42081809,42081955,2.228e-25,6,1.733e-26,4.233e-23
"chr1",28559460,28559620,1.774e-26,6,3.596e-28,8.016e-25
"chr12",76742179,76742536,2.405e-34,8,7.644e-42,7.636e-39
"chr6",33395289,33395495,2.235e-19,6,9.207e-25,1.594e-21
"chr1",179847084,179847162,9.859e-28,5,9.799e-29,4.48e-25
"chr19",16178090,16178253,3.161e-11,6,8.433e-18,1.845e-14
"chr13",113698930,113699016,0,6,6.771e-51,2.808e-47
"chr6",32118203,32118457,9.439e-17,14,6.812e-22,9.563e-19
"chr6",32134853,32135396,0,19,1.373e-71,9.018e-69
"chr7",27197454,27198429,7.997e-17,10,2.051e-40,7.502e-38
"chr1",75139346,75139583,6.912e-13,7,1.456e-23,2.192e-20
"chr1",43751362,43751563,1.415e-26,7,9.818e-31,1.742e-27
"chr17",27045042,27045302,7.454e-18,6,3.397e-20,4.659e-17
"chr7",27183642,27184521,0,31,1.193e-49,4.839e-47
"chr3",46875703,46875903,6.021e-32,8,5.445e-45,9.708e-42
"chr6",28834403,28834520,3.206e-24,6,1.392e-28,4.243e-25
"chr6",32063393,32064258,1.068e-21,28,2.715e-34,1.119e-31
"chr6",69345835,69346248,2.136e-12,5,6.905e-26,5.962e-23
"chr11",1785546,1785804,5.13e-20,9,8.784e-23,1.214e-19
"chr3",49236799,49236946,1.977e-10,6,2.234e-12,5.42e-09
"chr20",10015645,10015964,9.758e-18,6,1.998e-21,2.234e-18
"chr10",72201416,72201668,3.222e-17,6,3.856e-26,5.457e-23
"chr11",2951167,2951353,2.766e-18,7,5.747e-21,1.102e-17
"chr6",36646126,36646259,1.84e-19,5,7.458e-23,2e-19
"chr13",52419264,52419483,4.745e-23,6,6.308e-25,1.027e-21
"chr17",48711901,48712219,7.224e-19,5,6.927e-28,7.768e-25
"chr6",29924201,29924471,1.225e-30,6,6.56e-29,8.664e-26
"chr13",74708037,74708194,9.555e-27,5,3.48e-29,7.905e-26
"chr19",58220515,58220837,3.452e-13,7,2.527e-18,2.799e-15
"chr10",126150217,126150316,1.741e-28,5,2.554e-28,9.2e-25
"chr6",112575849,112576119,2.62e-11,5,3.59e-17,4.742e-14
"chr7",150745472,150745709,8.379e-19,6,1.013e-30,1.524e-27
"chr6",30688800,30688882,1.473e-20,5,1.211e-15,5.311e-12
"chr14",104690039,104690244,3.129e-09,5,2.836e-14,4.925e-11
"chr6",10419834,10420079,3.814e-22,6,3.812e-31,5.549e-28
"chr14",37051692,37051902,4.328e-14,6,2.163e-20,3.672e-17
"chr10",25465170,25465503,1.161e-20,6,2.251e-31,2.411e-28
"chr1",115397373,115397616,2.814e-13,5,2.154e-19,3.16e-16
"chr16",85518900,85519308,4.658e-28,7,5.552e-32,4.852e-29
"chr11",75141721,75141846,1.258e-14,5,2.184e-23,6.23e-20
"chr6",30180687,30180820,2.041e-23,6,1.537e-23,4.122e-20
"chr11",123986025,123986166,7.858e-33,8,1.518e-31,3.839e-28
"chr7",94285269,94286793,3.552e-32,55,2.707e-70,6.335e-68
"chr1",25292017,25292412,1.412e-09,8,9.384e-18,8.472e-15
"chr16",19421816,19421979,4.199e-20,5,2.806e-23,6.138e-20
"chr11",32452369,32452839,1.537e-11,6,2.704e-20,2.052e-17
"chr2",677533,677591,4.64e-17,5,1.292e-19,7.945e-16
"chr2",197504012,197504206,7.324e-16,5,4.157e-19,7.641e-16
"chr13",51417685,51418092,6.532e-24,9,2.294e-26,2.01e-23
"chr6",32163729,32164160,1.676e-30,13,2.133e-41,1.765e-38
"chr1",3607096,3607425,9.386e-18,6,1.008e-26,1.093e-23
"chr8",43147438,43147602,2.132e-37,5,5.262e-43,1.144e-39
"chr1",2458225,2458298,1.747e-21,5,2.705e-24,1.321e-20
"chr10",50887471,50887731,1.046e-22,7,2.537e-29,3.479e-26
"chr4",47839875,47840136,1.744e-15,5,1.354e-23,1.85e-20
"chr19",11649461,11649701,2.304e-14,5,6.096e-18,9.057e-15
"chr6",32115963,32116112,2.21e-11,6,3.856e-18,9.228e-15
"chr5",68710807,68710912,1.634e-13,6,4.985e-22,1.693e-18
"chr16",51185038,51185236,2.017e-18,6,1.842e-21,3.318e-18
"chr20",48428996,48429238,8.549e-25,7,1.789e-23,2.636e-20
"chr7",99517191,99517378,1.287e-18,8,7.737e-28,1.475e-24
"chr10",30724019,30724374,1.027e-12,5,1.409e-24,1.415e-21
"chr5",50678711,50678928,6.018e-21,6,2.004e-30,3.293e-27
"chr20",30073398,30073576,5.798e-15,5,1.479e-19,2.963e-16
"chr18",21718734,21718979,1.9e-30,10,2.668e-32,3.883e-29
"chr2",176948342,176948759,5.522e-14,8,1.357e-24,1.16e-21
"chr22",26137737,26137997,4.533e-16,5,1.1e-27,1.508e-24
"chr11",107328524,107328671,4.094e-24,6,1.13e-21,2.741e-18
"chr6",1601228,1601802,1.152e-07,5,4.296e-21,2.669e-18
"chr17",5019637,5019989,3.016e-09,5,3.002e-18,3.041e-15
"chr2",54086853,54087209,3.126e-21,10,7.653e-32,7.666e-29
"chr10",77542301,77542585,2.321e-10,9,1.723e-14,2.161e-11
"chr10",102732132,102732323,1.94e-23,6,2.251e-24,4.202e-21
"chr3",46506103,46506554,1.739e-22,9,5.55e-35,4.389e-32
"chr15",93616893,93617080,5.485e-29,8,2.301e-29,4.387e-26
"chr20",57465438,57465535,8.611e-14,5,1.623e-14,5.959e-11
"chr6",5261365,5261560,8.068e-26,5,4.119e-29,7.532e-26
"chr7",93205125,93205295,1.927e-16,8,6.365e-26,1.335e-22
"chr1",166958220,166958439,6.496e-39,7,5.054e-42,8.23e-39
"chr5",34042975,34043509,7.321e-15,7,6.028e-29,4.025e-26
"chr17",46651721,46651952,2.456e-23,7,1.503e-30,2.32e-27
"chr12",56390797,56391077,5.263e-25,10,1.123e-34,1.431e-31
"chr17",46667586,46667812,1.515e-10,6,1.356e-14,2.137e-11
"chr6",149805994,149806339,3.867e-10,7,2.569e-19,2.655e-16
"chr15",29213625,29213860,4.174e-07,5,1.303e-14,1.971e-11
"chr15",41061983,41062224,6.896e-16,5,9.033e-21,1.337e-17
"chr11",368350,369192,7.531e-19,23,1.721e-37,7.287e-35
"chr11",44332684,44333192,5.878e-31,17,8.475e-43,5.949e-40
"chr17",47492395,47492548,4.576e-26,6,7.361e-34,1.716e-30
"chr7",99691603,99691734,0,6,1.038e-41,2.824e-38
"chr6",31621140,31621369,8.059e-14,7,9.791e-22,1.525e-18
"chr10",71812100,71812332,1.199e-13,7,4.884e-17,7.507e-14
"chr11",67418044,67418405,8.835e-09,11,8.978e-14,8.872e-11
"chr20",30406996,30407261,5.587e-35,7,2.773e-27,3.731e-24
"chr7",27186992,27187560,8.975e-14,8,2.255e-31,1.416e-28
"chr10",13043877,13043986,4.543e-28,6,1.178e-22,3.854e-19
"chr6",31549009,31549276,2.74e-26,9,6.363e-31,8.499e-28
"chr16",53407420,53407753,5.438e-07,6,1.91e-13,2.046e-10
"chr2",47382286,47382739,1.592e-22,6,3.864e-36,3.042e-33
"chr16",1583809,1584118,8.045e-08,6,4.784e-14,5.522e-11
"chr8",27695475,27695695,2.047e-16,6,1.263e-19,2.047e-16
"chr7",4832111,4832535,6.516e-08,5,1.954e-18,1.643e-15
"chr1",25869987,25870172,3.886e-09,5,4.048e-13,7.803e-10
"chr10",4230412,4230752,7.526e-22,5,2.149e-33,2.254e-30
"chr4",8582100,8582300,6.002e-13,7,9.969e-15,1.782e-11
"chr2",241497411,241497599,1.484e-12,6,3.685e-20,6.989e-17
"chr8",144790186,144790410,6.394e-10,5,6.303e-13,1.003e-09
"chr12",4554595,4554878,9.243e-22,6,2.617e-28,3.297e-25
"chr18",14748197,14748439,2.013e-16,7,8.487e-19,1.251e-15
"chr20",62367697,62367998,1.05e-13,7,3.981e-19,4.717e-16
"chr3",33260731,33261000,3.748e-17,5,1.741e-19,2.308e-16
"chr6",29342521,29342706,3.346e-15,5,3.586e-29,6.913e-26
"chr1",85040133,85040343,2.775e-21,8,3.542e-31,6.014e-28
"chr6",32137060,32137294,2.103e-31,7,1.746e-35,2.661e-32
"chr7",127670992,127671195,5.999e-21,6,3.775e-30,6.631e-27
"chr12",54071089,54071194,4.152e-20,5,1.112e-22,3.776e-19
"chr17",41561299,41561480,1.576e-18,6,1.259e-20,2.48e-17
"chr22",45680686,45681036,3.704e-15,6,1.261e-23,1.285e-20
"chr2",73114255,73114426,1.347e-27,7,3.688e-32,7.69e-29
"chr6",28921287,28921499,7.167e-17,5,9.542e-27,1.605e-23
"chr18",60986585,60986911,1.821e-20,8,1.947e-24,2.13e-21
"chr3",111804829,111805005,3.328e-16,5,5.508e-24,1.116e-20
"chr15",91473058,91473569,6.275e-15,9,2.035e-27,1.42e-24
"chr7",130131479,130131923,1.445e-23,17,1.011e-31,8.123e-29
"chr11",2922634,2922852,1.298e-31,6,4.789e-33,7.833e-30
"chr2",84743444,84743573,3.301e-16,5,2.289e-22,6.328e-19
"chr19",46142573,46142711,1.526e-20,5,3.687e-26,9.528e-23
"chr6",30431658,30431860,3.028e-26,6,1.211e-24,2.138e-21
"chr17",74075091,74075336,1.803e-11,5,1.585e-22,2.307e-19
"chr17",1395863,1396123,5.871e-08,5,3.098e-17,4.248e-14
"chr15",85143774,85144228,5.771e-26,6,3.682e-28,2.892e-25
"chr17",9862751,9863081,4.402e-13,8,9.707e-21,1.049e-17
"chr6",4079341,4079704,7.079e-27,7,2.72e-27,2.672e-24
"chr8",108510095,108510343,4.163e-11,5,1.824e-18,2.622e-15
"chr6",111279492,111279922,7.425e-26,12,7.97e-31,6.61e-28
"chr5",169532685,169532775,9.255e-33,6,6.224e-28,2.466e-24
"chr17",46622453,46622715,5.06e-13,7,1.082e-16,1.511e-13
"chr2",10861363,10861602,2.126e-18,5,2.722e-28,4.061e-25
"chr14",106938288,106938509,2.838e-22,6,1.114e-27,1.797e-24
"chr8",117778487,117778786,2.789e-18,5,1.01e-23,1.205e-20
"chr6",32178016,32178298,1.676e-22,5,3.56e-35,4.501e-32
"chr20",61809715,61809932,4.226e-25,8,2.142e-30,3.52e-27
"chr6",32064490,32065211,1.665e-27,26,2.222e-45,1.099e-42
"chr3",185000585,185000824,9.529e-18,5,4.134e-24,6.167e-21
"chr3",192445499,192445594,1.313e-22,6,1.053e-18,3.951e-15
"chr15",22833148,22833400,1.057e-10,8,6.573e-14,9.301e-11
"chr12",25102273,25102521,1.865e-15,5,7.582e-19,1.09e-15
"chr4",40058920,40059040,9.886e-26,5,1.072e-25,3.185e-22
"chr6",30227882,30228254,4.691e-34,14,3.513e-33,3.367e-30
"chr6",31380431,31380600,0,6,1.998e-30,4.215e-27
"chr3",49044373,49044551,1.275e-19,6,2.303e-26,4.614e-23
"chr3",183958999,183959171,3.984e-13,7,7.918e-15,1.634e-11
"chr12",110156244,110156459,2.67e-20,5,1.174e-22,1.947e-19
"chr13",103532259,103532435,1.487e-39,6,1.289e-49,2.611e-46
"chr7",27225221,27225897,2.98e-20,15,9.05e-38,4.774e-35
"chr14",96670861,96671169,1.556e-23,8,8.646e-34,1.001e-30
"chr1",54821852,54822298,1.237e-09,6,2.424e-21,1.938e-18
"chr6",133562086,133562494,2.105e-21,12,1.38e-28,1.207e-25
"chr7",93520171,93520452,2.85e-29,10,6.006e-33,7.622e-30
"chr1",113249941,113250088,2.128e-20,5,5.48e-28,1.329e-24
"chr5",148758790,148759040,1.246e-25,5,5.454e-39,7.779e-36
"chr15",32933660,32933919,6.892e-12,5,8.489e-21,1.169e-17
"chr11",2398335,2398505,1.435e-20,6,2.504e-29,5.253e-26
"chr11",28129558,28129852,1.9e-28,7,4.232e-38,5.133e-35
"chr5",121414136,121414425,2.037e-16,6,7.144e-28,8.816e-25
"chr4",89444908,89445097,2.019e-22,6,4.874e-24,9.195e-21
"chr1",119532043,119532195,1.393e-15,6,2.594e-23,6.086e-20
"chr3",44754071,44754201,4.591e-14,6,3.281e-15,9.136e-12
