"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr5",149669367,149669813,3.059e-07,6,7.657e-14,6.125e-11
"chr11",105481282,105481509,1.129e-07,6,6.245e-15,9.767e-12
"chr6",29720459,29720635,4.862e-14,5,7.378e-19,1.495e-15
"chr11",66035909,66036038,1.582e-08,5,5.224e-13,1.444e-09
"chr7",130131479,130131923,5.619e-14,17,7.835e-20,6.292e-17
"chr6",155537900,155538055,5.395e-06,6,1.061e-10,2.44e-07
"chr10",72362617,72362730,1.656e-09,5,8.353e-11,2.636e-07
"chr13",74708037,74708194,6.527e-20,5,6.694e-23,1.52e-19
"chr6",31129328,31129466,1.161e-17,5,5.205e-18,1.345e-14
"chr6",31164742,31164994,1.42e-09,10,1.35e-12,1.911e-09
"chr5",168271854,168272051,2.89e-18,5,4.663e-22,8.44e-19
"chr3",46506205,46506554,1.043e-14,8,5.483e-23,5.602e-20
"chr17",43025158,43025343,2.517e-21,5,1.036e-28,1.997e-25
"chr11",6947540,6947759,1.047e-12,5,9.672e-16,1.627e-12
"chr13",27335081,27335204,1.077e-15,5,8.575e-17,3.219e-13
"chr8",109095917,109096007,1.295e-16,5,2.035e-18,8.062e-15
"chr17",42733541,42733729,1.793e-12,6,2.453e-13,4.654e-10
"chr6",31409504,31409757,2.635e-11,7,3.163e-17,4.459e-14
"chr6",30121773,30122213,4.763e-16,12,1.907e-25,1.546e-22
"chr6",33248615,33248714,2.715e-17,5,1.203e-17,4.335e-14
"chr6",10881890,10882240,1.017e-11,6,2.147e-19,2.187e-16
"chr20",23015898,23015936,1.078e-07,5,4.437e-10,4.164e-06
"chr10",97802848,97803058,1.994e-22,9,9.151e-20,1.554e-16
"chr1",39874873,39875069,3.537e-22,7,7.525e-27,1.369e-23
"chr15",27111434,27111604,3.254e-12,8,2.24e-13,4.7e-10
"chr6",31938860,31939322,9.763e-13,13,2.715e-21,2.096e-18
"chr19",14785592,14785849,1.857e-08,5,9.853e-18,1.367e-14
"chr2",124782585,124782885,1.519e-07,5,1.753e-15,2.112e-12
"chr22",50523685,50523801,3.78e-20,5,8.771e-22,2.696e-18
"chr12",122018896,122019117,2.157e-09,7,4.975e-12,8.028e-09
"chr11",278393,278538,1.904e-08,6,2.327e-12,5.724e-09
"chr22",30476253,30476345,2.666e-06,6,2.313e-07,0.0008962
"chr6",30166731,30166872,4.977e-18,8,1.472e-13,3.723e-10
"chr4",8582170,8582300,2.992e-07,5,1.221e-10,3.35e-07
"chr6",29768218,29768269,6.459e-15,5,6.664e-18,4.659e-14
"chr13",48877590,48877719,1.714e-24,6,6.852e-28,1.894e-24
"chr7",101005831,101006058,1.486e-09,5,2.058e-12,3.232e-09
"chr8",60031822,60031944,6.181e-13,5,2.151e-17,6.287e-14
"chr11",1036676,1036766,1.085e-07,6,4.194e-09,1.662e-05
"chr6",31631637,31631801,1.028e-12,7,3.543e-13,7.703e-10
"chr18",22006315,22006496,1.008e-16,5,2.67e-23,5.26e-20
"chr10",135122745,135122794,3.65e-08,5,1.391e-10,1.012e-06
"chr10",49893335,49893463,2.528e-13,6,1.331e-13,3.709e-10
"chr8",122651485,122651575,1.626e-20,5,1.335e-22,5.289e-19
"chr10",22634037,22634226,2.561e-16,7,5.377e-18,1.015e-14
"chr6",32942204,32942808,7.169e-08,8,1.635e-17,9.651e-15
"chr20",62693942,62694005,3.072e-10,6,8.547e-13,4.838e-09
"chr1",54821852,54822103,2.394e-05,5,5.86e-11,8.326e-08
"chr11",15136344,15136505,1.043e-14,5,2.918e-23,6.463e-20
"chr14",100203941,100204258,6.361e-10,6,1.832e-19,2.061e-16
"chr14",102027659,102027797,2.356e-17,5,5.934e-19,1.533e-15
"chr10",72201416,72201668,2.283e-10,6,2.15e-17,3.042e-14
"chr22",44287771,44288155,6.249e-18,7,6.783e-22,6.299e-19
"chr7",12610077,12610175,7.399e-18,5,5.648e-19,2.055e-15
"chr10",27703246,27703377,2.563e-12,6,3.383e-15,9.067e-12
"chr6",32808595,32808752,4.104e-08,5,2.996e-10,6.806e-07
"chr17",17109639,17109817,7.155e-08,6,1.865e-10,3.736e-07
"chr7",1733975,1734325,1.699e-05,5,4.225e-16,4.524e-13
"chr19",58545121,58545333,2.847e-12,7,6.313e-19,1.062e-15
"chr6",33401479,33401542,0.0006383,5,4.354e-06,0.02434
"chr6",20534631,20534758,1.156e-14,7,3.371e-12,9.467e-09
"chr10",42863443,42863594,4.332e-07,5,1.688e-09,3.987e-06
"chr2",74685458,74685602,6.754e-23,7,3.115e-20,7.713e-17
"chr22",21986959,21987106,7.809e-12,7,6.966e-13,1.69e-09
"chr6",30042136,30042388,3.272e-12,8,1.045e-16,1.571e-13
"chr6",133562086,133562494,3.048e-15,12,2.184e-21,1.909e-18
"chr17",46018808,46019184,5.594e-10,7,1.417e-21,1.344e-18
"chr3",30936238,30936318,1.031e-14,5,1.865e-16,9.898e-13
"chr7",27183642,27184521,1.593e-12,28,5.93e-20,2.406e-17
"chr18",49866209,49866412,3.211e-16,8,5.816e-20,1.022e-16
"chr11",2019435,2020560,5.86e-23,36,4.792e-38,1.519e-35
"chr7",16505588,16505664,4.978e-07,5,4.485e-09,2.104e-05
"chr17",37764117,37764293,3.039e-21,7,3.466e-25,7.024e-22
"chr1",3566576,3566818,4.902e-18,5,1.881e-22,2.772e-19
"chr5",140800423,140800629,7.104e-07,5,1.459e-12,2.525e-09
"chr11",71955298,71955439,6.244e-13,5,9.081e-16,2.246e-12
"chr7",149569882,149570183,1.231e-10,9,1.167e-14,1.381e-11
"chr11",64126339,64126461,2.639e-20,6,1.606e-21,4.695e-18
"chr11",3014168,3014291,9.89e-18,5,4.523e-18,1.311e-14
"chr11",3187445,3187939,3.612e-17,15,3.172e-29,2.29e-26
"chr19",9473564,9473880,8.312e-18,9,6.771e-21,7.642e-18
"chr12",120740009,120740057,5.619e-14,5,7.626e-17,8.248e-13
"chr1",231155631,231155818,1.805e-14,7,9.141e-13,1.743e-09
"chr11",111783266,111783355,4.364e-16,5,3.584e-17,1.436e-13
"chr16",81129996,81130375,2.895e-11,6,1.373e-24,1.292e-21
"chr6",134210137,134210307,1.41e-07,7,1.939e-12,4.067e-09
"chr22",46663521,46663783,1.026e-11,5,1.431e-25,1.948e-22
"chr19",9609151,9609422,2.542e-15,8,2.651e-21,3.488e-18
"chr6",28510280,28510532,5.135e-09,9,2.917e-13,4.127e-10
"chr6",33395289,33395495,1.028e-12,6,1.299e-17,2.248e-14
"chr19",49866855,49866963,8.711e-14,5,1.707e-15,5.499e-12
"chr6",31690903,31691870,1.035e-12,25,1.046e-23,3.859e-21
"chr3",13520762,13521178,1.628e-14,8,8.573e-25,7.349e-22
"chr13",73356345,73356572,8.451e-19,5,7.329e-26,1.151e-22
"chr6",48036211,48036676,4.443e-12,10,7.353e-18,5.639e-15
"chr17",6947287,6947464,7.873e-12,7,9.783e-10,1.971e-06
"chr6",29454872,29455532,6.277e-14,11,3.498e-22,1.89e-19
"chr6",84742997,84743364,2.952e-18,10,1.106e-20,1.075e-17
"chr17",81052621,81052836,1.793e-12,6,3.368e-19,5.586e-16
"chr10",90343165,90343435,3.39e-23,7,1.055e-25,1.394e-22
"chr6",76059449,76059773,5.928e-12,6,3.084e-19,3.395e-16
"chr6",29521012,29521272,1.459e-13,7,2.562e-16,3.045e-13
"chr1",41328136,41328420,4.849e-13,6,3.158e-27,3.965e-24
"chr12",50135417,50135621,2.25e-11,5,1.019e-20,1.782e-17
"chr20",62168669,62168878,3.818e-14,7,7.264e-13,1.239e-09
"chr2",127413362,127413530,8.458e-09,5,3.203e-11,6.799e-08
"chr20",44650141,44650270,4.343e-16,5,9.778e-20,2.703e-16
"chr17",57696952,57697125,2.073e-15,5,2.593e-23,5.345e-20
"chr12",66563718,66563928,3.05e-14,5,2.082e-18,3.535e-15
"chr3",30647669,30647808,4.977e-18,6,9.415e-18,2.415e-14
"chr3",52529063,52529524,3.017e-09,9,9.237e-16,6.87e-13
"chr10",102046457,102046690,6.463e-11,6,6.528e-17,1.699e-13
"chr7",99691603,99691734,1.238e-21,6,1.991e-23,5.421e-20
"chr2",44065549,44066030,1.452e-20,12,1.535e-26,1.138e-23
"chr6",33385235,33385582,8.771e-23,11,2.882e-30,2.961e-27
"chr7",114055073,114055210,4.824e-09,6,2.41e-11,6.272e-08
"chr7",151722535,151722628,7.164e-23,5,3.817e-25,1.464e-21
"chr20",57463264,57464002,1.974e-16,31,1.892e-26,9.14e-24
"chr12",57940956,57941069,6.078e-17,5,5.322e-22,1.68e-18
"chr2",238707008,238707312,1.754e-10,6,6.215e-16,7.814e-13
"chr7",99775421,99775558,1.103e-12,7,1.083e-13,2.818e-10
"chr6",30434071,30434552,7.516e-15,13,4.715e-28,3.496e-25
"chr12",81471648,81471884,2.954e-11,7,2.303e-19,3.48e-16
"chr6",31740786,31740978,6.825e-12,7,2.028e-18,3.767e-15
"chr22",25595588,25595840,3.605e-09,6,8.384e-17,1.571e-13
"chr6",138893613,138893718,2.476e-10,6,6.218e-12,2.112e-08
"chr13",114107875,114108052,6.443e-16,7,3.255e-16,6.71e-13
"chr19",36236335,36236496,3.099e-24,6,4.748e-27,1.052e-23
"chr19",5913853,5914158,7.093e-19,5,6.903e-20,8.07e-17
"chr17",1957606,1958206,1.821e-16,15,1.112e-32,6.608e-30
"chr17",40274523,40274811,1.508e-17,7,2.101e-24,2.601e-21
"chr10",89621772,89621940,4.118e-21,5,2.27e-25,4.818e-22
"chr22",30662798,30663041,4.127e-20,6,1.008e-29,1.479e-26
"chr3",46037407,46037608,4.442e-10,5,2.24e-16,3.939e-13
"chr6",32116779,32117379,2.363e-18,16,1.078e-25,6.406e-23
"chr8",110374562,110374866,9.85e-10,6,3.52e-19,4.129e-16
"chr20",36156470,36156634,4.14e-26,7,1.966e-23,4.274e-20
"chr17",29297379,29297604,5.429e-12,9,4.077e-14,6.458e-11
"chr2",225266655,225266876,3.352e-14,6,3.282e-19,5.296e-16
"chr15",61521714,61521987,5.533e-16,5,1.064e-20,1.39e-17
"chr18",74729020,74729251,5.12e-16,7,4.569e-25,7.053e-22
"chr7",152160884,152161197,1.566e-14,5,4.411e-18,5.026e-15
"chr22",38071533,38071677,1.525e-07,6,6.097e-10,1.51e-06
"chr3",112359487,112359652,1.982e-05,6,1.057e-09,2.284e-06
"chr6",33263119,33263475,1.024e-13,7,8.342e-21,8.356e-18
"chr5",178368070,178368253,4.796e-14,7,2.974e-15,5.841e-12
"chr10",125651369,125651726,3.545e-09,8,2.652e-15,2.662e-12
"chr18",12254119,12254566,5.616e-14,12,1.221e-24,9.739e-22
"chr6",32145349,32146232,2.517e-21,25,7.315e-44,2.954e-41
"chr14",24898817,24899054,1.539e-13,7,5.051e-19,7.6e-16
"chr6",112408819,112409052,3.358e-27,8,3.595e-23,5.502e-20
"chr15",83953708,83954150,3.211e-22,10,4.509e-19,3.638e-16
"chr5",146832256,146832518,2.115e-08,5,2.998e-13,4.08e-10
"chr13",33002359,33002597,5.716e-11,6,2.436e-14,3.643e-11
"chr10",76859247,76859441,1.368e-14,6,1.091e-17,2.006e-14
"chr6",28583970,28584172,1.039e-15,15,2.653e-15,4.704e-12
"chr6",42928273,42928546,4.421e-18,12,2.453e-13,3.204e-10
"chr6",32939136,32939317,1.373e-12,6,6.67e-16,1.312e-12
"chr3",196014710,196014846,1.288e-19,6,1.26e-17,3.303e-14
"chr6",28956225,28956426,4.826e-20,13,2.991e-21,5.307e-18
"chr8",18541445,18541627,8.321e-14,5,1.348e-14,2.632e-11
"chr1",153762200,153762434,2.643e-07,5,2.258e-12,3.441e-09
"chr14",106938288,106938509,5.317e-18,6,3.606e-24,5.819e-21
"chr7",139168304,139168523,4.076e-16,6,4.476e-22,7.289e-19
"chr6",31692151,31692375,2.696e-10,7,2.666e-14,4.242e-11
"chr6",32064145,32064218,3.146e-05,7,3.237e-06,0.01569
"chr5",95997735,95997923,3.272e-15,5,1.543e-19,2.926e-16
"chr19",57018847,57019069,1.092e-12,5,9.363e-20,1.504e-16
"chr12",26986178,26986279,1.359e-10,5,2.525e-16,7.839e-13
"chr1",67218079,67218275,1.793e-16,5,1.66e-20,3.02e-17
"chr19",11529946,11530065,8.672e-10,5,2.522e-14,7.552e-11
"chr6",30689513,30689681,2.322e-14,5,9.121e-19,1.936e-15
"chr8",39172019,39172120,3.942e-06,6,1.705e-09,6.021e-06
"chr20",10015645,10015964,5.957e-13,6,3.333e-16,3.724e-13
"chr13",46189837,46190098,4.087e-18,7,3.69e-23,5.042e-20
"chr4",174429262,174429374,1.14e-11,5,7.458e-13,2.374e-09
"chr15",86313833,86313973,1.904e-26,7,3.261e-29,8.306e-26
"chr17",27045042,27045302,2.333e-09,6,5.35e-12,7.337e-09
"chr3",48632567,48632892,3.638e-12,8,7.367e-17,1.218e-13
"chr11",62783360,62783573,1.081e-08,6,2.291e-13,3.835e-10
"chr10",75118431,75118678,1.356e-14,5,1.111e-21,1.603e-18
"chr13",46425836,46426026,6.801e-12,7,1.413e-15,2.709e-12
"chr6",146864334,146864529,8.508e-19,8,1.343e-26,2.456e-23
"chr6",123317407,123317569,9.569e-19,5,2.837e-23,6.244e-20
"chr2",217560271,217560403,4.981e-10,5,1.564e-16,3e-13
"chr1",177140125,177140322,1.855e-15,5,1.389e-19,2.514e-16
"chr1",202091864,202092005,7.257e-20,7,5.56e-17,2.808e-13
"chr3",42306384,42306580,7.334e-11,5,2.832e-14,5.151e-11
"chr3",47450717,47450915,1.975e-08,5,1.394e-13,2.511e-10
