"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr19",2255418,2255496,0,5,8.282e-45,3.786e-41
"chr10",63809072,63809170,5.767e-34,6,3.882e-35,1.412e-31
"chr22",50585385,50585427,5.798e-37,5,3.024e-40,2.568e-36
"chr16",8738239,8738531,5.262e-13,5,1.989e-20,2.429e-17
"chr1",1104256,1104526,1.215e-27,6,4.246e-31,5.608e-28
"chr7",38350920,38351226,2.316e-11,5,7.695e-21,8.968e-18
"chr11",2920264,2920819,5.448e-33,10,1.802e-48,1.158e-45
"chr10",120101659,120101904,5.28e-29,6,1.285e-39,1.87e-36
"chr6",31846768,31847028,3.795e-28,9,2.262e-29,3.102e-26
"chr20",33880194,33880370,6.093e-42,6,1.539e-47,3.118e-44
"chr16",23724773,23724943,2.353e-22,6,1.402e-25,2.942e-22
"chr11",2721206,2722258,1.475e-26,29,2.699e-57,9.149e-55
"chr11",118972878,118973022,8.429e-24,5,2.106e-36,5.216e-33
"chr17",48546257,48546554,5.998e-16,7,1.314e-21,1.578e-18
"chr6",32016069,32016426,1.575e-34,12,6.087e-38,6.081e-35
"chr19",38810161,38810284,1.035e-28,5,2.556e-29,7.412e-26
"chr20",37075184,37075286,1.443e-31,5,4.214e-32,1.473e-28
"chr8",99306715,99306953,9.593e-26,6,1.05e-37,1.574e-34
"chr13",114107875,114108052,6.924e-39,7,1.327e-36,2.674e-33
"chr12",58146163,58146524,3.521e-20,6,3.269e-29,3.229e-26
"chr20",62574022,62574273,5.963e-20,5,8.734e-29,1.241e-25
"chr1",25292017,25292412,3.278e-37,8,2.181e-63,1.969e-60
"chr1",204328842,204329307,5.669e-24,8,8.373e-42,6.421e-39
"chr16",4421444,4421654,2.179e-28,5,4.456e-43,7.567e-40
"chr19",58570418,58570491,4.511e-20,6,1.805e-22,8.817e-19
"chr6",29944979,29945155,3.721e-41,10,2.653e-42,5.376e-39
"chr11",2922634,2922852,6.833e-36,6,3.805e-36,6.225e-33
"chr7",50861417,50862067,1.704e-41,18,9.505e-59,5.215e-56
"chr4",21699335,21699534,3.021e-22,6,1.262e-26,2.262e-23
"chr5",170736131,170736389,6.049e-32,8,4.262e-24,5.891e-21
"chr11",102638431,102638706,3.347e-21,5,2.529e-27,3.28e-24
"chr6",33401479,33401542,3.382e-13,5,2.206e-15,1.257e-11
"chr3",44770850,44770973,8.179e-21,6,2.224e-14,6.438e-11
"chr16",69141249,69141442,2.912e-18,5,1.002e-35,1.851e-32
"chr19",39574711,39575027,7.371e-22,7,5.556e-37,6.27e-34
"chr11",47600535,47600751,3.201e-27,7,6.046e-33,9.982e-30
"chr10",105212055,105212289,1.337e-12,6,7.983e-19,1.217e-15
"chr5",95997735,95997923,2.656e-24,5,5.496e-32,1.043e-28
"chr1",38412518,38412818,1.955e-20,6,8.983e-33,1.068e-29
"chr19",51220097,51220392,0,7,1.549e-52,1.872e-49
"chr7",150778121,150778340,7.908e-29,7,3.873e-36,6.306e-33
"chr6",117802587,117802786,8.722e-18,5,2.044e-24,3.663e-21
"chr1",113249941,113250088,6.493e-25,5,1.828e-33,4.434e-30
"chr6",31105710,31106302,3.88e-34,12,4.078e-54,2.456e-51
"chr11",2464821,2465491,8.913e-33,15,3.567e-66,1.899e-63
"chr6",30585292,30585541,1.553e-35,7,1.192e-23,1.707e-20
"chr6",31543539,31543686,3.832e-23,8,4.037e-34,9.792e-31
"chr6",31590512,31590870,0,10,1.766e-54,1.759e-51
"chr19",18699218,18699403,5.155e-09,5,1.977e-12,3.81e-09
"chr10",49893335,49893549,1.577e-31,7,2.074e-31,3.456e-28
"chr8",105379367,105379726,1.187e-29,5,2.711e-36,2.693e-33
"chr19",10381354,10381498,6.363e-34,6,6.236e-36,1.544e-32
"chr5",78365646,78365801,5.248e-14,5,1.089e-18,2.506e-15
"chr6",32115963,32116112,1.303e-22,6,7.469e-31,1.787e-27
"chr1",93645672,93646016,2.303e-21,5,1.433e-34,1.486e-31
"chr6",29760446,29760909,6.681e-31,13,1.026e-50,7.905e-48
"chr17",76037034,76037562,3.189e-12,6,9.578e-25,6.469e-22
"chr18",43652365,43652594,1.004e-29,6,1.729e-33,2.693e-30
"chr11",118763673,118764003,3.223e-26,6,8.818e-30,9.529e-27
"chr14",102027659,102027797,3.319e-34,5,1.726e-35,4.459e-32
"chr11",18477253,18477753,2.045e-14,7,2.549e-35,1.818e-32
"chr6",32122009,32122161,1.204e-41,8,8.168e-33,1.916e-29
"chr15",93633144,93633408,1.239e-14,5,5.787e-26,7.817e-23
"chr10",72432460,72432573,2.313e-20,5,4.173e-24,1.317e-20
"chr6",31649334,31649728,3.149e-23,10,2.91e-40,2.634e-37
"chr6",167263024,167263454,6.775e-26,6,5.862e-40,4.861e-37
"chr6",32363120,32363325,1.457e-37,6,3.445e-34,5.992e-31
"chr12",107348688,107349093,2.845e-23,5,1.847e-39,1.627e-36
"chr1",112058235,112058750,3.451e-12,5,4.501e-28,3.116e-25
"chr2",241076130,241076777,0,16,1.715e-55,9.453e-53
"chr17",79283027,79283138,2.266e-30,5,1.015e-29,3.26e-26
"chr13",26625088,26625359,1.003e-23,6,8.729e-22,1.149e-18
"chr19",1438055,1438247,1.127e-31,6,1.204e-34,2.237e-31
"chr12",48399139,48399493,2.387e-17,5,3.748e-35,3.775e-32
"chr1",200841804,200842145,6.568e-26,5,9.813e-50,1.026e-46
"chr6",33272147,33272430,0,8,2.05e-60,2.584e-57
"chr10",116164597,116164955,1.838e-20,6,4.889e-31,4.87e-28
"chr6",31852239,31852503,1.704e-41,9,4.899e-43,6.617e-40
"chr13",48877433,48877719,8.21e-39,8,1.136e-37,1.417e-34
"chr2",176046456,176046632,6.176e-35,5,2.716e-37,5.503e-34
"chr7",27170312,27171051,1.306e-11,14,1.417e-23,6.837e-21
"chr17",75315485,75315868,6.247e-26,8,6.862e-32,6.389e-29
"chr1",35586357,35586649,1.318e-09,5,1.2e-18,1.466e-15
"chr6",134210137,134210307,5.939e-17,7,8.672e-26,1.819e-22
"chr1",68299387,68299511,7.698e-20,5,1.44e-23,4.142e-20
"chr10",111683421,111683654,5.035e-17,5,3.865e-26,5.916e-23
"chr6",31126798,31127379,6.039e-19,15,7.451e-37,4.573e-34
"chr21",38070523,38070671,1.944e-26,5,3.127e-32,7.534e-29
"chr20",61161999,61162112,0,5,4.546e-42,1.435e-38
"chr12",27396705,27396983,2.4e-20,5,2.379e-22,3.051e-19
"chr6",151814891,151814994,2.771e-33,5,4.07e-31,1.409e-27
"chr1",155290417,155290614,7.538e-25,6,9.573e-32,1.733e-28
"chr7",151722535,151722628,5.06e-37,5,1.847e-37,7.084e-34
"chr13",31506684,31506963,1.32e-20,7,5.981e-25,7.645e-22
"chr6",32049262,32049376,0,5,5.101e-46,1.596e-42
"chr11",69933926,69934128,6.378e-17,5,2.087e-22,3.684e-19
"chr6",106546703,106546824,9.096e-18,5,4.928e-18,1.452e-14
"chr19",8428849,8429166,9.061e-21,5,4.844e-39,5.45e-36
"chr11",790141,790293,5.134e-22,6,3.536e-31,8.296e-28
"chr6",138866864,138867125,3.08e-38,7,2.806e-45,3.834e-42
"chr6",29589894,29590017,0,5,9.942e-45,2.882e-41
"chr6",144329472,144329997,1.737e-24,13,1.764e-28,1.198e-25
"chr20",61151390,61151480,0,5,1.263e-44,5.006e-41
"chr8",38831507,38831857,5.738e-14,5,2.706e-26,2.757e-23
"chr5",125931119,125931275,3.428e-28,5,1.53e-27,3.497e-24
"chr1",201915872,201915999,3.245e-28,5,3.781e-32,1.062e-28
"chr12",12848976,12849138,2.094e-22,5,1.584e-28,3.486e-25
"chr6",31854250,31854472,2.299e-36,6,8.158e-41,1.31e-37
"chr17",1665118,1665303,3.383e-31,7,1.611e-33,3.106e-30
"chr6",33267504,33267781,4.891e-39,12,5.718e-41,7.361e-38
"chr11",45928804,45928988,0,7,5.307e-28,1.029e-24
"chr20",62367697,62367998,2.496e-17,7,1.262e-23,1.495e-20
"chr6",32551948,32552042,3.509e-06,5,3.102e-07,0.001176
"chr6",29691942,29692582,1.424e-30,14,2.043e-36,1.138e-33
"chr13",48807049,48807339,7.709e-28,6,6.448e-35,7.929e-32
"chr19",44324746,44325008,1.55e-29,9,1.864e-32,2.537e-29
"chr10",1102608,1102726,7.787e-38,5,3.195e-35,9.656e-32
"chr16",2879943,2880431,3.419e-22,6,2.321e-38,1.696e-35
"chr6",32847526,32847845,7.426e-21,16,6.063e-30,6.778e-27
"chr1",54821852,54822298,5.889e-14,6,7.435e-31,5.945e-28
"chr3",49044316,49044551,1.871e-25,7,2.699e-26,4.096e-23
"chr6",30180687,30180820,6.311e-28,6,1.878e-27,5.035e-24
"chr7",5111487,5111669,1.473e-21,8,5.95e-22,1.166e-18
"chr6",33160066,33160318,2.734e-35,12,1.879e-41,2.659e-38
"chr1",26233331,26233623,6.398e-28,10,7.159e-33,8.742e-30
"chr17",46622453,46622607,5.323e-20,6,4.14e-21,9.588e-18
"chr4",5890288,5890430,1.936e-35,7,3.356e-37,8.428e-34
"chr11",57529254,57529614,4.852e-14,5,1.379e-22,1.366e-19
"chr17",46651721,46651952,1.838e-35,7,2.669e-51,4.12e-48
"chr4",4859934,4860082,2.191e-38,8,6.762e-38,1.629e-34
"chr6",30131188,30131719,0,13,1.928e-50,1.294e-47
"chr7",27260101,27260466,1.359e-17,5,1.086e-34,1.061e-31
"chr19",49402006,49402111,0,6,7.155e-47,2.43e-43
"chr7",45961345,45961569,1.47e-37,9,1.389e-32,2.211e-29
"chr22",39898039,39898247,6.532e-19,5,1.42e-29,2.435e-26
"chr20",19866973,19867145,7.085e-29,5,2.66e-36,5.514e-33
"chr11",87908557,87908938,7.762e-21,9,8.549e-36,8.002e-33
"chr21",42219138,42219299,4.209e-27,6,8.628e-31,1.911e-27
"chr6",33385235,33385582,1.177e-39,11,3.114e-48,3.2e-45
"chr8",11561497,11561593,1.301e-35,5,3.221e-33,1.196e-29
"chr6",32064145,32064218,2.209e-05,7,3.467e-06,0.01679
"chr19",2236342,2236503,3.474e-28,5,6.112e-37,1.354e-33
"chr11",28129558,28129852,8.431e-35,7,3.677e-46,4.46e-43
"chr6",30173935,30174261,4.675e-35,6,2.977e-36,3.257e-33
"chr6",33359454,33359648,1.869e-21,5,1.054e-32,1.937e-29
"chr6",32015174,32015389,3.294e-35,6,1.878e-31,3.115e-28
"chr4",165898665,165898967,1.688e-18,8,2.192e-24,2.588e-21
"chr17",45810358,45810512,1.068e-29,7,4.6e-34,1.065e-30
"chr2",242127689,242127948,9.61e-29,5,3.342e-56,4.602e-53
"chr22",24979553,24979755,0,7,6.39e-43,1.128e-39
"chr16",85478579,85479053,2.969e-29,6,3.747e-53,2.819e-50
"chr5",175788721,175788878,6.439e-27,5,8.783e-39,1.995e-35
"chr6",31860643,31860763,0,5,1.913e-45,5.685e-42
"chr7",30951063,30951498,1.953e-38,10,1.727e-41,1.416e-38
"chr17",41924398,41924577,9.225e-36,8,1.266e-37,2.521e-34
"chr12",76742179,76742603,1.695e-40,9,8.145e-46,6.851e-43
"chr3",134369986,134370241,3.453e-26,6,8.989e-41,1.257e-37
"chr8",140716494,140716766,5.767e-19,5,4.854e-37,6.363e-34
"chr10",93393027,93393509,1.383e-23,7,1.959e-40,1.449e-37
"chr1",244213357,244213618,6.957e-15,5,4.29e-27,5.862e-24
"chr6",26018002,26018185,2.439e-21,6,1.249e-23,2.434e-20
"chr20",13200972,13201353,6.325e-24,8,2.247e-45,2.104e-42
"chr4",174429262,174429374,5.301e-28,5,1.662e-27,5.29e-24
"chr15",93616893,93617080,8.669e-36,8,2.58e-35,4.919e-32
"chr10",126150122,126150316,6.902e-35,6,1.193e-39,2.193e-36
"chr6",29796014,29796086,4.461e-28,5,7.497e-31,3.713e-27
"chr17",73642403,73642773,1.588e-22,7,2.173e-33,2.095e-30
"chr6",30656498,30656692,0,6,1.613e-51,2.965e-48
"chr7",24797655,24797884,6.018e-22,7,1.619e-28,2.521e-25
"chr10",72201416,72201668,1.016e-28,6,1.628e-39,2.303e-36
"chr5",171881545,171881583,9.827e-22,5,3.372e-24,3.164e-20
"chr5",169659744,169659950,0,7,2.432e-55,4.21e-52
"chr22",20073392,20073636,3.412e-23,5,1.958e-43,2.861e-40
"chr14",96505372,96505502,3.46e-39,6,7.258e-37,1.991e-33
"chr19",18496755,18497064,1.108e-18,6,2.668e-28,3.079e-25
"chr1",41444787,41444871,1.739e-32,6,1.183e-33,5.022e-30
"chr6",30112422,30112776,3.428e-24,5,7.899e-39,7.957e-36
"chr6",75953565,75953690,7.343e-25,5,1.054e-32,3.007e-29
"chr3",73674067,73674170,1.565e-30,7,1.292e-34,4.473e-31
"chr11",7041376,7041987,7.762e-37,13,2.368e-49,1.382e-46
"chr6",30538619,30538844,9.239e-08,6,1.345e-13,2.133e-10
"chr1",182360682,182360902,4.355e-17,5,4.314e-30,6.993e-27
"chr10",134599782,134599860,1.457e-30,5,2.633e-32,1.204e-28
"chr2",3704362,3704773,6.06e-14,6,4.081e-28,3.541e-25
"chr12",75785088,75785295,4.765e-13,5,4.269e-20,7.354e-17
"chr15",22833148,22833400,1.65e-15,8,7.23e-21,1.023e-17
"chr10",135340720,135341025,0,6,2.943e-50,3.441e-47
"chr11",57519281,57519659,3.224e-41,8,3.049e-54,2.877e-51
"chr5",78407417,78407566,3.891e-22,6,1.08e-31,2.585e-28
"chr7",27186992,27187560,4.22e-18,8,7.256e-42,4.555e-39
"chr20",61147571,61147679,5.789e-35,6,4.519e-34,1.492e-30
"chr12",121416389,121416796,0,8,1.358e-62,1.19e-59
"chr17",46719576,46720050,1.38e-15,5,5.048e-38,3.798e-35
"chr6",100442001,100442151,2.92e-18,5,3.986e-25,9.476e-22
"chr7",1022470,1023066,8.483e-30,10,7.77e-58,4.649e-55
"chr5",115152325,115152431,3.745e-35,5,3.194e-34,1.075e-30
"chr2",63815862,63816096,7.239e-29,6,6.903e-30,1.052e-26
"chr4",77356174,77356507,1.257e-21,5,1.721e-29,1.843e-26
"chr11",117747933,117748236,1.328e-26,7,1.925e-30,2.266e-27
"chr6",31865865,31866255,1.278e-32,9,1.049e-44,9.593e-42
"chr1",85040133,85040343,6.362e-27,8,3.281e-39,5.572e-36
"chr7",4832111,4832535,1.03e-09,5,3.088e-20,2.598e-17
"chr15",52043485,52043684,3.302e-31,6,1.681e-36,3.012e-33
"chr16",62070004,62070306,7.833e-30,9,3.553e-34,4.195e-31
"chr5",87980881,87981253,2.469e-19,6,3.524e-33,3.378e-30
"chr11",66035909,66036138,3.169e-14,6,1.672e-22,2.604e-19
"chr6",33167968,33168516,1.756e-33,12,5.989e-58,3.898e-55
"chr1",23495429,23495577,9.493e-32,6,1.941e-30,4.677e-27
"chr2",85581377,85581729,1.036e-27,7,1.167e-34,1.183e-31
"chr5",140346105,140346293,2.532e-26,5,9.278e-30,1.76e-26
"chr6",31382064,31382250,1.284e-27,5,6.13e-36,1.175e-32
"chr20",61809715,61809932,1.557e-31,8,3.405e-38,5.596e-35
"chr11",1948932,1949113,2.133e-28,5,1.184e-32,2.333e-29
"chr20",749147,749620,2.368e-17,7,2.454e-24,1.85e-21
"chr22",38851317,38851366,6.582e-23,5,2.012e-25,1.464e-21
"chr15",74218696,74218921,1.668e-17,8,2.972e-23,4.711e-20
"chr2",175351896,175351956,1.941e-22,5,6.146e-25,3.653e-21
"chr3",30936069,30936318,2.843e-27,6,1.906e-30,2.73e-27
"chr6",30128384,30128686,6.093e-42,9,5.94e-47,7.014e-44
"chr19",52004991,52005188,1.358e-26,5,1.706e-32,3.087e-29
"chr15",99789621,99789855,9.775e-12,5,1.447e-19,2.205e-16
"chr20",33872553,33872806,2.097e-30,6,5.459e-41,7.695e-38
"chr4",124317778,124317966,1.013e-32,7,1.073e-26,2.034e-23
"chr7",150779046,150779390,1.072e-27,7,5.119e-32,5.307e-29
"chr11",64981080,64981316,2.307e-18,5,1.615e-26,2.44e-23
"chr6",158589293,158589440,1.887e-21,5,4.006e-28,9.718e-25
"chr6",28510280,28510532,3.585e-15,9,7.247e-21,1.025e-17
"chr4",56458332,56458622,1.967e-33,6,1.761e-53,2.166e-50
"chr17",17109569,17109817,2.742e-17,7,5.014e-21,7.209e-18
"chr6",30619046,30619242,0,11,4.201e-50,7.643e-47
"chr6",52009018,52009154,0,5,7.59e-48,1.99e-44
"chr7",143599077,143599409,3.867e-31,7,2.066e-40,2.219e-37
"chr12",54446018,54446576,2.551e-17,10,1.785e-34,1.141e-31
